name,group,population,extent_w,extent_h,nodes_reachable,nodes_hashcons,splice_factor,tree_nodes,selects,compares,compares_feeding_selects,select_masks_shared,arm_true_med,arm_false_med,arm_excl_true_med,arm_excl_false_med,arm_excl_frac,gathers,buffers,uniforms,transcendentals,depth,ops,nodes_lowered,nodes_lowered_hc,input_dag_cost,input_tree_cost,input_sharing,tier_iters,class_cap,stop,iterations,applications,unions,classes,opt_ms,ext_nodes,ext_trip_tree_cost,ext_trip_dag_cost,ext_trip_sharing,ext_tree_cost,ext_dag_cost,ext_sharing,ext_selects,dag_cost_delta_pct,emit,bytes,spill_slots,hoisted,carried,frame_instr,row_instr,body_instr,frame_frac,row_frac,body_frac,frame_mem,row_mem,body_mem,body_remats,dyn_memory_ops,dyn_instructions,rule_hist,sched_len,sched_selects,guard_exclusive,guard_guarded,guard_exclusive_frac,guard_guarded_frac,guard_guarded_selects,guard_exclusive_selects,guard_select_frac,guard_lost_frac,classes_at_cap,quiesced,has_select,has_gather,has_transc,dup_gt_1,ext_shares,hoist_frac,class_per_hc_node,apps_per_hc_node,ext_shrink,lower_growth,sat_noop,sel_per_100,cmp_per_100,bytes_per_hc_node
glyph32:U+0029,glyph32,real,32.0,32.0,927.0,546.0,1.698,15771.0,41.0,60.0,24.0,0.0,63.0,1.0,62.0,0.0,0.979,0.0,0.0,0.0,0.0,37.0,Abs:1;Add:59;BitAnd:19;Const:79;Div:16;Dwrt:32;Ge:26;Gt:16;Le:18;Max:24;Min:17;Mul:56;MulAdd:88;Neg:8;Select:41;Sqrt:24;Sub:20;Var:2,1855.0,820.0,3607.0,61301.0,16.995,100.0,5000.0,ClassCap,2.0,6325.0,3297.0,4707.0,38.8,719.0,1081920.0,617152.0,1.753,14869.0,3135.0,4.743,57.0,-13.09,ok,7760.0,0.0,74.0,0.0,0.0,587.0,136.0,0.0,0.812,0.188,0.0,74.0,122.0,0.0,33600.0,53600.0,commutative(Mul):1633;fma-fusion:871;commutative(Add):695;reverse-associative(Mul):626;associative(Mul):331;doubling:311;factor:298;reverse-associative(Add):284;halving:247;distribute:245;associative(Add):233;identity(Add):148;constant-fold:135;canonicalize(Sub):72;commutative(Max):72;commutative(Min):51;annihilator:41;canonicalize(Div):32,1007,82,988,980,0.9811320754716981,0.9731876861966237,50,58,0.6097560975609756,0.0080971659919028,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8118948824343015,5.740243902439024,7.713414634146342,0.8768292682926829,1.5018315018315018,0.0,7.509157509157509,10.989010989010989,14.212454212454212
glyph32:U+002A,glyph32,real,32.0,32.0,559.0,334.0,1.674,6187.0,15.0,23.0,0.0,1.0,47.0,1.0,46.0,0.0,0.97,0.0,0.0,0.0,0.0,37.0,Abs:1;Add:45;BitAnd:16;Const:52;Div:14;Dwrt:28;Ge:11;Le:2;Lt:10;Max:14;Min:15;Mul:36;MulAdd:28;Select:15;Sqrt:14;Sub:31;Var:2,559.0,336.0,1345.0,5647.0,4.199,100.0,5000.0,ClassCap,3.0,9690.0,3474.0,4480.0,92.9,352.0,440680.0,345788.0,1.274,3146.0,1409.0,2.233,15.0,4.76,ok,3680.0,2.0,57.0,13.0,101.0,163.0,92.0,0.284,0.458,0.258,15.0,48.0,31.0,18.0,9487.0,28869.0,fma-fusion:1986;commutative(Add):1864;reverse-associative(Add):1167;associative(Add):907;commutative(Mul):801;identity(Add):449;reverse-associative(Mul):435;constant-fold:432;associative(Mul):380;distribute:365;factor:323;annihilator:169;canonicalize(Sub):93;commutative(Min):75;commutative(Max):70;identity(Mul):58;doubling:48;canonicalize(Div):42;inverse-annihilation(Sub):17;halving:7;involution(Sub):1;cancellation(Sub):1,562,30,394,240,0.701067615658363,0.42704626334519574,2,30,0.06666666666666667,0.3908629441624365,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7415730337078652,13.333333333333334,28.839285714285715,1.0476190476190477,1.0059880239520957,0.0,4.491017964071856,6.88622754491018,11.017964071856287
glyph32:U+002B,glyph32,real,32.0,32.0,271.0,149.0,1.819,2731.0,7.0,10.0,0.0,3.0,46.0,1.0,45.0,0.0,0.967,0.0,0.0,0.0,0.0,29.0,Abs:1;Add:21;BitAnd:6;Const:19;Div:6;Dwrt:12;Ge:5;Le:2;Lt:3;Max:6;Min:7;Mul:20;MulAdd:12;Select:7;Sqrt:6;Sub:14;Var:2,247.0,118.0,422.0,2427.0,5.751,100.0,5000.0,ClassCap,4.0,11484.0,1802.0,2053.0,60.5,101.0,201244.0,159834.0,1.259,860.0,308.0,2.792,7.0,-27.01,ok,1072.0,0.0,14.0,8.0,7.0,50.0,49.0,0.066,0.472,0.462,2.0,16.0,4.0,0.0,1538.0,14151.0,fma-fusion:2468;reverse-associative(Add):2285;associative(Add):2033;commutative(Add):1794;identity(Add):671;commutative(Mul):393;constant-fold:362;factor:286;distribute:262;reverse-associative(Mul):245;associative(Mul):208;annihilator:162;doubling:60;canonicalize(Sub):56;commutative(Min):49;commutative(Max):42;inverse-annihilation(Sub):39;identity(Mul):36;canonicalize(Div):24;halving:5;involution(Sub):2;cancellation(Sub):2,181,14,146,92,0.8066298342541437,0.5082872928176796,2,14,0.14285714285714285,0.36986301369863017,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5377358490566038,17.39830508474576,97.32203389830508,0.8559322033898306,0.7919463087248322,0.0,4.697986577181208,6.7114093959731544,7.194630872483222
glyph32:U+002C,glyph32,real,32.0,32.0,854.0,509.0,1.678,14249.0,37.0,55.0,21.0,0.0,63.0,1.0,62.0,0.0,0.978,0.0,0.0,0.0,0.0,37.0,Abs:1;Add:55;BitAnd:18;Const:78;Div:15;Dwrt:30;Ge:24;Gt:14;Le:16;Lt:1;Max:22;Min:16;Mul:52;MulAdd:79;Neg:7;Select:37;Sqrt:22;Sub:20;Var:2,1694.0,763.0,3323.0,56906.0,17.125,100.0,5000.0,ClassCap,2.0,6368.0,3279.0,4675.0,62.6,662.0,971479.0,569652.0,1.705,12804.0,2879.0,4.447,51.0,-13.36,ok,7120.0,0.0,69.0,1.0,12.0,530.0,127.0,0.018,0.792,0.19,1.0,68.0,109.0,0.0,30081.0,49484.0,commutative(Mul):1492;fma-fusion:916;commutative(Add):699;reverse-associative(Mul):601;associative(Mul):345;factor:335;reverse-associative(Add):312;doubling:310;distribute:280;halving:269;associative(Add):268;identity(Add):148;constant-fold:132;canonicalize(Sub):68;commutative(Max):66;commutative(Min):48;annihilator:41;canonicalize(Div):30;identity(Mul):6;involution(Sub):2,933,74,895,876,0.9592711682743837,0.9389067524115756,44,53,0.5945945945945946,0.021229050279329642,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8101644245142003,6.127129750982962,8.346002621231978,0.8676277850589778,1.49901768172888,0.0,7.269155206286837,10.805500982318271,13.988212180746562
glyph32:U+002D,glyph32,real,32.0,32.0,127.0,77.0,1.649,1003.0,3.0,6.0,0.0,1.0,46.0,1.0,45.0,0.0,0.963,0.0,0.0,0.0,0.0,25.0,Abs:1;Add:9;BitAnd:4;Const:15;Div:2;Dwrt:4;Ge:3;Le:2;Lt:1;Max:2;Min:3;Mul:12;MulAdd:4;Select:3;Sqrt:2;Sub:8;Var:2,119.0,70.0,228.0,999.0,4.382,100.0,5000.0,Quiesced,7.0,15196.0,910.0,1034.0,63.9,54.0,90164.0,73434.0,1.228,326.0,150.0,2.173,3.0,-34.21,ok,672.0,0.0,8.0,6.0,7.0,24.0,27.0,0.121,0.414,0.466,2.0,4.0,0.0,0.0,130.0,7687.0,fma-fusion:2744;reverse-associative(Add):2553;associative(Add):2446;commutative(Add):2230;identity(Add):1180;constant-fold:817;commutative(Mul):811;distribute:475;reverse-associative(Mul):457;associative(Mul):416;factor:375;annihilator:306;doubling:111;inverse-annihilation(Sub):93;canonicalize(Sub):56;commutative(Min):39;commutative(Max):26;identity(Mul):26;canonicalize(Div):14;halving:11;involution(Sub):5;cancellation(Sub):5,99,6,56,36,0.5656565656565656,0.36363636363636365,2,6,0.3333333333333333,0.3571428571428571,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5344827586206896,14.771428571428572,217.0857142857143,0.7714285714285715,0.9090909090909091,0.0,3.896103896103896,7.792207792207792,8.727272727272727
glyph32:U+002E,glyph32,real,32.0,32.0,927.0,511.0,1.814,15771.0,41.0,58.0,24.0,2.0,62.0,1.0,61.0,0.0,0.978,0.0,0.0,0.0,0.0,37.0,Abs:1;Add:56;BitAnd:19;Const:58;Div:16;Dwrt:32;Ge:24;Gt:16;Le:18;Max:22;Min:17;Mul:56;MulAdd:86;Neg:5;Select:41;Sqrt:22;Sub:20;Var:2,1855.0,760.0,3385.0,61301.0,18.11,100.0,5000.0,ClassCap,2.0,6420.0,3288.0,4675.0,38.7,664.0,1069056.0,612096.0,1.747,14467.0,2977.0,4.86,53.0,-12.05,ok,7136.0,0.0,72.0,0.0,0.0,532.0,136.0,0.0,0.796,0.204,0.0,72.0,122.0,0.0,33536.0,51840.0,commutative(Mul):1499;fma-fusion:918;commutative(Add):695;reverse-associative(Mul):614;doubling:346;factor:344;associative(Mul):343;reverse-associative(Add):305;distribute:304;halving:276;associative(Add):265;identity(Add):148;constant-fold:101;canonicalize(Sub):72;commutative(Max):66;commutative(Min):51;annihilator:41;canonicalize(Div):32,948,78,980,976,1.0337552742616034,1.029535864978903,50,54,0.6410256410256411,0.004081632653061273,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7964071856287425,6.151315789473684,8.447368421052632,0.8736842105263158,1.487279843444227,0.0,8.023483365949119,11.350293542074365,13.96477495107632
glyph32:U+002F,glyph32,real,32.0,32.0,127.0,76.0,1.671,1003.0,3.0,5.0,0.0,1.0,45.0,1.0,44.0,0.0,0.963,0.0,0.0,0.0,0.0,25.0,Abs:1;Add:9;BitAnd:4;Const:15;Div:2;Dwrt:4;Ge:2;Le:2;Lt:1;Max:2;Min:3;Mul:12;MulAdd:4;Select:3;Sqrt:2;Sub:8;Var:2,127.0,78.0,275.0,1051.0,3.822,100.0,5000.0,ClassCap,5.0,18425.0,2972.0,3444.0,322.7,61.0,90150.0,78458.0,1.149,436.0,214.0,2.037,3.0,-22.18,ok,800.0,0.0,11.0,7.0,15.0,22.0,28.0,0.231,0.338,0.431,4.0,4.0,0.0,0.0,132.0,7887.0,fma-fusion:2794;reverse-associative(Add):2113;associative(Add):1964;commutative(Mul):1784;commutative(Add):1779;reverse-associative(Mul):1502;distribute:1424;associative(Mul):1276;identity(Add):1178;factor:1083;annihilator:575;constant-fold:547;doubling:133;inverse-annihilation(Sub):81;halving:65;canonicalize(Sub):40;commutative(Min):27;commutative(Max):18;identity(Mul):18;cancellation(Sub):11;canonicalize(Div):10;involution(Sub):3,111,6,68,56,0.6126126126126126,0.5045045045045045,4,6,0.6666666666666666,0.17647058823529416,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5692307692307692,44.15384615384615,236.21794871794873,0.782051282051282,1.0263157894736843,0.0,3.9473684210526314,6.578947368421052,10.526315789473685
glyph32:U+0030,glyph32,real,32.0,32.0,2706.0,1560.0,1.735,46809.0,120.0,171.0,69.0,0.0,62.0,1.0,61.0,0.0,0.979,0.0,0.0,0.0,0.0,56.0,Abs:1;Add:173;BitAnd:53;Const:200;Div:50;Dwrt:100;Ge:74;Gt:46;Le:48;Lt:3;Max:73;Min:51;Mul:154;MulAdd:261;Neg:20;Select:120;Sqrt:73;Sub:58;Var:2,5402.0,2355.0,10562.0,180087.0,17.05,100.0,5000.0,ClassCap,1.0,2586.0,2050.0,5000.0,49.2,2371.0,6092250.0,1865132.0,3.266,179713.0,10774.0,16.68,166.0,2.01,ok,23104.0,0.0,250.0,5.0,102.0,1916.0,396.0,0.042,0.794,0.164,28.0,253.0,359.0,0.0,100028.0,162790.0,commutative(Mul):647;commutative(Add):425;factor:307;doubling:234;associative(Add):186;distribute:150;halving:144;canonicalize(Sub):104;commutative(Max):73;associative(Mul):62;commutative(Min):51;canonicalize(Div):50;constant-fold:50;fma-fusion:40;reverse-associative(Add):28;reverse-associative(Mul):21;annihilator:8;identity(Mul):4;identity(Add):2,3286,240,3011,2970,0.9163116250760803,0.9038344491783323,144,165,0.6,0.013616738625041536,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.835956917978459,2.1231422505307855,1.0980891719745223,1.0067940552016985,1.5096153846153846,0.0,7.6923076923076925,10.961538461538462,14.810256410256411
glyph32:U+0031,glyph32,real,32.0,32.0,924.0,531.0,1.74,13797.0,35.0,48.0,15.0,2.0,46.0,1.0,45.0,0.0,0.976,0.0,0.0,0.0,0.0,43.0,Abs:1;Add:65;BitAnd:20;Const:71;Div:19;Dwrt:38;Ge:20;Gt:10;Le:12;Lt:6;Max:24;Min:20;Mul:56;MulAdd:73;Neg:5;Select:35;Sqrt:24;Sub:30;Var:2,1452.0,665.0,2873.0,37346.0,12.999,100.0,5000.0,ClassCap,2.0,6804.0,3068.0,4416.0,38.9,613.0,965067.0,645619.0,1.495,9430.0,2586.0,3.647,45.0,-9.99,ok,6960.0,0.0,69.0,6.0,41.0,428.0,151.0,0.066,0.69,0.244,0.0,63.0,105.0,0.0,28896.0,52393.0,fma-fusion:1274;commutative(Mul):1045;commutative(Add):701;reverse-associative(Mul):599;associative(Add):543;associative(Mul):523;reverse-associative(Add):510;factor:337;distribute:222;halving:207;identity(Add):196;doubling:190;constant-fold:141;canonicalize(Sub):80;commutative(Max):72;commutative(Min):60;annihilator:42;canonicalize(Div):38;identity(Mul):21;cancellation(Sub):2;inverse-annihilation(Sub):1,909,70,893,844,0.9823982398239824,0.9284928492849285,42,55,0.6,0.054871220604703286,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7564516129032258,6.640601503759399,10.23157894736842,0.9218045112781955,1.2523540489642184,0.0,6.5913370998116765,9.03954802259887,13.107344632768362
glyph32:U+0032,glyph32,real,32.0,32.0,2015.0,1178.0,1.711,33995.0,87.0,126.0,48.0,0.0,61.0,1.0,60.0,0.0,0.978,0.0,0.0,0.0,0.0,50.0,Abs:1;Add:133;BitAnd:41;Const:159;Div:38;Dwrt:76;Ge:54;Gt:32;Le:34;Lt:6;Max:54;Min:39;Mul:116;MulAdd:188;Neg:16;Select:87;Sqrt:54;Sub:48;Var:2,3891.0,1726.0,7641.0,127793.0,16.725,100.0,5000.0,ClassCap,1.0,3078.0,2357.0,4945.0,32.6,1730.0,4013667.0,1375963.0,2.917,98305.0,7747.0,12.689,119.0,1.39,ok,17744.0,0.0,204.0,5.0,129.0,1367.0,295.0,0.072,0.763,0.165,41.0,225.0,260.0,0.0,73801.0,119393.0,commutative(Mul):465;associative(Mul):374;commutative(Add):315;doubling:295;fma-fusion:291;factor:238;reverse-associative(Add):217;halving:177;associative(Add):173;reverse-associative(Mul):147;distribute:111;canonicalize(Sub):80;commutative(Max):54;constant-fold:43;commutative(Min):39;canonicalize(Div):38;annihilator:9;identity(Add):6;identity(Mul):6,2456,174,2156,2112,0.8778501628664495,0.8599348534201955,104,126,0.5977011494252874,0.020408163265306145,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.835287548855388,2.8650057937427578,1.783314020857474,1.0023174971031286,1.465195246179966,0.0,7.385398981324278,10.69609507640068,15.062818336162987
glyph32:U+0033,glyph32,real,32.0,32.0,3469.0,2024.0,1.714,60487.0,155.0,222.0,90.0,0.0,62.0,1.0,61.0,0.0,0.979,0.0,0.0,0.0,0.0,63.0,Abs:1;Add:225;BitAnd:67;Const:271;Div:64;Dwrt:128;Ge:96;Gt:60;Le:62;Lt:4;Max:94;Min:65;Mul:196;MulAdd:338;Neg:30;Select:155;Sqrt:94;Sub:72;Var:2,6993.0,3060.0,13651.0,236247.0,17.306,100.0,5000.0,ClassCap,1.0,1948.0,1791.0,5000.0,28.0,2959.0,7440499.0,2599621.0,2.862,150291.0,13415.0,11.203,215.0,-1.73,ok,29024.0,0.0,314.0,3.0,84.0,2357.0,560.0,0.028,0.785,0.187,31.0,311.0,468.0,0.0,129791.0,218868.0,commutative(Mul):843;commutative(Add):549;canonicalize(Sub):132;commutative(Max):94;constant-fold:71;commutative(Min):65;canonicalize(Div):64;distribute:59;factor:12;doubling:11;fma-fusion:10;annihilator:9;halving:8;associative(Add):8;associative(Mul):3;reverse-associative(Add):3;reverse-associative(Mul):3;identity(Add):2;identity(Mul):2,4158,310,4194,4164,1.0086580086580086,1.0014430014430014,190,220,0.6129032258064516,0.007153075822603716,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8133955348217261,1.6339869281045751,0.6366013071895424,0.9669934640522876,1.5118577075098814,0.0,7.658102766798419,10.968379446640316,14.339920948616601
glyph32:U+0034,glyph32,real,32.0,32.0,997.0,572.0,1.743,15319.0,39.0,55.0,18.0,1.0,46.0,1.0,45.0,0.0,0.976,0.0,0.0,0.0,0.0,37.0,Abs:1;Add:69;BitAnd:22;Const:73;Div:20;Dwrt:40;Ge:23;Gt:12;Le:14;Lt:6;Max:26;Min:21;Mul:60;MulAdd:82;Neg:6;Select:39;Sqrt:26;Sub:30;Var:2,1637.0,730.0,3162.0,44945.0,14.214,100.0,5000.0,ClassCap,2.0,6676.0,3187.0,4552.0,62.3,661.0,1056728.0,689379.0,1.533,11036.0,2791.0,3.954,51.0,-11.73,ok,7376.0,0.0,74.0,3.0,20.0,489.0,159.0,0.03,0.732,0.238,0.0,71.0,116.0,0.0,31968.0,56372.0,commutative(Mul):1219;fma-fusion:1104;commutative(Add):745;reverse-associative(Mul):576;associative(Mul):422;reverse-associative(Add):415;associative(Add):410;factor:379;halving:260;distribute:247;doubling:232;identity(Add):196;constant-fold:140;canonicalize(Sub):84;commutative(Max):78;commutative(Min):63;annihilator:42;canonicalize(Div):40;identity(Mul):21;cancellation(Sub):2;inverse-annihilation(Sub):1,975,78,976,928,1.001025641025641,0.9517948717948718,46,60,0.5897435897435898,0.049180327868852514,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7619760479041916,6.235616438356164,9.145205479452056,0.9054794520547945,1.2762237762237763,0.0,6.818181818181818,9.615384615384615,12.895104895104895
glyph32:U+0035,glyph32,real,32.0,32.0,2306.0,1338.0,1.723,39425.0,101.0,145.0,57.0,1.0,62.0,1.0,61.0,0.0,0.978,0.0,0.0,0.0,0.0,53.0,Abs:1;Add:150;BitAnd:46;Const:178;Div:43;Dwrt:86;Ge:63;Gt:38;Le:40;Lt:4;Max:61;Min:44;Mul:132;MulAdd:218;Neg:18;Select:101;Sqrt:61;Sub:52;Var:2,4546.0,1988.0,8826.0,151538.0,17.169,100.0,5000.0,ClassCap,1.0,2926.0,2243.0,4981.0,33.3,2013.0,5161647.0,1571472.0,3.285,153907.0,9041.0,17.023,137.0,2.44,ok,20160.0,0.0,225.0,5.0,123.0,1611.0,335.0,0.059,0.779,0.162,38.0,236.0,303.0,0.0,85158.0,137435.0,commutative(Mul):539;commutative(Add):365;doubling:338;factor:278;associative(Mul):241;halving:208;associative(Add):194;fma-fusion:150;distribute:127;reverse-associative(Add):110;canonicalize(Sub):90;reverse-associative(Mul):75;commutative(Max):61;constant-fold:48;commutative(Min):44;canonicalize(Div):43;annihilator:9;identity(Mul):4;identity(Add):2,2820,200,2502,2462,0.8872340425531915,0.8730496453900709,122,144,0.61,0.015987210231814597,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8380860318994683,2.505533199195171,1.471830985915493,1.0125754527162978,1.4857997010463377,0.0,7.548579970104634,10.837070254110612,15.067264573991032
glyph32:U+0036,glyph32,real,32.0,32.0,3947.0,2284.0,1.728,69776.0,178.0,253.0,105.0,0.0,62.0,1.0,61.0,0.0,0.979,0.0,0.0,0.0,0.0,66.0,Abs:1;Add:252;BitAnd:75;Const:295;Div:73;Dwrt:144;Ge:109;Gt:70;Le:73;Lt:1;Max:107;Min:73;Mul:223;MulAdd:390;Neg:33;Select:178;Sqrt:107;Sub:78;Var:2,8067.0,3504.0,15754.0,273166.0,17.339,100.0,5000.0,ClassCap,1.0,1387.0,1337.0,5000.0,28.6,3416.0,201695880.0,15379117.0,13.115,246069.0,15269.0,16.116,248.0,-3.08,ok,35168.0,276.0,38.0,13.0,79.0,7.0,3367.0,0.023,0.002,0.975,23.0,2.0,755.0,1897.0,193367.0,862255.0,commutative(Add):628;commutative(Mul):360;canonicalize(Sub):148;constant-fold:76;canonicalize(Div):74;commutative(Min):73;commutative(Max):23;identity(Mul):3;identity(Add):2,6896,496,17358,14022,2.5171113689095126,2.0333526682134573,140,278,0.28225806451612906,0.19218804009678536,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.024905878945844194,1.4269406392694064,0.3958333333333333,0.9748858447488584,1.5341506129597198,0.0,7.793345008756567,11.07705779334501,15.39754816112084
glyph32:U+0037,glyph32,real,32.0,32.0,199.0,118.0,1.686,1867.0,5.0,9.0,0.0,0.0,45.0,1.0,44.0,0.0,0.966,0.0,0.0,0.0,0.0,27.0,Abs:1;Add:15;BitAnd:7;Const:18;Div:4;Dwrt:8;Ge:4;Le:2;Lt:3;Max:4;Min:5;Mul:16;MulAdd:8;Select:5;Sqrt:4;Sub:12;Var:2,191.0,112.0,413.0,1765.0,4.274,100.0,5000.0,ClassCap,4.0,12411.0,2394.0,2791.0,152.1,106.0,145520.0,127430.0,1.142,750.0,361.0,2.078,5.0,-12.59,ok,1248.0,0.0,19.0,10.0,25.0,47.0,40.0,0.223,0.42,0.357,6.0,11.0,3.0,0.0,1126.0,11769.0,fma-fusion:2328;reverse-associative(Add):1869;associative(Add):1727;commutative(Add):1435;reverse-associative(Mul):803;commutative(Mul):728;identity(Add):718;distribute:688;factor:597;associative(Mul):582;constant-fold:354;annihilator:258;doubling:85;canonicalize(Sub):48;inverse-annihilation(Sub):44;commutative(Min):35;halving:33;commutative(Max):28;identity(Mul):25;canonicalize(Div):16;cancellation(Sub):8;involution(Sub):2,184,10,120,90,0.6521739130434783,0.4891304347826087,4,10,0.4,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6428571428571429,24.919642857142858,110.8125,0.9464285714285714,0.9491525423728814,0.0,4.237288135593221,7.627118644067797,10.576271186440678
glyph32:U+0038,glyph32,real,32.0,32.0,4742.0,2710.0,1.75,84161.0,216.0,303.0,129.0,2.0,63.0,1.0,62.0,0.0,0.979,0.0,0.0,0.0,0.0,72.0,Abs:1;Add:297;BitAnd:89;Const:340;Div:86;Dwrt:172;Ge:129;Gt:86;Le:88;Max:127;Min:87;Mul:266;MulAdd:471;Neg:36;Select:216;Sqrt:127;Sub:90;Var:2,9774.0,4167.0,18766.0,332723.0,17.73,100.0,5000.0,ClassCap,1.0,581.0,580.0,5000.0,36.4,4126.0,245930420.0,18745972.0,13.119,299657.0,18500.0,16.198,298.0,-1.42,ok,41584.0,330.0,38.0,13.0,73.0,7.0,4083.0,0.018,0.002,0.981,23.0,2.0,897.0,2259.0,229719.0,1045545.0,commutative(Add):239;canonicalize(Sub):176;canonicalize(Div):86;constant-fold:78;identity(Add):2,8322,596,21154,16290,2.5419370343667387,1.9574621485219899,154,324,0.25838926174496646,0.22993287321546751,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.01921691088157579,1.1999040076793857,0.13942884569234462,0.990160787137029,1.5376383763837638,0.0,7.970479704797048,11.180811808118081,15.344649446494465
glyph32:U+0039,glyph32,real,32.0,32.0,4015.0,2331.0,1.722,70915.0,182.0,258.0,108.0,0.0,62.0,1.0,61.0,0.0,0.979,0.0,0.0,0.0,0.0,66.0,Abs:1;Add:258;BitAnd:76;Const:305;Div:73;Dwrt:146;Ge:111;Gt:72;Le:74;Lt:1;Max:109;Min:74;Mul:226;MulAdd:398;Neg:36;Select:182;Sqrt:109;Sub:78;Var:2,8267.0,3595.0,16134.0,283354.0,17.563,100.0,5000.0,ClassCap,1.0,1260.0,1226.0,5000.0,37.0,3521.0,209370440.0,15846044.0,13.213,255197.0,15708.0,16.246,254.0,-2.64,ok,36160.0,285.0,39.0,13.0,80.0,7.0,3474.0,0.022,0.002,0.976,24.0,2.0,777.0,1928.0,199000.0,889648.0,commutative(Add):644;commutative(Mul):245;canonicalize(Sub):150;constant-fold:80;canonicalize(Div):73;commutative(Min):66;identity(Add):2,7113,508,18006,14810,2.5314213412062423,2.0821031913398005,144,292,0.28346456692913385,0.17749639009219154,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.02443133951137321,1.3908205841446453,0.35048678720445064,0.9794158553546592,1.5422565422565422,0.0,7.807807807807808,11.068211068211069,15.512655512655513
glyph32:U+003A,glyph32,real,32.0,32.0,1799.0,991.0,1.815,31403.0,81.0,113.0,48.0,3.0,62.0,1.0,61.0,0.0,0.978,0.0,0.0,0.0,0.0,45.0,Abs:1;Add:109;BitAnd:35;Const:108;Div:32;Dwrt:64;Ge:47;Gt:32;Le:34;Max:45;Min:33;Mul:104;MulAdd:173;Neg:10;Select:81;Sqrt:45;Sub:36;Var:2,3655.0,1498.0,6760.0,122317.0,18.094,100.0,5000.0,ClassCap,1.0,3374.0,2481.0,4854.0,40.4,1438.0,3248990.0,1215062.0,2.674,81751.0,6620.0,12.349,107.0,-2.07,ok,15648.0,2.0,166.0,1.0,55.0,1157.0,256.0,0.037,0.788,0.174,22.0,194.0,242.0,0.0,68182.0,102615.0,fma-fusion:612;commutative(Mul):415;associative(Mul):333;reverse-associative(Mul):299;doubling:294;reverse-associative(Add):284;commutative(Add):279;factor:231;halving:170;associative(Add):139;distribute:104;canonicalize(Sub):68;commutative(Max):45;commutative(Min):33;canonicalize(Div):32;constant-fold:26;annihilator:8;identity(Add):2,2034,156,1964,1956,0.9655850540806293,0.9616519174041298,98,106,0.6282051282051282,0.004073319755600768,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8256130790190735,3.2403204272363153,2.2523364485981308,0.9599465954606141,1.5116044399596367,0.0,8.173562058526741,11.402623612512613,15.790110998990919
glyph32:U+003B,glyph32,real,32.0,32.0,1726.0,983.0,1.756,29881.0,77.0,109.0,45.0,2.0,63.0,1.0,62.0,0.0,0.979,0.0,0.0,0.0,0.0,45.0,Abs:1;Add:108;BitAnd:34;Const:126;Div:31;Dwrt:62;Ge:46;Gt:30;Le:32;Lt:1;Max:44;Min:32;Mul:100;MulAdd:165;Neg:12;Select:77;Sqrt:44;Sub:36;Var:2,3494.0,1484.0,6605.0,117922.0,17.853,100.0,5000.0,ClassCap,1.0,3371.0,2490.0,4855.0,23.5,1422.0,3083989.0,1170461.0,2.635,77082.0,6442.0,11.966,103.0,-2.47,ok,14656.0,0.0,165.0,2.0,71.0,1138.0,247.0,0.049,0.782,0.17,26.0,182.0,229.0,0.0,64474.0,99719.0,fma-fusion:640;commutative(Mul):408;associative(Mul):329;reverse-associative(Mul):314;reverse-associative(Add):290;doubling:279;commutative(Add):274;factor:218;halving:162;associative(Add):142;distribute:99;canonicalize(Sub):66;commutative(Max):44;commutative(Min):32;canonicalize(Div):31;constant-fold:31;annihilator:8;identity(Add):2;identity(Mul):2,2007,150,1877,1854,0.935226706527155,0.9237668161434978,92,105,0.6133333333333333,0.012253596164091607,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8303571428571429,3.2715633423180592,2.2715633423180592,0.9582210242587601,1.5096642929806714,0.0,7.8331637843336726,11.088504577822992,14.909460834181079
