name,category,rule_order,node_count,max_classes,stop,hit_class_cap,live_before,closure_unions,live_after,reduction_frac,cost_before,cost_after,cost_change_frac,would_avoid_cap
synth_d5_s9,synthetic,production,52,5000,Quiesced,false,32,0,32,0.000000,631,631,0.000000,false
synth_d5_s10,synthetic,production,40,2000,Quiesced,false,46,0,46,0.000000,336,336,0.000000,false
synth_d5_s11,synthetic,production,81,5000,ClassCap,true,363,0,363,0.000000,851,851,0.000000,true
synth_d5_s12,synthetic,production,50,2000,Quiesced,false,78,0,78,0.000000,820,820,0.000000,false
synth_d5_s13,synthetic,production,21,2000,Quiesced,false,9,0,9,0.000000,133,133,0.000000,false
synth_d5_s14,synthetic,production,34,2000,Quiesced,false,25,0,25,0.000000,442,442,0.000000,false
synth_d5_s15,synthetic,production,114,5000,Quiesced,false,99,0,99,0.000000,1740,1740,0.000000,false
synth_d5_s16,synthetic,production,25,2000,Quiesced,false,19,0,19,0.000000,391,391,0.000000,false
synth_d5_s17,synthetic,production,43,2000,Quiesced,false,32,0,32,0.000000,443,443,0.000000,false
synth_d5_s18,synthetic,production,49,2000,Quiesced,false,40,0,40,0.000000,386,386,0.000000,false
synth_d5_s19,synthetic,production,22,2000,Quiesced,false,20,0,20,0.000000,211,211,0.000000,false
synth_d5_s20,synthetic,production,48,2000,Quiesced,false,50,0,50,0.000000,394,394,0.000000,false
synth_d5_s21,synthetic,production,42,2000,Quiesced,false,31,0,31,0.000000,679,679,0.000000,false
synth_d5_s22,synthetic,production,56,5000,Quiesced,false,47,0,47,0.000000,915,915,0.000000,false
synth_d5_s23,synthetic,production,63,5000,Quiesced,false,44,0,44,0.000000,759,759,0.000000,false
synth_d5_s24,synthetic,production,49,2000,Quiesced,false,61,0,61,0.000000,823,823,0.000000,false
synth_d5_s25,synthetic,production,22,2000,Quiesced,false,17,0,17,0.000000,237,237,0.000000,false
synth_d5_s26,synthetic,production,44,2000,Quiesced,false,40,0,40,0.000000,793,793,0.000000,false
synth_d5_s27,synthetic,production,27,2000,Quiesced,false,23,0,23,0.000000,356,356,0.000000,false
synth_d5_s28,synthetic,production,61,5000,Quiesced,false,48,0,48,0.000000,679,679,0.000000,false
synth_d5_s29,synthetic,production,69,5000,Quiesced,false,59,0,59,0.000000,1140,1140,0.000000,false
synth_d5_s30,synthetic,production,34,2000,Quiesced,false,27,0,27,0.000000,471,471,0.000000,false
synth_d5_s31,synthetic,production,56,5000,Quiesced,false,59,0,59,0.000000,588,588,0.000000,false
synth_d5_s32,synthetic,production,109,5000,Quiesced,false,97,0,97,0.000000,1153,1153,0.000000,false
synth_d5_s33,synthetic,production,42,2000,Quiesced,false,36,0,36,0.000000,420,420,0.000000,false
synth_d5_s34,synthetic,production,64,5000,Quiesced,false,67,0,67,0.000000,685,685,0.000000,false
synth_d5_s35,synthetic,production,74,5000,Quiesced,false,68,0,68,0.000000,889,889,0.000000,false
synth_d5_s36,synthetic,production,21,2000,Quiesced,false,16,0,16,0.000000,445,445,0.000000,false
synth_d5_s37,synthetic,production,74,5000,Quiesced,false,99,0,99,0.000000,1147,1147,0.000000,false
synth_d5_s38,synthetic,production,38,2000,Quiesced,false,29,0,29,0.000000,824,824,0.000000,false
synth_d5_s39,synthetic,production,28,2000,Quiesced,false,21,0,21,0.000000,591,591,0.000000,false
synth_d7_s0,synthetic,production,53,5000,Quiesced,false,51,0,51,0.000000,724,724,0.000000,false
synth_d7_s1,synthetic,production,166,5000,Quiesced,false,140,1,139,0.007143,2583,2514,-0.026713,false
synth_d7_s2,synthetic,production,6,500,Quiesced,false,6,0,6,0.000000,94,94,0.000000,false
synth_d7_s3,synthetic,production,186,5000,Quiesced,false,186,0,186,0.000000,2198,2198,0.000000,false
synth_d7_s4,synthetic,production,98,5000,Quiesced,false,111,0,111,0.000000,1419,1419,0.000000,false
synth_d7_s5,synthetic,production,54,5000,Quiesced,false,66,0,66,0.000000,652,652,0.000000,false
synth_d7_s6,synthetic,production,95,5000,Quiesced,false,99,0,99,0.000000,1454,1454,0.000000,false
synth_d7_s7,synthetic,production,85,5000,Quiesced,false,138,0,138,0.000000,802,802,0.000000,false
synth_d7_s8,synthetic,production,122,5000,ClassCap,true,422,0,422,0.000000,1387,1387,0.000000,true
synth_d7_s9,synthetic,production,14,2000,Quiesced,false,10,0,10,0.000000,147,147,0.000000,false
synth_d7_s10,synthetic,production,58,5000,Quiesced,false,43,0,43,0.000000,413,413,0.000000,false
synth_d7_s11,synthetic,production,73,5000,ClassCap,true,483,0,483,0.000000,970,970,0.000000,true
synth_d7_s12,synthetic,production,93,5000,ClassCap,true,340,0,340,0.000000,1112,1112,0.000000,true
synth_d7_s13,synthetic,production,217,5000,ClassCap,true,878,7,871,0.007973,2386,2386,0.000000,true
synth_d7_s14,synthetic,production,72,5000,ClassCap,true,414,1,413,0.002415,680,680,0.000000,true
synth_d7_s15,synthetic,production,56,5000,Quiesced,false,45,0,45,0.000000,709,709,0.000000,false
synth_d7_s16,synthetic,production,36,2000,Quiesced,false,26,0,26,0.000000,249,249,0.000000,false
synth_d7_s17,synthetic,production,137,5000,ClassCap,true,319,0,319,0.000000,1803,1803,0.000000,true
synth_d7_s18,synthetic,production,203,5000,Quiesced,false,436,1,435,0.002294,2943,2809,-0.045532,false
synth_d7_s19,synthetic,production,105,5000,ClassCap,true,327,0,327,0.000000,1931,1931,0.000000,true
synth_d7_s20,synthetic,production,106,5000,Quiesced,false,103,0,103,0.000000,1440,1440,0.000000,false
synth_d7_s21,synthetic,production,81,5000,Quiesced,false,59,0,59,0.000000,612,612,0.000000,false
synth_d7_s22,synthetic,production,45,2000,Quiesced,false,55,0,55,0.000000,608,608,0.000000,false
synth_d7_s23,synthetic,production,122,5000,ClassCap,true,492,0,492,0.000000,2351,2351,0.000000,true
synth_d7_s24,synthetic,production,62,5000,Quiesced,false,48,0,48,0.000000,674,674,0.000000,false
synth_d7_s25,synthetic,production,14,2000,Quiesced,false,14,0,14,0.000000,123,123,0.000000,false
synth_d7_s26,synthetic,production,123,5000,ClassCap,true,994,0,994,0.000000,1786,1786,0.000000,true
synth_d7_s27,synthetic,production,55,5000,Quiesced,false,42,0,42,0.000000,762,762,0.000000,false
synth_d7_s28,synthetic,production,146,5000,ClassCap,true,410,1,409,0.002439,2311,2311,0.000000,true
synth_d7_s29,synthetic,production,99,5000,Quiesced,false,113,0,113,0.000000,1438,1438,0.000000,false
synth_d7_s30,synthetic,production,83,5000,Quiesced,false,70,0,70,0.000000,1351,1351,0.000000,false
synth_d7_s31,synthetic,production,135,5000,ClassCap,true,740,0,740,0.000000,1582,1582,0.000000,true
synth_d7_s32,synthetic,production,144,5000,Quiesced,false,136,0,136,0.000000,2026,2026,0.000000,false
synth_d7_s33,synthetic,production,46,2000,Quiesced,false,40,0,40,0.000000,512,512,0.000000,false
synth_d7_s34,synthetic,production,37,2000,Quiesced,false,34,0,34,0.000000,503,503,0.000000,false
synth_d7_s35,synthetic,production,139,5000,Quiesced,false,186,0,186,0.000000,1832,1832,0.000000,false
synth_d7_s36,synthetic,production,72,5000,Quiesced,false,75,0,75,0.000000,729,729,0.000000,false
synth_d7_s37,synthetic,production,143,5000,Quiesced,false,108,0,108,0.000000,2441,2441,0.000000,false
synth_d7_s38,synthetic,production,132,5000,Quiesced,false,137,1,136,0.007299,1410,1395,-0.010638,false
synth_d7_s39,synthetic,production,43,2000,Quiesced,false,55,0,55,0.000000,659,659,0.000000,false
synth_d9_s0,synthetic,production,318,5000,ClassCap,true,867,1,866,0.001153,4257,4257,0.000000,true
synth_d9_s1,synthetic,production,83,5000,Quiesced,false,67,0,67,0.000000,1235,1235,0.000000,false
synth_d9_s2,synthetic,production,84,5000,Quiesced,false,69,0,69,0.000000,1055,1055,0.000000,false
synth_d9_s3,synthetic,production,300,5000,Quiesced,false,361,0,361,0.000000,4198,4198,0.000000,false
synth_d9_s4,synthetic,production,47,2000,Quiesced,false,35,0,35,0.000000,668,668,0.000000,false
synth_d9_s5,synthetic,production,213,5000,Quiesced,false,169,0,169,0.000000,3551,3551,0.000000,false
synth_d9_s6,synthetic,production,156,5000,Quiesced,false,121,0,121,0.000000,2039,2039,0.000000,false
synth_d9_s7,synthetic,production,24,2000,Quiesced,false,19,0,19,0.000000,459,459,0.000000,false
synth_d9_s8,synthetic,production,188,5000,ClassCap,true,1088,0,1088,0.000000,1946,1946,0.000000,true
synth_d9_s9,synthetic,production,41,2000,Quiesced,false,38,0,38,0.000000,253,253,0.000000,false
synth_d9_s10,synthetic,production,184,5000,Quiesced,false,202,0,202,0.000000,2381,2381,0.000000,false
synth_d9_s11,synthetic,production,38,2000,Quiesced,false,28,0,28,0.000000,317,317,0.000000,false
synth_d9_s12,synthetic,production,104,5000,Quiesced,false,91,1,90,0.010989,1577,1577,0.000000,false
synth_d9_s13,synthetic,production,297,5000,ClassCap,true,723,0,723,0.000000,4618,4618,0.000000,true
synth_d9_s14,synthetic,production,69,5000,Quiesced,false,50,0,50,0.000000,1053,1053,0.000000,false
synth_d9_s15,synthetic,production,151,5000,Quiesced,false,135,5,130,0.037037,1954,1954,0.000000,false
synth_d9_s16,synthetic,production,111,5000,Quiesced,false,103,0,103,0.000000,1304,1304,0.000000,false
synth_d9_s17,synthetic,production,15,2000,Quiesced,false,9,0,9,0.000000,162,162,0.000000,false
synth_d9_s18,synthetic,production,15,2000,Quiesced,false,10,0,10,0.000000,282,282,0.000000,false
synth_d9_s19,synthetic,production,109,5000,Quiesced,false,123,0,123,0.000000,1928,1928,0.000000,false
synth_d9_s20,synthetic,production,147,5000,Quiesced,false,113,0,113,0.000000,2004,2004,0.000000,false
synth_d9_s21,synthetic,production,106,5000,Quiesced,false,79,0,79,0.000000,1718,1718,0.000000,false
synth_d9_s22,synthetic,production,101,5000,Quiesced,false,103,0,103,0.000000,1133,1133,0.000000,false
synth_d9_s23,synthetic,production,51,5000,Quiesced,false,34,0,34,0.000000,442,442,0.000000,false
synth_d9_s24,synthetic,production,206,5000,ClassCap,true,489,0,489,0.000000,3157,3157,0.000000,true
synth_d9_s25,synthetic,production,764,5000,ClassCap,true,1091,4,1087,0.003666,10496,10300,-0.018674,true
synth_d9_s26,synthetic,production,73,5000,Quiesced,false,84,0,84,0.000000,1010,1010,0.000000,false
synth_d9_s27,synthetic,production,113,5000,Quiesced,false,103,0,103,0.000000,1158,1158,0.000000,false
synth_d9_s28,synthetic,production,15,2000,Quiesced,false,10,0,10,0.000000,96,96,0.000000,false
synth_d9_s29,synthetic,production,371,5000,ClassCap,true,1088,22,1066,0.020221,4999,4866,-0.026605,true
synth_d9_s30,synthetic,production,111,5000,Quiesced,false,90,0,90,0.000000,1957,1957,0.000000,false
synth_d9_s31,synthetic,production,120,5000,Quiesced,false,88,0,88,0.000000,1575,1575,0.000000,false
synth_d9_s32,synthetic,production,318,5000,ClassCap,true,818,4,814,0.004890,4175,4175,0.000000,true
synth_d9_s33,synthetic,production,77,5000,Quiesced,false,56,0,56,0.000000,1434,1434,0.000000,false
synth_d9_s34,synthetic,production,103,5000,Quiesced,false,114,0,114,0.000000,1521,1521,0.000000,false
synth_d9_s35,synthetic,production,267,5000,Quiesced,false,292,0,292,0.000000,3098,3098,0.000000,false
synth_d9_s36,synthetic,production,156,5000,Quiesced,false,219,0,219,0.000000,1142,1142,0.000000,false
synth_d9_s37,synthetic,production,176,5000,Quiesced,false,181,0,181,0.000000,2419,2419,0.000000,false
synth_d9_s38,synthetic,production,104,5000,Quiesced,false,78,0,78,0.000000,1622,1622,0.000000,false
synth_d9_s39,synthetic,production,179,5000,Quiesced,false,135,0,135,0.000000,2296,2296,0.000000,false
synth_d11_s0,synthetic,production,279,5000,Quiesced,false,234,0,234,0.000000,4028,4028,0.000000,false
synth_d11_s1,synthetic,production,206,5000,ClassCap,true,660,0,660,0.000000,2962,2962,0.000000,true
synth_d11_s2,synthetic,production,19,2000,Quiesced,false,12,0,12,0.000000,147,147,0.000000,false
synth_d11_s3,synthetic,production,835,5000,ClassCap,true,1217,23,1194,0.018899,11719,11438,-0.023978,true
synth_d11_s4,synthetic,production,89,5000,Quiesced,false,89,0,89,0.000000,1665,1665,0.000000,false
synth_d11_s5,synthetic,production,456,5000,ClassCap,true,973,1,972,0.001028,6816,6816,0.000000,true
synth_d11_s6,synthetic,production,95,5000,Quiesced,false,75,0,75,0.000000,1754,1754,0.000000,false
synth_d11_s7,synthetic,production,454,5000,ClassCap,true,624,2,622,0.003205,7254,7239,-0.002068,true
synth_d11_s8,synthetic,production,372,5000,ClassCap,true,817,5,812,0.006120,4916,4916,0.000000,true
synth_d11_s9,synthetic,production,21,2000,Quiesced,false,18,0,18,0.000000,372,372,0.000000,false
synth_d11_s10,synthetic,production,22,2000,Quiesced,false,20,0,20,0.000000,345,345,0.000000,false
synth_d11_s11,synthetic,production,89,5000,Quiesced,false,72,1,71,0.013889,1338,1338,0.000000,false
synth_d11_s12,synthetic,production,329,5000,ClassCap,true,483,1,482,0.002070,5020,4892,-0.025498,true
synth_d11_s13,synthetic,production,25,2000,Quiesced,false,25,0,25,0.000000,195,195,0.000000,false
synth_d11_s14,synthetic,production,636,5000,ClassCap,true,1219,20,1199,0.016407,7675,7541,-0.017459,true
synth_d11_s15,synthetic,production,181,5000,ClassCap,true,749,1,748,0.001335,2975,2975,0.000000,true
synth_d11_s16,synthetic,production,135,5000,ClassCap,true,743,0,743,0.000000,1729,1729,0.000000,true
synth_d11_s17,synthetic,production,142,5000,Quiesced,false,122,0,122,0.000000,2177,2177,0.000000,false
synth_d11_s18,synthetic,production,221,5000,ClassCap,true,363,0,363,0.000000,2144,2144,0.000000,true
synth_d11_s19,synthetic,production,202,5000,Quiesced,false,191,0,191,0.000000,2353,2353,0.000000,false
synth_d11_s20,synthetic,production,252,5000,ClassCap,true,1173,19,1154,0.016198,3283,3283,0.000000,true
synth_d11_s21,synthetic,production,80,5000,Quiesced,false,52,0,52,0.000000,905,905,0.000000,false
synth_d11_s22,synthetic,production,366,5000,Quiesced,false,472,1,471,0.002119,5564,5564,0.000000,false
synth_d11_s23,synthetic,production,221,5000,ClassCap,true,976,2,974,0.002049,2569,2569,0.000000,true
synth_d11_s24,synthetic,production,495,5000,ClassCap,true,958,35,923,0.036534,7514,7499,-0.001996,true
synth_d11_s25,synthetic,production,86,5000,Quiesced,false,64,0,64,0.000000,1074,1074,0.000000,false
synth_d11_s26,synthetic,production,285,5000,Quiesced,false,299,0,299,0.000000,3607,3607,0.000000,false
synth_d11_s27,synthetic,production,289,5000,ClassCap,true,420,1,419,0.002381,4665,4665,0.000000,true
synth_d11_s28,synthetic,production,114,5000,Quiesced,false,84,0,84,0.000000,1419,1419,0.000000,false
synth_d11_s29,synthetic,production,808,5000,ClassCap,true,952,2,950,0.002101,10296,10280,-0.001554,true
synth_d11_s30,synthetic,production,23,2000,Quiesced,false,25,0,25,0.000000,201,201,0.000000,false
synth_d11_s31,synthetic,production,279,5000,ClassCap,true,924,30,894,0.032468,3763,3763,0.000000,true
synth_d11_s32,synthetic,production,414,5000,ClassCap,true,629,0,629,0.000000,5595,5595,0.000000,true
synth_d11_s33,synthetic,production,194,5000,Quiesced,false,216,1,215,0.004630,2827,2705,-0.043155,false
synth_d11_s34,synthetic,production,265,5000,ClassCap,true,654,1,653,0.001529,3781,3781,0.000000,true
synth_d11_s35,synthetic,production,238,5000,Quiesced,false,184,0,184,0.000000,2921,2921,0.000000,false
synth_d11_s36,synthetic,production,24,2000,Quiesced,false,15,0,15,0.000000,303,303,0.000000,false
synth_d11_s37,synthetic,production,216,5000,ClassCap,true,864,22,842,0.025463,3496,3496,0.000000,true
synth_d11_s38,synthetic,production,230,5000,Quiesced,false,260,1,259,0.003846,3418,3296,-0.035693,false
synth_d11_s39,synthetic,production,475,5000,ClassCap,true,813,8,805,0.009840,6791,6522,-0.039611,true
cellgrid:80x24_d1 [production],cellgrid,production,623,5000,ClassCap,true,1260,7,1253,0.005556,427,427,0.000000,true
cellgrid:80x24_d1 [numeric-first],cellgrid,numeric-first,623,5000,ClassCap,true,1083,3,1080,0.002770,427,427,0.000000,true
shader:cosine_palette [production],shader,production,40,2000,ClassCap,true,474,0,474,0.000000,296,296,0.000000,true
shader:cosine_palette [numeric-first],shader,numeric-first,40,2000,ClassCap,true,434,1,433,0.002304,296,296,0.000000,true
psychedelic [production],psychedelic,production,102,5000,ClassCap,true,946,8,938,0.008457,766,766,0.000000,true
psychedelic [numeric-first],psychedelic,numeric-first,102,5000,ClassCap,true,1267,43,1224,0.033938,800,800,0.000000,true
glyph16:U+0041 [production],glyph,production,1605,5000,ClassCap,true,1340,0,1340,0.000000,2672,2672,0.000000,true
glyph16:U+0041 [numeric-first],glyph,numeric-first,1605,5000,ClassCap,true,1511,116,1395,0.076770,2642,2642,0.000000,true
