name,category,node_count,classes,reachable_classes,tree_dag,tree_tree,sharing_dag,sharing_tree,chosen_dag,sharing_changed_term,sharing_gain,dag_delta_pct,treeopt_dag,exact_status,exact_dag,gap_closed_frac,tree_arm_ns,scoped_ns
glyph32:U+007B,glyph,4598,4984,2694,8205,53436,8288,82269,8205,true,0,0.0000,8169,UNSOLVED,8169,NaN,1703208,3805750
glyph32:U+007C,glyph,119,1043,111,133,232,133,232,133,true,0,0.0000,133,OPTIMAL,133,NaN,119042,253750
glyph32:U+007D,glyph,4598,4983,2688,8215,53436,8290,81947,8215,true,0,0.0000,8175,UNSOLVED,8175,NaN,1729417,3865500
glyph32:U+007E,glyph,5093,4996,2812,9370,67223,9285,98045,9285,true,85,-0.9072,9338,UNSOLVED,9285,NaN,1748459,3897292
psychedelic,psychedelic,102,4845,940,766,4059,1232,8275,766,true,0,0.0000,766,UNSOLVED,766,NaN,989125,2216584
shader:cosine_palette,shader,40,1767,474,296,406,296,406,296,true,0,0.0000,296,UNSOLVED,296,NaN,377292,836250
shader:domain_warp_fbm,shader,84,4592,1248,444,2206,458,6992,444,true,0,0.0000,444,UNSOLVED,444,NaN,1039583,2502542
shader:gyroid_slice,shader,44,779,104,938,1007,938,1007,938,false,0,0.0000,938,OPTIMAL,938,NaN,85042,202708
shader:julia_set,shader,122,4533,819,716,14151801,858,599144309,716,true,0,0.0000,676,UNSOLVED,676,NaN,954792,2164083
shader:kaleidoscope_fold,shader,46,131,57,554,1819,554,1819,554,false,0,0.0000,554,OPTIMAL,554,NaN,17042,35792
shader:mandelbrot_distance,shader,152,3675,415,576,910369,518,916293,518,true,58,-10.0694,527,UNSOLVED,518,NaN,579125,1303625
shader:metaballs,shader,62,2584,286,158,415,155,407,155,true,3,-1.8987,135,UNSOLVED,135,NaN,394708,851959
shader:plasma,shader,41,1822,336,363,417,363,417,363,true,0,0.0000,363,OPTIMAL,363,NaN,301541,704083
shader:smooth_min_scene,shader,43,1215,159,136,438,134,456,134,true,2,-1.4706,126,OPTIMAL,126,0.200000,155291,341667
shader:smoothstep_vignette,shader,64,283,82,161,691,161,691,161,false,0,0.0000,161,OPTIMAL,161,NaN,30167,66291
shader:star_sdf,shader,66,3828,632,169,2357,172,2413,169,true,0,0.0000,169,UNSOLVED,169,NaN,685500,1683458
shader:torus_slice,shader,42,1283,165,141,297,136,313,136,true,5,-3.5461,141,UNSOLVED,131,NaN,167292,375041
synth_d2_s0,synthetic,16,25,15,103,103,103,103,103,false,0,0.0000,103,OPTIMAL,103,NaN,3708,7250
synth_d2_s1,synthetic,14,17,8,204,204,204,204,204,false,0,0.0000,204,OPTIMAL,204,NaN,2458,4792
synth_d2_s2,synthetic,11,13,9,348,348,351,351,348,true,0,0.0000,348,OPTIMAL,348,NaN,2584,5125
synth_d2_s3,synthetic,24,60,22,169,169,169,169,169,false,0,0.0000,169,OPTIMAL,169,NaN,6833,13750
synth_d2_s4,synthetic,21,40,17,54,54,54,54,54,false,0,0.0000,54,OPTIMAL,54,NaN,4875,9834
synth_d2_s5,synthetic,14,19,10,31,31,31,31,31,false,0,0.0000,31,OPTIMAL,31,NaN,2792,5458
synth_d2_s6,synthetic,20,27,12,279,279,279,279,279,false,0,0.0000,279,OPTIMAL,279,NaN,3166,6208
synth_d2_s7,synthetic,23,27,15,424,424,608,608,424,true,0,0.0000,424,OPTIMAL,424,NaN,3708,7208
synth_d2_s8,synthetic,8,10,6,105,105,105,105,105,false,0,0.0000,105,OPTIMAL,105,NaN,1792,3500
synth_d2_s9,synthetic,8,13,5,92,92,92,92,92,false,0,0.0000,92,OPTIMAL,92,NaN,1834,3625
synth_d2_s10,synthetic,12,15,7,21,21,21,21,21,false,0,0.0000,21,OPTIMAL,21,NaN,2041,4041
synth_d2_s11,synthetic,7,8,5,154,154,157,157,154,true,0,0.0000,154,OPTIMAL,154,NaN,1542,3208
synth_d3_s0,synthetic,19,37,17,163,163,163,163,163,false,0,0.0000,163,OPTIMAL,163,NaN,4917,9708
synth_d3_s1,synthetic,30,35,18,361,368,361,368,361,false,0,0.0000,361,OPTIMAL,361,NaN,4792,9417
synth_d3_s2,synthetic,14,18,12,318,318,318,318,318,false,0,0.0000,318,OPTIMAL,318,NaN,3000,5750
synth_d3_s3,synthetic,30,39,22,325,325,328,328,325,true,0,0.0000,325,OPTIMAL,325,NaN,5709,11083
synth_d3_s4,synthetic,24,64,31,188,188,188,188,188,false,0,0.0000,188,OPTIMAL,188,NaN,8291,16292
synth_d3_s5,synthetic,18,45,18,40,40,47,47,40,true,0,0.0000,40,OPTIMAL,40,NaN,5708,11333
synth_d3_s6,synthetic,42,461,78,240,411,240,411,240,false,0,0.0000,240,OPTIMAL,240,NaN,43750,102084
synth_d3_s7,synthetic,6,7,5,219,219,219,219,219,false,0,0.0000,219,OPTIMAL,219,NaN,1625,3125
synth_d3_s8,synthetic,9,12,8,98,98,98,98,98,false,0,0.0000,98,OPTIMAL,98,NaN,2250,4333
synth_d3_s9,synthetic,14,19,12,33,33,33,33,33,false,0,0.0000,33,OPTIMAL,33,NaN,3417,6750
synth_d3_s10,synthetic,20,43,20,90,90,90,90,90,false,0,0.0000,90,OPTIMAL,90,NaN,4833,9875
synth_d3_s11,synthetic,16,67,22,232,232,232,232,232,false,0,0.0000,232,OPTIMAL,232,NaN,7417,15041
synth_d4_s0,synthetic,48,283,68,416,416,416,416,416,true,0,0.0000,416,OPTIMAL,416,NaN,26792,58167
synth_d4_s1,synthetic,38,65,32,209,209,209,209,209,false,0,0.0000,209,OPTIMAL,209,NaN,7958,15458
synth_d4_s2,synthetic,19,34,19,129,129,129,129,129,false,0,0.0000,129,OPTIMAL,129,NaN,5000,9625
synth_d4_s3,synthetic,57,104,48,476,479,476,479,476,false,0,0.0000,476,OPTIMAL,476,NaN,12541,24458
synth_d4_s4,synthetic,22,25,16,401,401,407,407,401,true,0,0.0000,401,OPTIMAL,401,NaN,4167,8000
synth_d4_s5,synthetic,29,36,17,245,245,248,248,245,true,0,0.0000,245,OPTIMAL,245,NaN,4709,9167
synth_d4_s6,synthetic,62,184,58,556,559,559,562,556,true,0,0.0000,556,OPTIMAL,556,NaN,19375,41250
synth_d4_s7,synthetic,71,118,53,614,689,609,694,609,true,5,-0.8143,614,OPTIMAL,609,1.000000,14958,28625
synth_d4_s8,synthetic,23,29,17,286,286,289,289,286,true,0,0.0000,286,OPTIMAL,286,NaN,4666,8958
synth_d4_s9,synthetic,48,119,45,502,624,872,994,502,true,0,0.0000,502,OPTIMAL,502,NaN,13542,27375
synth_d4_s10,synthetic,23,42,23,244,322,244,322,244,false,0,0.0000,244,OPTIMAL,244,NaN,6416,12291
synth_d4_s11,synthetic,38,214,48,349,356,349,356,349,false,0,0.0000,349,OPTIMAL,349,NaN,19708,42333
synth_d5_s0,synthetic,22,34,21,603,603,603,603,603,true,0,0.0000,603,OPTIMAL,603,NaN,5167,9917
synth_d5_s1,synthetic,58,705,105,441,448,441,448,441,false,0,0.0000,441,OPTIMAL,441,NaN,72041,168500
synth_d5_s2,synthetic,50,96,42,532,532,538,538,532,true,0,0.0000,532,OPTIMAL,532,NaN,11625,22917
synth_d5_s3,synthetic,84,1123,177,959,1202,959,1202,959,true,0,0.0000,959,UNSOLVED,959,NaN,148541,348500
synth_d5_s4,synthetic,63,314,74,388,751,388,751,388,true,0,0.0000,388,OPTIMAL,388,NaN,29958,68917
synth_d5_s5,synthetic,6,7,6,242,242,242,242,242,false,0,0.0000,242,OPTIMAL,242,NaN,1833,3417
synth_d5_s6,synthetic,55,85,40,394,472,401,479,394,true,0,0.0000,394,OPTIMAL,394,NaN,11000,21459
synth_d5_s7,synthetic,51,356,74,906,1392,906,1392,906,false,0,0.0000,906,OPTIMAL,906,NaN,28959,66250
synth_d5_s8,synthetic,71,293,81,652,652,652,652,652,false,0,0.0000,652,OPTIMAL,652,NaN,29375,68000
synth_d5_s9,synthetic,52,62,32,631,634,830,833,631,true,0,0.0000,631,OPTIMAL,631,NaN,8250,16042
synth_d5_s10,synthetic,40,170,46,336,336,348,454,336,true,0,0.0000,336,OPTIMAL,336,NaN,16375,34125
synth_d5_s11,synthetic,81,3660,363,851,854,851,854,851,true,0,0.0000,851,UNSOLVED,851,NaN,535083,1292625
synth_d6_s0,synthetic,94,124,66,1707,1721,1707,1721,1707,false,0,0.0000,1707,OPTIMAL,1707,NaN,16458,33417
synth_d6_s1,synthetic,82,163,70,786,786,786,786,786,false,0,0.0000,786,OPTIMAL,786,NaN,19958,40917
synth_d6_s2,synthetic,92,370,113,1402,1402,1402,1402,1402,true,0,0.0000,1402,OPTIMAL,1402,NaN,41709,97584
synth_d6_s3,synthetic,70,3527,521,663,670,892,908,663,true,0,0.0000,663,UNSOLVED,663,NaN,609917,1372250
synth_d6_s4,synthetic,64,709,117,844,931,844,931,844,false,0,0.0000,844,OPTIMAL,844,NaN,78167,190333
synth_d6_s5,synthetic,75,130,59,1012,1012,1018,1018,1012,true,0,0.0000,1012,OPTIMAL,1012,NaN,16000,32333
synth_d6_s6,synthetic,84,352,102,771,771,774,774,771,true,0,0.0000,771,OPTIMAL,771,NaN,38791,86750
synth_d6_s7,synthetic,23,29,15,406,406,406,406,406,false,0,0.0000,406,OPTIMAL,406,NaN,3958,7667
synth_d6_s8,synthetic,77,339,87,821,1108,821,1108,821,true,0,0.0000,821,OPTIMAL,821,NaN,35541,76542
synth_d6_s9,synthetic,30,38,21,384,384,384,384,384,false,0,0.0000,384,OPTIMAL,384,NaN,6250,11958
synth_d6_s10,synthetic,65,85,51,1141,2029,1141,2029,1141,false,0,0.0000,1141,OPTIMAL,1141,NaN,12833,24708
synth_d6_s11,synthetic,69,90,55,849,1006,849,1006,849,false,0,0.0000,849,OPTIMAL,849,NaN,14500,27834
synth_d7_s0,synthetic,53,119,51,724,747,724,747,724,false,0,0.0000,724,OPTIMAL,724,NaN,13750,27667
synth_d7_s1,synthetic,166,300,140,2583,2588,2583,2593,2583,true,0,0.0000,2583,UNSOLVED,2583,NaN,37625,77750
synth_d7_s2,synthetic,6,8,6,94,94,94,94,94,false,0,0.0000,94,OPTIMAL,94,NaN,1958,3625
synth_d7_s3,synthetic,186,603,186,2198,2870,2198,2870,2198,true,0,0.0000,2198,UNSOLVED,2198,NaN,91083,193083
synth_d7_s4,synthetic,98,498,111,1419,1426,1419,1426,1419,false,0,0.0000,1419,UNSOLVED,1419,NaN,53959,123375
synth_d7_s5,synthetic,54,370,66,652,652,652,652,652,false,0,0.0000,652,OPTIMAL,652,NaN,33959,74916
synth_d7_s6,synthetic,95,341,99,1454,2883,1454,2883,1454,true,0,0.0000,1454,UNSOLVED,1454,NaN,35750,85209
synth_d7_s7,synthetic,85,777,138,802,802,805,805,802,true,0,0.0000,802,UNSOLVED,802,NaN,87417,206833
synth_d7_s8,synthetic,122,3453,422,1387,2932,1382,3532,1382,true,5,-0.3605,1387,UNSOLVED,1382,NaN,552208,1285584
synth_d7_s9,synthetic,14,18,10,147,147,147,147,147,false,0,0.0000,147,OPTIMAL,147,NaN,2833,5458
synth_d7_s10,synthetic,58,100,43,413,413,597,597,413,true,0,0.0000,413,OPTIMAL,413,NaN,11542,23000
synth_d7_s11,synthetic,73,3532,483,970,970,970,970,970,true,0,0.0000,970,UNSOLVED,970,NaN,598875,1391791
synth_d9_s0,synthetic,318,3541,867,4257,5551,4257,5551,4257,true,0,0.0000,4257,UNSOLVED,4257,NaN,750625,1775833
synth_d9_s1,synthetic,83,137,67,1235,1242,1235,1242,1235,false,0,0.0000,1235,OPTIMAL,1235,NaN,17791,36125
synth_d9_s2,synthetic,84,121,69,1055,1081,1055,1081,1055,false,0,0.0000,1055,OPTIMAL,1055,NaN,17375,34667
synth_d9_s3,synthetic,300,1689,361,4198,4599,4182,4636,4182,true,16,-0.3811,4198,UNSOLVED,4182,NaN,313291,669458
synth_d9_s4,synthetic,47,68,35,668,668,674,674,668,true,0,0.0000,668,OPTIMAL,668,NaN,9541,18625
synth_d9_s5,synthetic,213,345,169,3551,3798,3554,3801,3551,true,0,0.0000,3551,UNSOLVED,3551,NaN,51750,109666
synth_d9_s6,synthetic,156,239,121,2039,2066,2039,2066,2039,false,0,0.0000,2039,UNSOLVED,2039,NaN,33250,71625
synth_d9_s7,synthetic,24,30,19,459,459,459,459,459,false,0,0.0000,459,OPTIMAL,459,NaN,4750,9125
synth_d9_s8,synthetic,188,4320,1088,1946,4581,1949,4587,1946,true,0,0.0000,1946,UNSOLVED,1946,NaN,922958,2509292
synth_d9_s9,synthetic,41,66,38,253,281,253,281,253,false,0,0.0000,253,OPTIMAL,253,NaN,9500,18750
synth_d9_s10,synthetic,184,842,202,2381,2767,2381,2777,2381,true,0,0.0000,2381,UNSOLVED,2381,NaN,137375,294292
synth_d9_s11,synthetic,38,50,28,317,317,510,510,317,true,0,0.0000,317,OPTIMAL,317,NaN,6834,13500
synth_d11_s0,synthetic,279,582,234,4028,4744,4028,4744,4028,false,0,0.0000,4028,UNSOLVED,4028,NaN,103542,217958
synth_d11_s1,synthetic,206,3998,660,2962,3584,2962,3584,2962,true,0,0.0000,2962,UNSOLVED,2962,NaN,719291,1710583
synth_d11_s2,synthetic,19,26,12,147,147,147,147,147,false,0,0.0000,147,OPTIMAL,147,NaN,3166,6208
synth_d11_s3,synthetic,835,4664,1209,11719,13701,11719,13701,11719,true,0,0.0000,11719,UNSOLVED,11719,NaN,1110542,2681459
synth_d11_s4,synthetic,89,232,89,1665,2164,1485,2299,1485,true,180,-10.8108,1665,OPTIMAL,1485,1.000000,26750,56875
synth_d11_s5,synthetic,456,4590,973,6816,7020,7091,41475,6816,true,0,0.0000,6816,UNSOLVED,6816,NaN,981791,2269791
synth_d11_s6,synthetic,95,133,75,1754,2995,1761,3009,1754,true,0,0.0000,1754,OPTIMAL,1754,NaN,19667,40459
synth_d11_s7,synthetic,454,3287,625,7254,8235,7258,8249,7254,true,0,0.0000,7254,UNSOLVED,7254,NaN,633250,1400875
synth_d11_s8,synthetic,372,3978,817,4916,7581,4915,7793,4915,true,1,-0.0203,4916,UNSOLVED,4915,NaN,818708,1919042
synth_d11_s9,synthetic,21,27,18,372,372,372,372,372,false,0,0.0000,372,OPTIMAL,372,NaN,4792,9167
synth_d11_s10,synthetic,22,33,20,345,665,345,665,345,false,0,0.0000,345,OPTIMAL,345,NaN,5292,10125
synth_d11_s11,synthetic,89,159,72,1338,1341,1338,1341,1338,false,0,0.0000,1338,OPTIMAL,1338,NaN,19458,39792
