expr_name,origin,tier,node_count,app_target,app_actual,cost,ended,ended_at_apps
train_b14_f01_01142,train,rapid,16,400,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,800,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,1600,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,3200,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,6400,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,12800,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,25600,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,51200,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,102400,24,264,quiesced,24
train_b14_f01_01142,train,rapid,16,204800,24,264,quiesced,24
train_b19_f06_01662,train,rapid,16,25,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,50,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,100,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,200,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,400,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,800,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,1600,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,3200,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,6400,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,12800,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,25600,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,51200,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,102400,22,163,quiesced,22
train_b19_f06_01662,train,rapid,16,204800,22,163,quiesced,22
train_b32_f06_02893,train,rapid,16,25,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,50,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,100,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,200,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,400,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,800,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,1600,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,3200,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,6400,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,12800,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,25600,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,51200,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,102400,21,226,quiesced,21
train_b32_f06_02893,train,rapid,16,204800,21,226,quiesced,21
dev_b01_f02_00037,dev,rapid,17,25,26,161,quiesced,79
dev_b01_f02_00037,dev,rapid,17,50,52,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,100,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,200,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,400,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,800,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,1600,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,3200,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,6400,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,12800,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,25600,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,51200,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,102400,79,157,quiesced,79
dev_b01_f02_00037,dev,rapid,17,204800,79,157,quiesced,79
dev_b33_f01_00688,dev,rapid,17,25,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,50,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,100,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,200,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,400,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,800,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,1600,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,3200,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,6400,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,12800,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,25600,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,51200,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,102400,22,408,quiesced,22
dev_b33_f01_00688,dev,rapid,17,204800,22,408,quiesced,22
train_b02_f04_00179,train,rapid,17,25,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,50,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,100,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,200,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,400,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,800,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,1600,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,3200,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,6400,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,12800,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,25600,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,51200,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,102400,22,230,quiesced,22
train_b02_f04_00179,train,rapid,17,204800,22,230,quiesced,22
train_b04_f05_00419,train,rapid,17,25,25,169,quiesced,41
train_b04_f05_00419,train,rapid,17,50,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,100,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,200,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,400,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,800,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,1600,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,3200,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,6400,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,12800,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,25600,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,51200,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,102400,41,169,quiesced,41
train_b04_f05_00419,train,rapid,17,204800,41,169,quiesced,41
train_b07_f06_00655,train,rapid,17,25,26,121,quiesced,81
train_b07_f06_00655,train,rapid,17,50,52,121,quiesced,81
train_b07_f06_00655,train,rapid,17,100,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,200,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,400,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,800,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,1600,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,3200,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,6400,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,12800,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,25600,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,51200,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,102400,81,121,quiesced,81
train_b07_f06_00655,train,rapid,17,204800,81,121,quiesced,81
train_b11_f04_00959,train,rapid,17,25,28,28,quiesced,46
train_b11_f04_00959,train,rapid,17,50,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,100,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,200,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,400,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,800,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,1600,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,3200,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,6400,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,12800,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,25600,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,51200,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,102400,46,28,quiesced,46
train_b11_f04_00959,train,rapid,17,204800,46,28,quiesced,46
train_b20_f06_01767,train,rapid,17,25,32,24,quiesced,78
train_b20_f06_01767,train,rapid,17,50,51,24,quiesced,78
train_b20_f06_01767,train,rapid,17,100,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,200,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,400,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,800,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,1600,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,3200,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,6400,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,12800,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,25600,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,51200,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,102400,78,24,quiesced,78
train_b20_f06_01767,train,rapid,17,204800,78,24,quiesced,78
train_b35_f06_03121,train,rapid,17,25,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,50,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,100,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,200,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,400,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,800,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,1600,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,3200,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,6400,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,12800,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,25600,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,51200,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,102400,22,419,quiesced,22
train_b35_f06_03121,train,rapid,17,204800,22,419,quiesced,22
dev_b01_f07_00103,dev,rapid,18,25,27,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,50,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,100,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,200,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,400,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,800,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,1600,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,3200,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,6400,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,12800,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,25600,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,51200,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,102400,44,164,quiesced,44
dev_b01_f07_00103,dev,rapid,18,204800,44,164,quiesced,44
dev_b09_f07_00323,dev,rapid,18,25,28,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,50,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,100,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,200,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,400,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,800,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,1600,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,3200,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,6400,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,12800,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,25600,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,51200,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,102400,46,156,quiesced,46
dev_b09_f07_00323,dev,rapid,18,204800,46,156,quiesced,46
train_b02_f01_00138,train,rapid,18,25,33,278,quiesced,79
train_b02_f01_00138,train,rapid,18,50,51,278,quiesced,79
train_b02_f01_00138,train,rapid,18,100,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,200,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,400,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,800,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,1600,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,3200,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,6400,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,12800,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,25600,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,51200,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,102400,79,278,quiesced,79
train_b02_f01_00138,train,rapid,18,204800,79,278,quiesced,79
train_b04_f02_00366,train,rapid,18,25,28,153,quiesced,80
train_b04_f02_00366,train,rapid,18,50,50,153,quiesced,80
train_b04_f02_00366,train,rapid,18,100,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,200,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,400,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,800,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,1600,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,3200,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,6400,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,12800,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,25600,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,51200,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,102400,80,153,quiesced,80
train_b04_f02_00366,train,rapid,18,204800,80,153,quiesced,80
train_b05_f07_00548,train,rapid,18,25,27,389,quiesced,75
train_b05_f07_00548,train,rapid,18,50,50,389,quiesced,75
train_b05_f07_00548,train,rapid,18,100,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,200,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,400,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,800,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,1600,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,3200,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,6400,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,12800,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,25600,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,51200,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,102400,75,389,quiesced,75
train_b05_f07_00548,train,rapid,18,204800,75,389,quiesced,75
train_b14_f01_01138,train,rapid,18,25,25,46,quiesced,42
train_b14_f01_01138,train,rapid,18,50,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,100,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,200,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,400,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,800,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,1600,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,3200,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,6400,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,12800,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,25600,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,51200,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,102400,42,46,quiesced,42
train_b14_f01_01138,train,rapid,18,204800,42,46,quiesced,42
train_b26_f04_02296,train,rapid,18,25,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,50,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,100,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,200,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,400,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,800,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,1600,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,3200,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,6400,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,12800,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,25600,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,51200,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,102400,23,248,quiesced,23
train_b26_f04_02296,train,rapid,18,204800,23,248,quiesced,23
dev_b01_f01_00025,dev,rapid,19,25,27,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,50,51,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,100,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,200,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,400,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,800,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,1600,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,3200,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,6400,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,12800,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,25600,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,51200,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,102400,76,227,quiesced,76
dev_b01_f01_00025,dev,rapid,19,204800,76,227,quiesced,76
train_b00_f00_00001,train,rapid,19,25,28,163,quiesced,46
train_b00_f00_00001,train,rapid,19,50,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,100,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,200,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,400,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,800,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,1600,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,3200,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,6400,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,12800,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,25600,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,51200,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,102400,46,163,quiesced,46
train_b00_f00_00001,train,rapid,19,204800,46,163,quiesced,46
train_b02_f05_00191,train,rapid,19,25,28,226,quiesced,46
train_b02_f05_00191,train,rapid,19,50,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,100,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,200,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,400,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,800,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,1600,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,3200,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,6400,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,12800,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,25600,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,51200,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,102400,46,226,quiesced,46
train_b02_f05_00191,train,rapid,19,204800,46,226,quiesced,46
train_b04_f06_00420,train,rapid,19,25,28,271,quiesced,46
train_b04_f06_00420,train,rapid,19,50,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,100,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,200,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,400,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,800,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,1600,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,3200,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,6400,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,12800,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,25600,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,51200,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,102400,46,271,quiesced,46
train_b04_f06_00420,train,rapid,19,204800,46,271,quiesced,46
train_b07_f00_00572,train,rapid,19,25,27,170,quiesced,46
train_b07_f00_00572,train,rapid,19,50,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,100,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,200,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,400,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,800,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,1600,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,3200,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,6400,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,12800,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,25600,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,51200,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,102400,46,170,quiesced,46
train_b07_f00_00572,train,rapid,19,204800,46,170,quiesced,46
train_b18_f00_01465,train,rapid,19,25,26,294,quiesced,42
train_b18_f00_01465,train,rapid,19,50,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,100,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,200,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,400,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,800,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,1600,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,3200,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,6400,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,12800,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,25600,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,51200,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,102400,42,294,quiesced,42
train_b18_f00_01465,train,rapid,19,204800,42,294,quiesced,42
train_b36_f05_03213,train,rapid,19,25,26,222,quiesced,45
train_b36_f05_03213,train,rapid,19,50,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,100,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,200,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,400,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,800,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,1600,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,3200,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,6400,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,12800,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,25600,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,51200,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,102400,45,222,quiesced,45
train_b36_f05_03213,train,rapid,19,204800,45,222,quiesced,45
dev_b09_f05_00295,dev,rapid,20,25,26,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,50,52,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,100,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,200,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,400,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,800,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,1600,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,3200,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,6400,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,12800,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,25600,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,51200,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,102400,84,121,quiesced,84
dev_b09_f05_00295,dev,rapid,20,204800,84,121,quiesced,84
train_b03_f02_00255,train,rapid,20,25,27,254,quiesced,2126
train_b03_f02_00255,train,rapid,20,50,54,254,quiesced,2126
train_b03_f02_00255,train,rapid,20,100,108,254,quiesced,2126
train_b03_f02_00255,train,rapid,20,200,215,254,quiesced,2126
train_b03_f02_00255,train,rapid,20,400,403,254,quiesced,2126
train_b03_f02_00255,train,rapid,20,800,852,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,1600,1693,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,3200,2126,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,6400,2126,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,12800,2126,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,25600,2126,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,51200,2126,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,102400,2126,63,quiesced,2126
train_b03_f02_00255,train,rapid,20,204800,2126,63,quiesced,2126
train_b04_f06_00428,train,rapid,20,25,25,131,quiesced,42
train_b04_f06_00428,train,rapid,20,50,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,100,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,200,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,400,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,800,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,1600,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,3200,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,6400,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,12800,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,25600,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,51200,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,102400,42,131,quiesced,42
train_b04_f06_00428,train,rapid,20,204800,42,131,quiesced,42
train_b07_f07_00668,train,rapid,20,25,26,187,quiesced,161
train_b07_f07_00668,train,rapid,20,50,50,187,quiesced,161
train_b07_f07_00668,train,rapid,20,100,102,187,quiesced,161
train_b07_f07_00668,train,rapid,20,200,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,400,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,800,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,1600,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,3200,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,6400,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,12800,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,25600,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,51200,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,102400,161,187,quiesced,161
train_b07_f07_00668,train,rapid,20,204800,161,187,quiesced,161
train_b13_f02_01038,train,rapid,20,25,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,50,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,100,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,200,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,400,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,800,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,1600,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,3200,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,6400,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,12800,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,25600,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,51200,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,102400,19,665,quiesced,19
train_b13_f02_01038,train,rapid,20,204800,19,665,quiesced,19
train_b21_f00_01801,train,rapid,20,25,28,237,quiesced,46
train_b21_f00_01801,train,rapid,20,50,46,237,quiesced,46
train_b21_f00_01801,train,rapid,20,100,46,237,quiesced,46
train_b21_f00_01801,train,rapid,20,200,46,237,quiesced,46
train_b21_f00_01801,train,rapid,20,400,46,237,quiesced,46
train_b21_f00_01801,train,rapid,20,800,46,237,quiesced,46
