row,set,name,node_count,arm,ended,ended_at_apps,seen_keys,app_actual@25,app_actual@50,app_actual@100,app_actual@200,app_actual@400,app_actual@800,tree@25,tree@50,tree@100,tree@200,tree@400,tree@800,dag@25,dag@50,dag@100,dag@200,dag@400,dag@800
A0,sh_r1b,dev_sh_00000,96,control,app_budget,800,800,25,50,100,200,400,800,4623,4605,4605,4340,4340,4339,747,742,742,825,825,829
A0,sh_r1b,dev_sh_00000,96,linear,app_budget,800,800,25,50,100,200,400,800,4623,4345,4345,4341,4340,4339,747,827,827,826,825,829
A0,sh_r1b,dev_sh_00000,96,unguided,app_budget,931,,37,62,133,204,435,931,4651,4651,4651,4651,4341,4341,775,775,775,775,826,826
A0,sh_r1b,dev_sh_00001,107,control,app_budget,800,800,25,50,100,200,400,800,2068,2056,2056,2039,2039,2037,669,671,671,691,691,694
A0,sh_r1b,dev_sh_00001,107,linear,app_budget,800,800,25,50,100,200,400,800,2068,2057,2057,2039,2039,2037,669,672,672,691,691,694
A0,sh_r1b,dev_sh_00001,107,unguided,app_budget,811,,36,56,126,202,432,811,2295,2295,2295,2295,2292,2272,621,621,621,621,620,610
A0,sh_r1b,dev_sh_00002,51,control,app_budget,800,800,25,50,100,200,400,800,813,813,801,801,801,801,353,353,366,366,366,366
A0,sh_r1b,dev_sh_00002,51,linear,app_budget,800,800,25,50,100,200,400,800,813,813,801,801,801,801,353,353,366,366,366,366
A0,sh_r1b,dev_sh_00002,51,unguided,app_budget,808,,29,85,109,205,442,808,821,821,821,821,821,821,361,361,361,361,361,361
A0,sh_r1b,dev_sh_00003,134,control,app_budget,800,800,25,50,100,200,400,800,2801,2792,2788,2776,2774,2774,692,692,691,714,713,713
A0,sh_r1b,dev_sh_00003,134,linear,app_budget,800,800,25,50,100,200,400,800,2801,2792,2785,2776,2774,2774,692,692,710,714,713,713
A0,sh_r1b,dev_sh_00003,134,unguided,app_budget,911,,32,50,112,227,434,911,3073,3073,3073,3069,3054,3054,624,624,624,623,618,618
A0,sh_r1b,dev_sh_00004,171,control,app_budget,800,800,25,50,100,200,400,800,4448,4434,4304,4167,4156,4152,1034,1024,1024,1020,1034,1030
A0,sh_r1b,dev_sh_00004,171,linear,app_budget,800,800,25,50,100,200,400,800,4188,4174,4174,4169,4160,4151,1034,1024,1024,1022,1023,1029
A0,sh_r1b,dev_sh_00004,171,unguided,app_budget,828,,71,71,108,245,438,828,4614,4614,4614,4614,4610,4610,990,990,990,990,989,989
A0,sh_r1b,dev_sh_00005,73,control,app_budget,800,800,25,50,100,200,400,800,1637,1627,1627,1603,1603,1602,602,592,592,588,588,587
A0,sh_r1b,dev_sh_00005,73,linear,app_budget,800,800,25,50,100,200,400,800,1637,1627,1627,1603,1603,1602,602,592,592,588,588,587
A0,sh_r1b,dev_sh_00005,73,unguided,app_budget,818,,31,90,107,236,415,818,1779,1779,1779,1779,1774,1773,454,454,454,454,449,453
A0,sh_r1b,dev_sh_00006,128,control,app_budget,800,800,25,50,100,200,400,800,3119,3107,3107,3063,3061,3059,641,639,639,651,654,657
A0,sh_r1b,dev_sh_00006,128,linear,app_budget,800,800,25,50,100,200,400,800,3119,3108,3108,3070,3061,3061,641,640,640,628,654,654
A0,sh_r1b,dev_sh_00006,128,unguided,app_budget,866,,41,68,147,226,428,866,3533,3533,3533,3533,3069,2995,505,505,505,505,612,623
A0,sh_r1b,dev_sh_00007,104,control,app_budget,800,800,25,50,100,200,400,800,6137,6113,6113,5816,5816,5815,604,601,601,665,665,669
A0,sh_r1b,dev_sh_00007,104,linear,app_budget,800,800,25,50,100,200,400,800,6137,5853,5853,5816,5816,5815,604,686,686,665,665,669
A0,sh_r1b,dev_sh_00007,104,unguided,app_budget,816,,47,52,140,228,458,816,6291,6291,6291,6291,6291,6284,548,548,548,548,548,547
A0,sh_r1b,dev_sh_00008,120,control,app_budget,800,800,25,50,100,200,400,800,2966,2949,2949,2909,2909,2907,638,636,636,637,637,640
A0,sh_r1b,dev_sh_00008,120,linear,app_budget,800,800,25,50,100,200,400,800,2966,2949,2949,2909,2909,2907,638,636,636,637,637,640
A0,sh_r1b,dev_sh_00008,120,unguided,app_budget,904,,33,50,113,204,414,904,3376,3376,3376,3376,3376,3361,498,498,498,498,498,497
A0,sh_r1b,dev_sh_00009,61,control,app_budget,800,800,25,50,100,200,400,800,1053,1047,1040,1040,1040,1040,453,452,470,470,470,470
A0,sh_r1b,dev_sh_00009,61,linear,app_budget,800,800,25,50,100,200,400,800,1053,1047,1040,1040,1040,1040,453,452,470,470,470,470
A0,sh_r1b,dev_sh_00009,61,unguided,app_budget,820,,25,69,119,209,437,820,1065,1065,1065,1065,1065,1055,465,465,465,465,465,460
A0,sh_r1b,dev_sh_00010,68,control,app_budget,800,800,25,50,100,200,400,800,1153,1143,1142,1133,1132,1132,563,553,552,558,557,557
A0,sh_r1b,dev_sh_00010,68,linear,app_budget,800,800,25,50,100,200,400,800,1153,1143,1137,1133,1132,1132,563,553,547,558,557,557
A0,sh_r1b,dev_sh_00010,68,unguided,app_budget,854,,31,91,109,201,419,854,1238,1238,1238,1237,1157,1147,503,503,503,502,502,492
A0,sh_r1b,dev_sh_00011,119,control,app_budget,800,800,25,50,100,200,400,800,5057,5035,4775,4769,4763,4762,881,872,872,869,863,867
A0,sh_r1b,dev_sh_00011,119,linear,app_budget,800,800,25,50,100,200,400,800,4797,4775,4775,4769,4763,4761,881,872,872,869,863,866
A0,sh_r1b,dev_sh_00011,119,unguided,app_budget,804,,48,51,143,235,456,804,5158,5158,5158,5158,5154,5144,837,837,837,837,836,826
A0,sh_r1b,dev_sh_00012,66,control,app_budget,800,800,25,50,100,200,400,800,1463,1457,1457,1454,1453,1453,493,487,487,499,498,498
A0,sh_r1b,dev_sh_00012,66,linear,app_budget,800,800,25,50,100,200,400,800,1462,1457,1456,1454,1454,1453,492,487,491,499,499,498
A0,sh_r1b,dev_sh_00012,66,unguided,app_budget,884,,29,84,103,212,442,884,1609,1609,1609,1609,1444,1444,429,429,429,429,419,419
A0,sh_r1b,dev_sh_00013,85,control,app_budget,800,800,25,50,100,200,400,800,1892,1882,1882,1857,1857,1856,617,612,612,612,612,611
A0,sh_r1b,dev_sh_00013,85,linear,app_budget,800,800,25,50,100,200,400,800,1892,1882,1882,1857,1857,1856,617,612,612,612,612,611
A0,sh_r1b,dev_sh_00013,85,unguided,app_budget,802,,34,53,118,211,428,802,2103,2103,2103,2103,2103,2098,473,473,473,473,473,473
A0,sh_r1b,dev_sh_00014,90,control,app_budget,800,800,25,50,100,200,400,800,2048,2037,2037,2013,2013,2012,623,617,617,618,618,617
A0,sh_r1b,dev_sh_00014,90,linear,app_budget,800,800,25,50,100,200,400,800,2048,2037,2037,2013,2013,2012,623,617,617,618,618,617
A0,sh_r1b,dev_sh_00014,90,unguided,app_budget,925,,31,90,105,236,412,925,2259,2259,2259,2259,2249,2094,479,479,479,479,474,469
A0,sh_r1b,dev_sh_00015,87,control,app_budget,800,800,25,50,100,200,400,800,1646,1636,1636,1628,1628,1627,662,657,657,669,669,668
A0,sh_r1b,dev_sh_00015,87,linear,app_budget,800,800,25,50,100,200,400,800,1646,1636,1635,1628,1628,1627,662,657,661,669,669,668
A0,sh_r1b,dev_sh_00015,87,unguided,app_budget,832,,31,91,107,226,400,832,1794,1794,1794,1792,1702,1702,599,599,599,598,593,593
A0,sh_r1b,dev_sh_00016,81,control,app_budget,800,800,25,50,100,200,400,800,3634,3624,3624,3587,3585,3579,616,611,611,595,613,617
A0,sh_r1b,dev_sh_00016,81,linear,app_budget,800,800,25,50,100,200,400,800,3634,3624,3624,3587,3585,3578,616,611,611,595,613,612
A0,sh_r1b,dev_sh_00016,81,unguided,app_budget,819,,33,60,123,201,454,819,4056,4056,4056,4056,4056,3896,488,488,488,488,488,498
A0,sh_r1b,dev_sh_00017,81,control,app_budget,800,800,25,50,100,200,400,800,1471,1462,1462,1459,1459,1458,647,643,643,655,655,654
A0,sh_r1b,dev_sh_00017,81,linear,app_budget,800,800,25,50,100,200,400,800,1471,1462,1460,1459,1459,1458,647,643,646,655,655,654
A0,sh_r1b,dev_sh_00017,81,unguided,app_budget,863,,29,85,101,207,404,863,1550,1550,1550,1548,1538,1538,580,580,580,579,574,574
A0,sh_r1b,dev_sh_00018,148,control,app_budget,800,800,25,50,100,200,400,800,3641,3627,3497,3484,3325,3325,917,907,907,917,912,912
A0,sh_r1b,dev_sh_00018,148,linear,app_budget,800,800,25,50,100,200,400,800,3511,3498,3498,3492,3325,3324,917,908,908,905,912,911
A0,sh_r1b,dev_sh_00018,148,unguided,app_budget,822,,60,60,176,206,457,822,3811,3811,3811,3811,3807,3638,877,877,877,877,876,851
A0,sh_r1b,dev_sh_00019,134,control,app_budget,800,800,25,50,100,200,400,800,3411,3396,3266,3257,3257,3256,912,901,901,899,899,898
A0,sh_r1b,dev_sh_00019,134,linear,app_budget,800,800,25,50,100,200,400,800,3281,3268,3268,3263,3256,3256,912,903,903,900,898,898
A0,sh_r1b,dev_sh_00019,134,unguided,app_budget,947,,45,61,147,233,409,947,3553,3553,3553,3553,3550,3300,844,844,844,844,843,823
A0,sh_r1b,dev_sh_00020,121,control,app_budget,800,800,25,50,100,200,400,800,5656,5638,5638,5378,5369,5363,790,785,785,870,874,883
A0,sh_r1b,dev_sh_00020,121,linear,app_budget,800,800,25,50,100,200,400,800,5656,5378,5378,5378,5369,5363,790,870,870,870,874,883
A0,sh_r1b,dev_sh_00020,121,unguided,app_budget,964,,42,73,104,200,448,964,5688,5688,5688,5684,5684,5604,822,822,822,821,821,826
A0,sh_r1b,dev_sh_00021,123,control,app_budget,800,800,25,50,100,200,400,800,3644,3632,3502,3468,3460,3460,734,727,727,709,716,716
A0,sh_r1b,dev_sh_00021,123,linear,app_budget,800,800,25,50,100,200,400,800,3514,3502,3502,3470,3465,3459,734,727,727,711,716,715
A0,sh_r1b,dev_sh_00021,123,unguided,app_budget,831,,59,59,170,281,404,831,3924,3924,3924,3924,3924,3468,594,594,594,594,594,714
A0,sh_r1b,dev_sh_00022,102,control,app_budget,800,800,25,50,100,200,400,800,3504,3492,3492,3481,3400,3394,671,667,667,680,684,693
A0,sh_r1b,dev_sh_00022,102,linear,app_budget,800,800,25,50,100,200,400,800,3504,3492,3492,3487,3400,3392,671,667,667,666,684,683
A0,sh_r1b,dev_sh_00022,102,unguided,app_budget,827,,33,61,125,202,413,827,3861,3861,3861,3856,3856,3776,623,623,623,622,622,627
A0,sh_r1b,dev_sh_00023,91,control,app_budget,800,800,25,50,100,200,400,800,2047,2041,2041,2012,2012,2011,622,621,621,627,627,626
A0,sh_r1b,dev_sh_00023,91,linear,app_budget,800,800,25,50,100,200,400,800,2047,2041,2041,2012,2012,2011,622,621,621,627,627,626
A0,sh_r1b,dev_sh_00023,91,unguided,app_budget,817,,34,53,118,213,447,817,2258,2258,2258,2258,2258,2253,478,478,478,478,478,478
A0,sh_r1b,dev_sh_00024,70,control,app_budget,800,800,25,50,100,200,400,800,1398,1388,1386,1307,1307,1306,643,633,632,638,638,637
A0,sh_r1b,dev_sh_00024,70,linear,app_budget,800,800,25,50,100,200,400,800,1398,1388,1386,1382,1306,1306,643,633,641,643,637,637
A0,sh_r1b,dev_sh_00024,70,unguided,app_budget,807,,31,91,109,200,407,807,1548,1548,1548,1546,1546,1456,583,583,583,582,582,567
A0,sh_r1b,dev_sh_00025,88,control,app_budget,800,800,25,50,100,200,400,800,1721,1716,1716,1703,1703,1702,662,657,657,679,679,678
A0,sh_r1b,dev_sh_00025,88,linear,app_budget,800,800,25,50,100,200,400,800,1721,1716,1710,1703,1703,1702,662,657,661,679,679,678
A0,sh_r1b,dev_sh_00025,88,unguided,app_budget,817,,31,91,107,226,475,817,1869,1869,1869,1867,1857,1857,599,599,599,598,588,588
A0,sh_r1b,dev_sh_00026,99,control,app_budget,800,800,25,50,100,200,400,800,2332,2326,2261,2249,2249,2249,772,766,766,766,766,766
A0,sh_r1b,dev_sh_00026,99,linear,app_budget,800,800,25,50,100,200,400,800,2267,2262,2262,2257,2249,2249,772,767,767,764,766,766
A0,sh_r1b,dev_sh_00026,99,unguided,app_budget,807,,43,64,147,230,401,807,2417,2417,2417,2417,2284,2279,712,712,712,712,791,786
A0,sh_r1b,dev_sh_00027,88,control,app_budget,800,800,25,50,100,200,400,800,1961,1955,1955,1925,1925,1924,616,610,610,615,615,614
A0,sh_r1b,dev_sh_00027,88,linear,app_budget,800,800,25,50,100,200,400,800,1961,1956,1956,1932,1925,1924,616,611,611,597,615,614
A0,sh_r1b,dev_sh_00027,88,unguided,app_budget,835,,39,64,139,214,415,835,2176,2176,2176,2176,1936,1711,476,476,476,476,591,601
A0,sh_r1b,dev_sh_00028,71,control,app_budget,800,800,25,50,100,200,400,800,1613,1601,1601,1517,1516,1516,503,496,496,507,506,506
A0,sh_r1b,dev_sh_00028,71,linear,app_budget,800,800,25,50,100,200,400,800,1613,1601,1599,1592,1517,1516,503,496,494,512,507,506
A0,sh_r1b,dev_sh_00028,71,unguided,app_budget,851,,31,50,109,205,439,851,1702,1702,1702,1702,1702,1612,447,447,447,447,447,437
A0,sh_r1b,dev_sh_00029,54,control,app_budget,800,800,25,50,100,200,400,800,1077,1068,1068,1065,1064,1064,552,543,543,550,549,549
A0,sh_r1b,dev_sh_00029,54,linear,app_budget,800,800,25,50,100,200,400,800,1077,1068,1066,1065,1064,1064,552,543,546,550,549,549
A0,sh_r1b,dev_sh_00029,54,unguided,app_budget,853,,25,73,121,216,401,853,1220,1220,1220,1219,1214,1214,485,485,485,484,479,479
A0,sh_r1b,dev_sh_00030,150,control,app_budget,800,800,25,50,100,200,400,800,4596,4579,4449,4415,4406,4406,763,756,756,738,749,749
A0,sh_r1b,dev_sh_00030,150,linear,app_budget,800,800,25,50,100,200,400,800,4466,4449,4449,4417,4408,4405,763,756,756,740,746,748
A0,sh_r1b,dev_sh_00030,150,unguided,app_budget,872,,67,67,102,229,418,872,4880,4880,4880,4880,4880,4880,627,627,627,627,627,627
A0,sh_r1b,dev_sh_00031,166,control,app_budget,800,800,25,50,100,200,400,800,6889,6863,6638,6377,6351,6351,1048,1034,1020,1024,958,958
A0,sh_r1b,dev_sh_00031,166,linear,app_budget,800,800,25,50,100,200,400,800,6629,6602,6378,6378,6356,6351,1048,1033,1020,1020,943,958
A0,sh_r1b,dev_sh_00031,166,unguided,app_budget,933,,27,75,123,213,417,933,7140,7140,7140,7140,7136,6901,944,944,944,944,943,943
A0,sh_r1b,dev_sh_00032,137,control,app_budget,800,800,25,50,100,200,400,800,2801,2790,2786,2773,2773,2771,692,695,694,716,716,719
A0,sh_r1b,dev_sh_00032,137,linear,app_budget,800,800,25,50,100,200,400,800,2801,2791,2791,2774,2773,2771,692,696,696,707,716,719
A0,sh_r1b,dev_sh_00032,137,unguided,app_budget,824,,38,62,136,210,430,824,3085,3085,3085,3085,2782,2631,636,636,636,636,690,699
A0,sh_r1b,dev_sh_00033,107,control,app_budget,800,800,25,50,100,200,400,800,2841,2830,2830,2785,2785,2783,623,622,622,633,633,636
A0,sh_r1b,dev_sh_00033,107,linear,app_budget,800,800,25,50,100,200,400,800,2841,2830,2830,2785,2785,2783,623,622,622,633,633,636
A0,sh_r1b,dev_sh_00033,107,unguided,app_budget,911,,31,90,105,242,410,911,3117,3117,3117,3117,3107,3105,479,479,479,479,474,478
A0,sh_r1b,dev_sh_00034,81,control,app_budget,800,800,25,50,100,200,400,800,1583,1569,1569,1550,1549,1549,598,589,589,590,589,589
A0,sh_r1b,dev_sh_00034,81,linear,app_budget,800,800,25,50,100,200,400,800,1583,1569,1569,1550,1549,1549,598,589,589,590,589,589
A0,sh_r1b,dev_sh_00034,81,unguided,app_budget,881,,29,85,141,201,401,881,1790,1790,1790,1790,1553,1553,450,450,450,450,573,573
A0,sh_r1b,dev_sh_00035,134,control,app_budget,800,800,25,50,100,200,400,800,3401,3311,3177,3164,3089,3088,907,896,892,901,896,895
A0,sh_r1b,dev_sh_00035,134,linear,app_budget,800,800,25,50,100,200,400,800,3271,3258,3258,3178,3089,3088,907,898,898,895,896,895
A0,sh_r1b,dev_sh_00035,134,unguided,app_budget,843,,51,51,149,247,447,843,3555,3555,3555,3555,3552,3387,851,851,851,851,850,830
A0,sh_r1b,dev_sh_00036,115,control,app_budget,800,800,25,50,100,200,400,800,5492,5474,5474,5213,5209,5203,781,776,776,865,864,868
A0,sh_r1b,dev_sh_00036,115,linear,app_budget,800,800,25,50,100,200,400,800,5492,5214,5214,5213,5209,5203,781,861,861,865,864,868
A0,sh_r1b,dev_sh_00036,115,unguided,app_budget,817,,42,73,104,201,464,817,5528,5528,5528,5524,5524,5444,817,817,817,816,816,821
A0,sh_r1b,dev_sh_00037,138,control,app_budget,800,800,25,50,100,200,400,800,3401,3387,3257,3249,3173,3172,907,897,897,906,905,904
A0,sh_r1b,dev_sh_00037,138,linear,app_budget,800,800,25,50,100,200,400,800,3271,3258,3258,3253,3172,3172,907,898,898,895,904,904
A0,sh_r1b,dev_sh_00037,138,unguided,app_budget,821,,54,54,158,262,404,821,3559,3559,3559,3559,3556,3556,855,855,855,855,854,854
A0,sh_r1b,dev_sh_00038,105,control,app_budget,800,800,25,50,100,200,400,800,2612,2603,2603,2563,2561,2560,618,615,615,621,634,633
A0,sh_r1b,dev_sh_00038,105,linear,app_budget,800,800,25,50,100,200,400,800,2612,2605,2605,2564,2561,2561,618,617,617,617,634,634
A0,sh_r1b,dev_sh_00038,105,unguided,app_budget,929,,40,65,142,219,434,929,2969,2969,2969,2969,2574,2420,490,490,490,490,597,608
A0,sh_r1b,dev_sh_00040,118,control,app_budget,800,800,25,50,100,200,400,800,3895,3883,3883,3869,3869,3863,682,678,678,704,704,708
A0,sh_r1b,dev_sh_00040,118,linear,app_budget,800,800,25,50,100,200,400,800,3895,3883,3883,3876,3869,3861,682,678,678,681,704,707
A0,sh_r1b,dev_sh_00040,118,unguided,app_budget,815,,32,58,120,214,446,815,4256,4256,4256,4250,4250,4165,638,638,638,637,637,642
A0,sh_r1b,dev_sh_00041,121,control,app_budget,800,800,25,50,100,200,400,800,7076,7052,7052,7015,6755,6750,628,625,625,609,694,694
A0,sh_r1b,dev_sh_00041,121,linear,app_budget,800,800,25,50,100,200,400,800,7076,6792,6792,6792,6755,6749,628,710,710,710,694,698
A0,sh_r1b,dev_sh_00041,121,unguided,app_budget,929,,51,51,147,243,419,929,7238,7238,7238,7238,7238,7158,580,580,580,580,580,585
A0,sh_r1b,dev_sh_00043,62,control,app_budget,800,800,25,50,100,200,400,800,1298,1276,1276,1269,1269,1268,493,471,471,474,474,473
A0,sh_r1b,dev_sh_00043,62,linear,app_budget,800,800,25,50,100,200,400,800,1297,1276,1276,1269,1269,1268,492,471,471,474,474,473
A0,sh_r1b,dev_sh_00043,62,unguided,app_budget,874,,26,75,124,230,402,874,1375,1375,1375,1375,1215,1215,425,425,425,425,415,415
A0,sh_r1b,dev_sh_00044,51,control,app_budget,800,800,25,50,100,200,400,800,1014,993,993,991,986,986,559,538,538,536,531,531
A0,sh_r1b,dev_sh_00044,51,linear,app_budget,800,800,25,50,100,200,400,800,1014,993,993,991,986,986,559,538,538,536,531,531
A0,sh_r1b,dev_sh_00044,51,unguided,app_budget,818,,25,75,129,205,458,818,1221,1221,1221,1221,1221,1202,411,411,411,411,411,392
A0,sh_r1b,dev_sh_00045,115,control,app_budget,800,800,25,50,100,200,400,800,2831,2816,2751,2740,2740,2739,812,801,801,802,802,801
A0,sh_r1b,dev_sh_00045,115,linear,app_budget,800,800,25,50,100,200,400,800,2766,2753,2753,2742,2739,2739,812,803,803,804,801,801
A0,sh_r1b,dev_sh_00045,115,unguided,app_budget,946,,47,50,140,230,410,946,2916,2916,2916,2916,2913,2898,752,752,752,752,751,736
A0,sh_r1b,dev_sh_00046,131,control,app_budget,800,800,25,50,100,200,400,800,4154,4142,4142,4140,4126,4120,691,687,687,695,726,730
A0,sh_r1b,dev_sh_00046,131,linear,app_budget,800,800,25,50,100,200,400,800,4154,4142,4142,4134,4126,4119,691,687,687,694,726,730
A0,sh_r1b,dev_sh_00046,131,unguided,app_budget,891,,39,73,107,221,428,891,4588,4588,4588,4582,4342,4262,655,655,655,654,664,669
A0,sh_r1b,dev_sh_00047,116,control,app_budget,800,800,25,50,100,200,400,800,4154,4136,3912,3891,3890,3884,796,720,707,686,695,699
A0,sh_r1b,dev_sh_00047,116,linear,app_budget,800,800,25,50,100,200,400,800,4154,4137,3913,3896,3890,3883,796,716,698,681,695,699
A0,sh_r1b,dev_sh_00047,116,unguided,app_budget,830,,36,63,132,201,443,830,4641,4641,4641,4641,3897,3814,668,668,668,668,682,690
A0,sh_r1b,dev_sh_00048,88,control,app_budget,800,800,25,50,100,200,400,800,1891,1883,1883,1855,1855,1850,616,613,613,610,610,605
A0,sh_r1b,dev_sh_00048,88,linear,app_budget,800,800,25,50,100,200,400,800,1891,1885,1885,1856,1855,1855,616,615,615,606,610,610
A0,sh_r1b,dev_sh_00048,88,unguided,app_budget,820,,39,64,139,214,414,820,2106,2106,2106,2106,1866,1863,476,476,476,476,591,593
A0,sh_r1b,dev_sh_00049,115,control,app_budget,800,800,25,50,100,200,400,800,2556,2470,2466,2425,2342,2340,632,635,631,641,643,646
A0,sh_r1b,dev_sh_00049,115,linear,app_budget,800,800,25,50,100,200,400,800,2556,2471,2467,2357,2342,2341,632,631,627,628,643,647
A0,sh_r1b,dev_sh_00049,115,unguided,app_budget,833,,42,69,150,231,405,833,2913,2913,2913,2913,2913,2746,504,504,504,504,504,508
A0,sh_r1b,dev_sh_00050,87,control,app_budget,800,800,25,50,100,200,400,800,1957,1950,1950,1926,1926,1925,612,605,605,611,611,610
A0,sh_r1b,dev_sh_00050,87,linear,app_budget,800,800,25,50,100,200,400,800,1957,1950,1950,1928,1926,1926,612,605,605,598,611,611
A0,sh_r1b,dev_sh_00050,87,unguided,app_budget,815,,37,60,131,202,425,815,2172,2172,2172,2172,1930,1930,472,472,472,472,585,585
A0,sh_r1b,dev_sh_00051,51,control,app_budget,800,800,25,50,100,200,400,800,1313,1287,1287,1287,1286,1286,578,552,552,552,551,551
A0,sh_r1b,dev_sh_00051,51,linear,app_budget,800,800,25,50,100,200,400,800,1312,1287,1287,1287,1287,1286,577,552,552,552,552,551
A0,sh_r1b,dev_sh_00051,51,unguided,app_budget,935,,25,67,116,233,404,935,1443,1443,1443,1443,1432,1428,418,418,418,418,412,408
A0,sh_r1b,dev_sh_00052,75,control,app_budget,800,800,25,50,100,200,400,800,1399,1395,1393,1383,1383,1382,644,640,639,644,644,643
A0,sh_r1b,dev_sh_00052,75,linear,app_budget,800,800,25,50,100,200,400,800,1399,1395,1391,1383,1382,1382,644,640,646,644,643,643
A0,sh_r1b,dev_sh_00052,75,unguided,app_budget,801,,31,91,107,229,471,801,1549,1549,1549,1547,1382,1382,584,584,584,583,573,573
A0,sh_r1b,dev_sh_00053,88,control,app_budget,800,800,25,50,100,200,400,800,1723,1719,1717,1703,1703,1702,663,659,658,679,679,678
A0,sh_r1b,dev_sh_00053,88,linear,app_budget,800,800,25,50,100,200,400,800,1723,1719,1712,1703,1702,1702,663,659,662,679,678,678
A0,sh_r1b,dev_sh_00053,88,unguided,app_budget,862,,31,91,107,226,455,862,1869,1869,1869,1867,1782,1782,599,599,599,598,598,598
A0,sh_r1b,dev_sh_00054,66,control,app_budget,800,800,25,50,100,200,400,800,1637,1626,1626,1608,1608,1607,597,586,586,578,578,577
A0,sh_r1b,dev_sh_00054,66,linear,app_budget,800,800,25,50,100,200,400,800,1637,1626,1626,1608,1608,1607,597,586,586,578,578,577
A0,sh_r1b,dev_sh_00054,66,unguided,app_budget,884,,30,87,104,224,414,884,1844,1844,1844,1844,1833,1829,449,449,449,449,443,439
A0,sh_r1b,dev_sh_00055,104,control,app_budget,800,800,25,50,100,200,400,800,3655,3647,3647,3636,3636,3629,676,672,672,685,685,684
A0,sh_r1b,dev_sh_00055,104,linear,app_budget,800,800,25,50,100,200,400,800,3655,3647,3647,3642,3636,3629,676,672,672,671,685,684
A0,sh_r1b,dev_sh_00055,104,unguided,app_budget,851,,31,57,117,208,428,851,4073,4073,4073,4068,4068,3988,624,624,624,623,623,628
A0,sh_r1b,dev_sh_00056,95,control,app_budget,800,800,25,50,100,200,400,800,1808,1802,1800,1786,1786,1785,668,667,666,687,687,686
A0,sh_r1b,dev_sh_00056,95,linear,app_budget,800,800,25,50,100,200,400,800,1808,1803,1796,1786,1785,1785,668,668,671,687,686,686
A0,sh_r1b,dev_sh_00056,95,unguided,app_budget,825,,35,55,123,216,411,825,1962,1962,1962,1960,1960,1950,612,612,612,611,611,606
A0,sh_r1b,dev_sh_00057,85,control,app_budget,800,800,25,50,100,200,400,800,3156,3148,3148,3143,3143,3136,662,658,658,666,666,670
A0,sh_r1b,dev_sh_00057,85,linear,app_budget,800,800,25,50,100,200,400,800,3156,3148,3148,3144,3143,3136,662,658,658,657,666,670
A0,sh_r1b,dev_sh_00057,85,unguided,app_budget,811,,29,53,109,210,460,811,3444,3444,3444,3440,3360,3360,610,610,610,609,614,614
A0,sh_r1b,dev_sh_00058,146,control,app_budget,800,800,25,50,100,200,400,800,6242,6224,5964,5963,5950,5944,916,911,911,915,931,935
A0,sh_r1b,dev_sh_00058,146,linear,app_budget,800,800,25,50,100,200,400,800,5982,5964,5964,5964,5952,5944,916,911,911,911,918,935
A0,sh_r1b,dev_sh_00058,146,unguided,app_budget,876,,53,53,156,259,416,876,6420,6420,6420,6420,6415,6335,884,884,884,884,883,888
A0,sh_r1b,dev_sh_00059,55,control,app_budget,800,800,25,50,100,200,400,800,988,963,957,957,956,956,473,448,457,457,456,456
A0,sh_r1b,dev_sh_00059,55,linear,app_budget,800,800,25,50,100,200,400,800,988,963,957,957,956,956,473,448,457,457,456,456
A0,sh_r1b,dev_sh_00059,55,unguided,app_budget,838,,25,69,117,222,442,838,1057,1057,1057,1057,1046,1042,397,397,397,397,386,382
A0,sh_r1b,dev_sh_00060,79,control,app_budget,800,800,25,50,100,200,400,800,1808,1798,1798,1773,1773,1772,613,603,603,603,603,602
A0,sh_r1b,dev_sh_00060,79,linear,app_budget,800,800,25,50,100,200,400,800,1808,1798,1798,1773,1773,1772,613,603,603,603,603,602
A0,sh_r1b,dev_sh_00060,79,unguided,app_budget,866,,31,90,105,233,400,866,2019,2019,2019,2019,2014,2013,469,469,469,469,464,468
A0,sh_r1b,dev_sh_00061,51,control,quiesced,134,134,25,50,100,134,134,134,813,808,801,801,801,801,353,353,371,371,371,371
A0,sh_r1b,dev_sh_00061,51,linear,quiesced,137,137,25,50,100,137,137,137,813,808,801,801,801,801,353,353,371,371,371,371
A0,sh_r1b,dev_sh_00061,51,unguided,app_budget,802,,26,77,145,213,488,802,821,821,821,821,727,724,361,361,361,361,362,359
A0,sh_r1b,dev_sh_00062,106,control,app_budget,800,800,25,50,100,200,400,800,5342,5324,5324,5059,5055,5049,781,776,776,861,860,864
A0,sh_r1b,dev_sh_00062,106,linear,app_budget,800,800,25,50,100,200,400,800,5342,5064,5064,5059,5055,5049,781,861,861,861,860,864
A0,sh_r1b,dev_sh_00062,106,unguided,app_budget,893,,39,66,141,216,417,893,5374,5374,5374,5374,5370,5285,813,813,813,813,812,817
A0,sh_r1b,dev_sh_00063,123,control,app_budget,800,800,25,50,100,200,400,800,2815,2805,2805,2759,2759,2757,641,640,640,665,665,664
A0,sh_r1b,dev_sh_00063,123,linear,app_budget,800,800,25,50,100,200,400,800,2815,2805,2805,2767,2759,2757,641,640,640,638,665,664
A0,sh_r1b,dev_sh_00063,123,unguided,app_budget,816,,39,64,139,214,402,816,3225,3225,3225,3225,2774,2767,501,501,501,501,620,619
