row,set,name,node_count,arm,ended,ended_at_apps,seen_keys,app_actual@25,app_actual@50,app_actual@100,app_actual@200,app_actual@400,app_actual@800,tree@25,tree@50,tree@100,tree@200,tree@400,tree@800,dag@25,dag@50,dag@100,dag@200,dag@400,dag@800
A+L3,sh_r1b,dev_sh_00009,61,control,app_budget,800,365,25,50,100,200,400,800,1053,1047,1047,1040,1040,1040,453,452,452,470,470,470
A+L3,sh_r1b,dev_sh_00009,61,linear,app_budget,800,451,25,50,100,200,400,800,1053,1047,1040,1040,1040,1040,453,452,470,470,470,470
A+L3,sh_r1b,dev_sh_00009,61,unguided,app_budget,800,,25,50,100,200,400,800,1065,1065,1065,1065,1065,1065,465,465,465,465,465,465
A+L3,sh_r1b,dev_sh_00010,68,control,app_budget,800,407,25,50,100,200,400,800,1153,1143,1143,1133,1133,1063,563,553,553,558,558,558
A+L3,sh_r1b,dev_sh_00010,68,linear,app_budget,800,454,25,50,100,200,400,800,1153,1143,1137,1133,1133,1062,563,553,547,558,558,557
A+L3,sh_r1b,dev_sh_00010,68,unguided,app_budget,800,,25,50,100,200,400,800,1238,1238,1238,1237,1147,1147,503,503,503,502,492,492
A+L3,sh_r1b,dev_sh_00011,119,control,app_budget,800,522,25,50,100,200,400,800,5057,5035,4775,4773,4763,4763,881,872,872,870,863,863
A+L3,sh_r1b,dev_sh_00011,119,linear,app_budget,800,558,25,50,100,200,400,800,4797,4775,4775,4773,4763,4763,881,872,872,870,863,863
A+L3,sh_r1b,dev_sh_00011,119,unguided,app_budget,800,,25,50,100,200,400,800,5158,5158,5158,5154,5154,5154,837,837,837,836,836,836
A+L3,sh_r1b,dev_sh_00012,66,control,app_budget,800,415,25,50,100,200,400,800,1463,1457,1457,1454,1454,1365,493,487,487,499,499,495
A+L3,sh_r1b,dev_sh_00012,66,linear,app_budget,800,462,25,50,100,200,400,800,1462,1457,1457,1454,1454,1368,492,487,487,499,499,498
A+L3,sh_r1b,dev_sh_00012,66,unguided,app_budget,800,,25,50,100,200,400,800,1609,1609,1609,1609,1444,1444,429,429,429,429,419,419
A+L3,sh_r1b,dev_sh_00013,85,control,app_budget,800,475,25,50,100,200,400,800,1892,1882,1882,1857,1857,1857,617,612,612,612,612,612
A+L3,sh_r1b,dev_sh_00013,85,linear,app_budget,800,496,25,50,100,200,400,800,1892,1882,1882,1857,1857,1856,617,612,612,612,612,611
A+L3,sh_r1b,dev_sh_00013,85,unguided,app_budget,800,,25,50,100,200,400,800,2103,2103,2103,2103,2098,2098,473,473,473,473,473,473
A+L3,sh_r1b,dev_sh_00014,90,control,app_budget,800,447,25,50,100,200,400,800,2048,2037,2037,2013,2013,1868,623,617,617,618,618,618
A+L3,sh_r1b,dev_sh_00014,90,linear,app_budget,800,501,25,50,100,200,400,800,2048,2037,2037,2013,2013,2013,623,617,617,618,618,618
A+L3,sh_r1b,dev_sh_00014,90,unguided,app_budget,800,,25,50,100,200,400,800,2259,2259,2259,2259,2104,2104,479,479,479,479,474,474
A+L3,sh_r1b,dev_sh_00015,87,control,app_budget,800,454,25,50,100,200,400,800,1646,1636,1636,1628,1628,1558,662,657,657,669,669,669
A+L3,sh_r1b,dev_sh_00015,87,linear,app_budget,800,518,25,50,100,200,400,800,1646,1636,1635,1628,1628,1628,662,657,661,669,669,669
A+L3,sh_r1b,dev_sh_00015,87,unguided,app_budget,800,,25,50,100,200,400,800,1794,1794,1794,1792,1712,1707,599,599,599,598,598,593
A+L3,sh_r1b,dev_sh_00016,81,control,app_budget,800,531,25,50,100,200,400,800,3634,3624,3624,3587,3585,3584,616,611,611,595,613,627
A+L3,sh_r1b,dev_sh_00016,81,linear,app_budget,800,537,25,50,100,200,400,800,3634,3624,3624,3619,3585,3581,616,611,611,611,613,609
A+L3,sh_r1b,dev_sh_00016,81,unguided,app_budget,800,,25,50,100,200,400,800,4056,4056,4056,4056,4056,3976,488,488,488,488,488,493
A+L3,sh_r1b,dev_sh_00017,81,control,app_budget,800,463,25,50,100,200,400,800,1471,1462,1462,1459,1459,1459,647,643,643,655,655,655
A+L3,sh_r1b,dev_sh_00017,81,linear,app_budget,800,508,25,50,100,200,400,800,1471,1462,1460,1459,1459,1458,647,643,646,655,655,654
A+L3,sh_r1b,dev_sh_00017,81,unguided,app_budget,800,,25,50,100,200,400,800,1550,1550,1550,1548,1543,1543,580,580,580,579,579,579
A+L3,sh_r1b,dev_sh_00018,148,control,app_budget,800,553,25,50,100,200,400,800,3641,3627,3497,3484,3325,3317,917,907,907,917,912,904
A+L3,sh_r1b,dev_sh_00018,148,linear,app_budget,800,584,25,50,100,200,400,800,3511,3498,3498,3492,3325,3317,917,908,908,905,912,904
A+L3,sh_r1b,dev_sh_00018,148,unguided,app_budget,800,,25,50,100,200,400,800,3811,3811,3811,3807,3807,3807,877,877,877,876,876,876
A+L3,sh_r1b,dev_sh_00019,134,control,app_budget,800,447,25,50,100,200,400,800,3411,3396,3266,3257,3257,3257,912,901,901,899,899,899
A+L3,sh_r1b,dev_sh_00019,134,linear,app_budget,800,505,25,50,100,200,400,800,3281,3268,3268,3263,3257,3257,912,903,903,900,899,899
A+L3,sh_r1b,dev_sh_00019,134,unguided,app_budget,800,,25,50,100,200,400,800,3553,3553,3553,3550,3550,3550,844,844,844,843,843,843
A+L3,sh_r1b,dev_sh_00020,121,control,app_budget,800,505,25,50,100,200,400,800,5656,5638,5638,5378,5368,5360,790,785,785,870,888,880
A+L3,sh_r1b,dev_sh_00020,121,linear,app_budget,800,559,25,50,100,200,400,800,5656,5378,5378,5378,5369,5365,790,870,870,870,871,870
A+L3,sh_r1b,dev_sh_00020,121,unguided,app_budget,800,,25,50,100,200,400,800,5688,5688,5688,5684,5684,5604,822,822,822,821,821,826
A+L3,sh_r1b,dev_sh_00021,123,control,app_budget,800,570,25,50,100,200,400,800,3644,3632,3632,3468,3460,3460,734,727,727,709,716,716
A+L3,sh_r1b,dev_sh_00021,123,linear,app_budget,800,580,25,50,100,200,400,800,3514,3502,3502,3470,3465,3460,734,727,727,711,716,716
A+L3,sh_r1b,dev_sh_00021,123,unguided,app_budget,800,,25,50,100,200,400,800,3924,3924,3924,3924,3924,3924,594,594,594,594,594,594
A+L3,sh_r1b,dev_sh_00022,102,control,app_budget,800,493,25,50,100,200,400,800,3504,3492,3492,3486,3479,3391,671,667,667,681,703,690
A+L3,sh_r1b,dev_sh_00022,102,linear,app_budget,800,522,25,50,100,200,400,800,3504,3492,3492,3492,3480,3399,671,667,667,667,689,698
A+L3,sh_r1b,dev_sh_00022,102,unguided,app_budget,800,,25,50,100,200,400,800,3861,3861,3861,3856,3776,3616,623,623,623,622,627,632
A+L3,sh_r1b,dev_sh_00023,91,control,app_budget,800,480,25,50,100,200,400,800,2047,2041,2041,2012,2012,2012,622,621,621,627,627,627
A+L3,sh_r1b,dev_sh_00023,91,linear,app_budget,800,498,25,50,100,200,400,800,2047,2041,2041,2012,2012,2011,622,621,621,627,627,626
A+L3,sh_r1b,dev_sh_00023,91,unguided,app_budget,800,,25,50,100,200,400,800,2258,2258,2258,2258,2258,2258,478,478,478,478,478,478
A+L3,sh_r1b,dev_sh_00024,70,control,app_budget,800,426,25,50,100,200,400,800,1398,1388,1386,1307,1303,1303,643,633,632,638,634,634
A+L3,sh_r1b,dev_sh_00024,70,linear,app_budget,800,461,25,50,100,200,400,800,1398,1388,1386,1382,1307,1292,643,633,641,643,638,633
A+L3,sh_r1b,dev_sh_00024,70,unguided,app_budget,800,,25,50,100,200,400,800,1548,1548,1548,1546,1546,1456,583,583,583,582,582,567
A+L3,sh_r1b,dev_sh_00025,88,control,app_budget,800,452,25,50,100,200,400,800,1721,1716,1716,1703,1703,1703,662,657,657,679,679,679
A+L3,sh_r1b,dev_sh_00025,88,linear,app_budget,800,512,25,50,100,200,400,800,1721,1716,1710,1703,1703,1702,662,657,661,679,679,678
A+L3,sh_r1b,dev_sh_00025,88,unguided,app_budget,800,,25,50,100,200,400,800,1869,1869,1869,1867,1867,1862,599,599,599,598,598,593
A+L3,sh_r1b,dev_sh_00026,99,control,app_budget,800,502,25,50,100,200,400,800,2332,2326,2261,2249,2249,2249,772,766,766,766,766,766
A+L3,sh_r1b,dev_sh_00026,99,linear,app_budget,800,503,25,50,100,200,400,800,2267,2262,2262,2257,2249,2249,772,767,767,764,766,766
A+L3,sh_r1b,dev_sh_00026,99,unguided,app_budget,800,,25,50,100,200,400,800,2417,2417,2417,2414,2414,2409,712,712,712,711,711,706
A+L3,sh_r1b,dev_sh_00027,88,control,app_budget,800,519,25,50,100,200,400,800,1961,1955,1955,1925,1925,1918,616,610,610,615,615,538
A+L3,sh_r1b,dev_sh_00027,88,linear,app_budget,800,538,25,50,100,200,400,800,1961,1956,1956,1932,1925,1922,616,611,611,597,615,542
A+L3,sh_r1b,dev_sh_00027,88,unguided,app_budget,800,,25,50,100,200,400,800,2176,2176,2176,2176,1941,1941,476,476,476,476,476,476
A+L3,sh_r1b,dev_sh_00028,71,control,app_budget,800,412,25,50,100,200,400,800,1613,1601,1601,1592,1517,1503,503,496,496,512,507,418
A+L3,sh_r1b,dev_sh_00028,71,linear,app_budget,800,504,25,50,100,200,400,800,1613,1601,1599,1592,1517,1502,503,496,494,512,507,417
A+L3,sh_r1b,dev_sh_00028,71,unguided,app_budget,800,,25,50,100,200,400,800,1702,1702,1702,1702,1697,1692,447,447,447,447,442,452
A+L3,sh_r1b,dev_sh_00029,54,control,app_budget,800,422,25,50,100,200,400,800,1077,1068,1068,1065,1065,1065,552,543,543,550,550,550
A+L3,sh_r1b,dev_sh_00029,54,linear,app_budget,800,467,25,50,100,200,400,800,1077,1068,1066,1065,1065,1065,552,543,546,550,550,550
A+L3,sh_r1b,dev_sh_00029,54,unguided,app_budget,800,,25,50,100,200,400,800,1220,1220,1220,1219,1214,1214,485,485,485,484,479,479
A+L3,sh_r1b,dev_sh_00030,150,control,app_budget,800,556,25,50,100,200,400,800,4596,4579,4449,4415,4406,4406,763,756,756,738,749,749
A+L3,sh_r1b,dev_sh_00030,150,linear,app_budget,800,597,25,50,100,200,400,800,4466,4449,4449,4417,4408,4406,763,756,756,740,746,749
A+L3,sh_r1b,dev_sh_00030,150,unguided,app_budget,800,,25,50,100,200,400,800,4880,4880,4880,4880,4880,4880,627,627,627,627,627,627
A+L3,sh_r1b,dev_sh_00031,166,control,app_budget,800,591,25,50,100,200,400,800,6889,6863,6638,6377,6350,6345,1048,1034,950,954,972,977
A+L3,sh_r1b,dev_sh_00031,166,linear,app_budget,800,579,25,50,100,200,400,800,6629,6602,6378,6378,6356,6347,1048,1033,950,950,943,954
A+L3,sh_r1b,dev_sh_00031,166,unguided,app_budget,800,,25,50,100,200,400,800,7140,7140,7140,7140,7136,7136,944,944,944,944,943,943
A+L3,sh_r1b,dev_sh_00032,137,control,app_budget,800,491,25,50,100,200,400,800,2801,2790,2786,2773,2773,2773,692,695,694,716,716,716
A+L3,sh_r1b,dev_sh_00032,137,linear,app_budget,800,491,25,50,100,200,400,800,2801,2791,2791,2774,2773,2771,692,696,696,707,716,719
A+L3,sh_r1b,dev_sh_00032,137,unguided,app_budget,800,,25,50,100,200,400,800,3085,3085,3085,3081,2926,2916,636,636,636,635,640,644
A+L3,sh_r1b,dev_sh_00033,107,control,app_budget,800,468,25,50,100,200,400,800,2841,2830,2830,2785,2785,2785,623,622,622,633,633,633
A+L3,sh_r1b,dev_sh_00033,107,linear,app_budget,800,505,25,50,100,200,400,800,2841,2830,2830,2785,2785,2785,623,622,622,633,633,633
A+L3,sh_r1b,dev_sh_00033,107,unguided,app_budget,800,,25,50,100,200,400,800,3117,3117,3117,3117,3117,3117,479,479,479,479,479,479
A+L3,sh_r1b,dev_sh_00034,81,control,app_budget,800,434,25,50,100,200,400,800,1583,1569,1569,1550,1550,1550,598,589,589,590,590,590
A+L3,sh_r1b,dev_sh_00034,81,linear,app_budget,800,440,25,50,100,200,400,800,1583,1569,1569,1550,1550,1550,598,589,589,590,590,590
A+L3,sh_r1b,dev_sh_00034,81,unguided,app_budget,800,,25,50,100,200,400,800,1790,1790,1790,1790,1785,1780,450,450,450,450,450,445
A+L3,sh_r1b,dev_sh_00035,134,control,app_budget,800,526,25,50,100,200,400,800,3401,3311,3177,3164,3089,3085,907,896,892,901,896,892
A+L3,sh_r1b,dev_sh_00035,134,linear,app_budget,800,533,25,50,100,200,400,800,3271,3258,3258,3178,3089,3089,907,898,898,895,896,896
A+L3,sh_r1b,dev_sh_00035,134,unguided,app_budget,800,,25,50,100,200,400,800,3555,3555,3555,3552,3552,3552,851,851,851,850,850,850
A+L3,sh_r1b,dev_sh_00036,115,control,app_budget,800,507,25,50,100,200,400,800,5492,5474,5474,5213,5208,5200,781,776,776,865,878,870
A+L3,sh_r1b,dev_sh_00036,115,linear,app_budget,800,557,25,50,100,200,400,800,5492,5214,5214,5213,5209,5205,781,861,861,865,861,860
A+L3,sh_r1b,dev_sh_00036,115,unguided,app_budget,800,,25,50,100,200,400,800,5528,5528,5528,5524,5524,5444,817,817,817,816,816,821
A+L3,sh_r1b,dev_sh_00037,138,control,app_budget,800,518,25,50,100,200,400,800,3401,3387,3257,3249,3173,3169,907,897,897,906,905,901
A+L3,sh_r1b,dev_sh_00037,138,linear,app_budget,800,531,25,50,100,200,400,800,3271,3258,3258,3253,3173,3173,907,898,898,895,905,905
A+L3,sh_r1b,dev_sh_00037,138,unguided,app_budget,800,,25,50,100,200,400,800,3559,3559,3559,3556,3556,3556,855,855,855,854,854,854
A+L3,sh_r1b,dev_sh_00038,105,control,app_budget,800,534,25,50,100,200,400,800,2612,2603,2603,2563,2561,2561,618,615,615,621,634,634
A+L3,sh_r1b,dev_sh_00038,105,linear,app_budget,800,539,25,50,100,200,400,800,2612,2605,2605,2564,2561,2561,618,617,617,617,634,634
A+L3,sh_r1b,dev_sh_00038,105,unguided,app_budget,800,,25,50,100,200,400,800,2969,2969,2969,2969,2814,2814,490,490,490,490,495,495
A+L3,sh_r1b,dev_sh_00040,118,control,app_budget,800,486,25,50,100,200,400,800,3895,3883,3883,3875,3868,3860,682,678,678,705,718,710
A+L3,sh_r1b,dev_sh_00040,118,linear,app_budget,800,518,25,50,100,200,400,800,3895,3883,3883,3882,3869,3868,682,678,678,682,704,718
A+L3,sh_r1b,dev_sh_00040,118,unguided,app_budget,800,,25,50,100,200,400,800,4256,4256,4256,4250,4170,4010,638,638,638,637,642,647
A+L3,sh_r1b,dev_sh_00041,121,control,app_budget,800,551,25,50,100,200,400,800,7076,7052,7052,7015,6754,6746,628,625,625,609,708,700
A+L3,sh_r1b,dev_sh_00041,121,linear,app_budget,800,554,25,50,100,200,400,800,7076,6792,6792,6792,6755,6751,628,710,710,710,694,690
A+L3,sh_r1b,dev_sh_00041,121,unguided,app_budget,800,,25,50,100,200,400,800,7238,7238,7238,7238,7238,7238,580,580,580,580,580,580
A+L3,sh_r1b,dev_sh_00043,62,control,app_budget,800,401,25,50,100,200,400,800,1298,1276,1276,1269,1269,1124,493,471,471,474,474,474
A+L3,sh_r1b,dev_sh_00043,62,linear,app_budget,800,468,25,50,100,200,400,800,1297,1276,1276,1269,1269,1269,492,471,471,474,474,474
A+L3,sh_r1b,dev_sh_00043,62,unguided,app_budget,800,,25,50,100,200,400,800,1375,1375,1375,1375,1220,1220,425,425,425,425,420,420
A+L3,sh_r1b,dev_sh_00044,51,control,app_budget,800,477,25,50,100,200,400,800,1014,993,993,991,991,991,559,538,538,536,536,536
A+L3,sh_r1b,dev_sh_00044,51,linear,app_budget,800,450,25,50,100,200,400,800,1014,993,993,991,991,991,559,538,538,536,536,536
A+L3,sh_r1b,dev_sh_00044,51,unguided,app_budget,800,,25,50,100,200,400,800,1221,1221,1221,1221,1216,1212,411,411,411,411,406,402
A+L3,sh_r1b,dev_sh_00045,115,control,app_budget,800,483,25,50,100,200,400,800,2831,2816,2751,2740,2740,2740,812,801,801,802,802,802
A+L3,sh_r1b,dev_sh_00045,115,linear,app_budget,800,524,25,50,100,200,400,800,2766,2753,2753,2742,2740,2739,812,803,803,804,802,801
A+L3,sh_r1b,dev_sh_00045,115,unguided,app_budget,800,,25,50,100,200,400,800,2916,2916,2916,2913,2913,2903,752,752,752,751,751,741
A+L3,sh_r1b,dev_sh_00046,131,control,app_budget,800,514,25,50,100,200,400,800,4154,4142,4142,4140,4125,4117,691,687,687,695,740,732
A+L3,sh_r1b,dev_sh_00046,131,linear,app_budget,800,551,25,50,100,200,400,800,4154,4142,4142,4140,4122,4122,691,687,687,695,722,722
A+L3,sh_r1b,dev_sh_00046,131,unguided,app_budget,800,,25,50,100,200,400,800,4588,4588,4588,4582,4422,4342,655,655,655,654,659,664
A+L3,sh_r1b,dev_sh_00047,116,control,app_budget,800,527,25,50,100,200,400,800,4154,4136,3912,3891,3889,3881,796,720,707,686,709,701
A+L3,sh_r1b,dev_sh_00047,116,linear,app_budget,800,536,25,50,100,200,400,800,4154,4137,3913,3912,3886,3886,796,786,698,702,691,691
A+L3,sh_r1b,dev_sh_00047,116,unguided,app_budget,800,,25,50,100,200,400,800,4641,4641,4641,4637,4637,4557,668,668,668,667,667,672
A+L3,sh_r1b,dev_sh_00048,88,control,app_budget,800,487,25,50,100,200,400,800,1891,1883,1883,1855,1855,1855,616,613,613,610,610,610
A+L3,sh_r1b,dev_sh_00048,88,linear,app_budget,800,517,25,50,100,200,400,800,1891,1885,1885,1856,1855,1855,616,615,615,606,610,610
A+L3,sh_r1b,dev_sh_00048,88,unguided,app_budget,800,,25,50,100,200,400,800,2106,2106,2106,2106,2106,2021,476,476,476,476,476,476
A+L3,sh_r1b,dev_sh_00049,115,control,app_budget,800,516,25,50,100,200,400,800,2556,2470,2466,2425,2342,2338,632,635,631,641,643,639
A+L3,sh_r1b,dev_sh_00049,115,linear,app_budget,800,549,25,50,100,200,400,800,2556,2471,2467,2357,2342,2341,632,631,627,628,643,647
A+L3,sh_r1b,dev_sh_00049,115,unguided,app_budget,800,,25,50,100,200,400,800,2913,2913,2913,2913,2913,2913,504,504,504,504,504,504
A+L3,sh_r1b,dev_sh_00050,87,control,app_budget,800,461,25,50,100,200,400,800,1957,1950,1950,1926,1926,1926,612,605,605,611,611,611
A+L3,sh_r1b,dev_sh_00050,87,linear,app_budget,800,508,25,50,100,200,400,800,1957,1950,1950,1928,1926,1926,612,605,605,598,611,611
A+L3,sh_r1b,dev_sh_00050,87,unguided,app_budget,800,,25,50,100,200,400,800,2172,2172,2172,2172,2172,2167,472,472,472,472,472,467
A+L3,sh_r1b,dev_sh_00051,51,control,app_budget,800,428,25,50,100,200,400,800,1313,1287,1287,1287,1287,1287,578,552,552,552,552,552
A+L3,sh_r1b,dev_sh_00051,51,linear,app_budget,800,451,25,50,100,200,400,800,1312,1287,1287,1287,1287,1287,577,552,552,552,552,552
A+L3,sh_r1b,dev_sh_00051,51,unguided,app_budget,800,,25,50,100,200,400,800,1443,1443,1443,1443,1443,1433,418,418,418,418,418,408
A+L3,sh_r1b,dev_sh_00052,75,control,app_budget,800,432,25,50,100,200,400,800,1399,1395,1393,1383,1383,1298,644,640,639,644,644,644
A+L3,sh_r1b,dev_sh_00052,75,linear,app_budget,800,449,25,50,100,200,400,800,1399,1395,1391,1383,1383,1382,644,640,646,644,644,643
A+L3,sh_r1b,dev_sh_00052,75,unguided,app_budget,800,,25,50,100,200,400,800,1549,1549,1549,1547,1387,1387,584,584,584,583,578,578
A+L3,sh_r1b,dev_sh_00053,88,control,app_budget,800,449,25,50,100,200,400,800,1723,1719,1717,1703,1703,1633,663,659,658,679,679,674
A+L3,sh_r1b,dev_sh_00053,88,linear,app_budget,800,440,25,50,100,200,400,800,1723,1719,1712,1703,1703,1702,663,659,662,679,679,678
A+L3,sh_r1b,dev_sh_00053,88,unguided,app_budget,800,,25,50,100,200,400,800,1869,1869,1869,1867,1787,1787,599,599,599,598,603,603
A+L3,sh_r1b,dev_sh_00054,66,control,app_budget,800,449,25,50,100,200,400,800,1637,1626,1626,1608,1608,1608,597,586,586,578,578,578
A+L3,sh_r1b,dev_sh_00054,66,linear,app_budget,800,453,25,50,100,200,400,800,1637,1626,1626,1608,1608,1608,597,586,586,578,578,578
A+L3,sh_r1b,dev_sh_00054,66,unguided,app_budget,800,,25,50,100,200,400,800,1844,1844,1844,1844,1844,1839,449,449,449,449,449,444
A+L3,sh_r1b,dev_sh_00055,104,control,app_budget,800,486,25,50,100,200,400,800,3655,3647,3647,3641,3635,3627,676,672,672,686,699,691
A+L3,sh_r1b,dev_sh_00055,104,linear,app_budget,800,515,25,50,100,200,400,800,3655,3647,3647,3647,3636,3635,676,672,672,672,685,699
A+L3,sh_r1b,dev_sh_00055,104,unguided,app_budget,800,,25,50,100,200,400,800,4073,4073,4073,4068,3988,3828,624,624,624,623,628,633
A+L3,sh_r1b,dev_sh_00056,95,control,app_budget,800,472,25,50,100,200,400,800,1808,1802,1800,1786,1786,1786,668,667,666,687,687,687
A+L3,sh_r1b,dev_sh_00056,95,linear,app_budget,800,463,25,50,100,200,400,800,1808,1803,1796,1786,1786,1785,668,668,671,687,687,686
A+L3,sh_r1b,dev_sh_00056,95,unguided,app_budget,800,,25,50,100,200,400,800,1962,1962,1962,1960,1960,1950,612,612,612,611,611,606
A+L3,sh_r1b,dev_sh_00057,85,control,app_budget,800,485,25,50,100,200,400,800,3156,3148,3148,3146,3137,3129,662,658,658,681,685,677
A+L3,sh_r1b,dev_sh_00057,85,linear,app_budget,800,510,25,50,100,200,400,800,3156,3148,3148,3148,3139,3139,662,658,658,658,662,662
A+L3,sh_r1b,dev_sh_00057,85,unguided,app_budget,800,,25,50,100,200,400,800,3444,3444,3444,3440,3360,3200,610,610,610,609,614,619
A+L3,sh_r1b,dev_sh_00058,146,control,app_budget,800,564,25,50,100,200,400,800,6242,6224,5964,5963,5950,5949,916,911,911,915,931,945
A+L3,sh_r1b,dev_sh_00058,146,linear,app_budget,800,581,25,50,100,200,400,800,5982,5964,5964,5964,5952,5949,916,911,911,911,918,945
A+L3,sh_r1b,dev_sh_00058,146,unguided,app_budget,800,,25,50,100,200,400,800,6420,6420,6420,6415,6415,6415,884,884,884,883,883,883
A+L3,sh_r1b,dev_sh_00059,55,control,app_budget,800,418,25,50,100,200,400,800,988,963,963,957,957,957,473,448,448,457,457,457
A+L3,sh_r1b,dev_sh_00059,55,linear,app_budget,800,443,25,50,100,200,400,800,988,963,958,957,957,956,473,448,453,457,457,456
A+L3,sh_r1b,dev_sh_00059,55,unguided,app_budget,800,,25,50,100,200,400,800,1057,1057,1057,1057,1052,1047,397,397,397,397,392,387
A+L3,sh_r1b,dev_sh_00060,79,control,app_budget,800,435,25,50,100,200,400,800,1808,1798,1798,1773,1773,1773,613,603,603,603,603,603
A+L3,sh_r1b,dev_sh_00060,79,linear,app_budget,800,484,25,50,100,200,400,800,1808,1798,1798,1773,1773,1773,613,603,603,603,603,603
A+L3,sh_r1b,dev_sh_00060,79,unguided,app_budget,800,,25,50,100,200,400,800,2019,2019,2019,2019,2019,2019,469,469,469,469,469,469
A+L3,sh_r1b,dev_sh_00061,51,control,app_budget,800,331,25,50,100,200,400,800,813,808,802,731,727,726,353,353,367,366,362,366
A+L3,sh_r1b,dev_sh_00061,51,linear,app_budget,800,347,25,50,100,200,400,800,813,808,801,731,727,724,353,353,371,366,362,359
A+L3,sh_r1b,dev_sh_00061,51,unguided,app_budget,800,,25,50,100,200,400,800,821,821,821,741,736,723,361,361,361,366,371,363
A+L3,sh_r1b,dev_sh_00062,106,control,app_budget,800,502,25,50,100,200,400,800,5342,5324,5324,5059,5054,5046,781,776,776,861,874,866
A+L3,sh_r1b,dev_sh_00062,106,linear,app_budget,800,551,25,50,100,200,400,800,5342,5064,5064,5059,5059,5054,781,861,861,861,861,874
A+L3,sh_r1b,dev_sh_00062,106,unguided,app_budget,800,,25,50,100,200,400,800,5374,5374,5374,5370,5370,5370,813,813,813,812,812,812
A+L3,sh_r1b,dev_sh_00063,123,control,app_budget,800,542,25,50,100,200,400,800,2815,2805,2805,2759,2759,2759,641,640,640,665,665,665
A+L3,sh_r1b,dev_sh_00063,123,linear,app_budget,800,513,25,50,100,200,400,800,2815,2805,2805,2767,2759,2757,641,640,640,638,665,664
A+L3,sh_r1b,dev_sh_00063,123,unguided,app_budget,800,,25,50,100,200,400,800,3225,3225,3225,3225,3225,3220,501,501,501,501,501,501
A+L3,sh_r1b,dev_sh_00064,104,control,app_budget,800,503,25,50,100,200,400,800,2188,2179,2179,2133,2133,2133,609,609,609,624,624,624
A+L3,sh_r1b,dev_sh_00064,104,linear,app_budget,800,483,25,50,100,200,400,800,2188,2179,2179,2133,2133,2133,609,609,609,624,624,624
A+L3,sh_r1b,dev_sh_00064,104,unguided,app_budget,800,,25,50,100,200,400,800,2598,2598,2598,2598,2598,2598,469,469,469,469,469,469
A+L3,sh_r1b,dev_sh_00065,106,control,app_budget,800,457,25,50,100,200,400,800,2062,2052,2049,2040,2040,2040,672,667,666,697,697,697
A+L3,sh_r1b,dev_sh_00065,106,linear,app_budget,800,477,25,50,100,200,400,800,2062,2053,2046,2040,2040,2040,672,668,686,697,697,697
A+L3,sh_r1b,dev_sh_00065,106,unguided,app_budget,800,,25,50,100,200,400,800,2277,2277,2277,2274,2274,2274,612,612,612,611,611,611
A+L3,sh_r1b,dev_sh_00066,69,control,app_budget,800,448,25,50,100,200,400,800,1397,1387,1387,1383,1383,1383,643,633,633,644,644,644
A+L3,sh_r1b,dev_sh_00066,69,linear,app_budget,800,513,25,50,100,200,400,800,1397,1387,1386,1383,1383,1383,643,633,637,644,644,644
A+L3,sh_r1b,dev_sh_00066,69,unguided,app_budget,800,,25,50,100,200,400,800,1549,1549,1549,1547,1537,1537,584,584,584,583,573,573
A+L3,sh_r1b,dev_sh_00067,115,control,app_budget,800,534,25,50,100,200,400,800,2716,2705,2705,2673,2671,2671,633,632,632,645,648,648
A+L3,sh_r1b,dev_sh_00067,115,linear,app_budget,800,537,25,50,100,200,400,800,2716,2706,2706,2675,2671,2671,633,628,628,642,648,648
A+L3,sh_r1b,dev_sh_00067,115,unguided,app_budget,800,,25,50,100,200,400,800,3077,3077,3077,3077,2837,2837,509,509,509,509,509,509
A+L3,sh_r1b,dev_sh_00068,76,control,app_budget,800,465,25,50,100,200,400,800,1653,1642,1642,1617,1617,1529,603,592,592,587,587,514
A+L3,sh_r1b,dev_sh_00068,76,linear,app_budget,800,491,25,50,100,200,400,800,1653,1642,1642,1617,1617,1617,603,592,592,587,587,587
A+L3,sh_r1b,dev_sh_00068,76,unguided,app_budget,800,,25,50,100,200,400,800,1868,1868,1868,1868,1708,1708,463,463,463,463,458,458
A+L3,sh_r1b,dev_sh_00069,104,control,app_budget,800,436,25,50,100,200,400,800,1996,1988,1986,1972,1972,1972,672,668,667,688,688,688
A+L3,sh_r1b,dev_sh_00069,104,linear,app_budget,800,447,25,50,100,200,400,800,1996,1988,1980,1972,1972,1970,672,668,680,688,688,687
A+L3,sh_r1b,dev_sh_00069,104,unguided,app_budget,800,,25,50,100,200,400,800,2207,2207,2207,2205,2205,2130,608,608,608,607,607,607
A+L3,sh_r1b,dev_sh_00073,66,control,app_budget,800,446,25,50,100,200,400,800,1637,1627,1627,1608,1608,1608,597,587,587,583,583,583
A+L3,sh_r1b,dev_sh_00073,66,linear,app_budget,800,476,25,50,100,200,400,800,1637,1627,1627,1608,1608,1607,597,587,587,583,583,582
A+L3,sh_r1b,dev_sh_00073,66,unguided,app_budget,800,,25,50,100,200,400,800,1844,1844,1844,1844,1839,1839,449,449,449,449,444,444
A+L3,sh_r1b,dev_sh_00074,89,control,app_budget,800,454,25,50,100,200,400,800,1722,1713,1711,1627,1623,1623,662,653,652,673,669,669
