era,set,n,B,arm,metric,median_ratio,q1_ratio,q3_ratio,improved,unchanged,worse,median_ratio_4B_vs_unguided_B,improved_4B,worse_4B,median_apps_at_stop,stop_reasons,median_classes_at_stop,median_app_actual_arm_at_B,median_app_actual_unguided_at_B
A-retired-head-b26506bd,sh_r1b,95,200,unguided,-,1.0,1.0,1.0,0,95,0,0.9979,0,0,847,"{""app_budget"": 95}",516,216,216
A0-r1b-exact-14125f10,bezier_bil,80,100,control,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_bil,80,100,control,dag,0.8,0.7978,0.9366,80,0,0,0.7416,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_bil,80,100,linear,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_bil,80,100,linear,dag,0.8,0.7978,0.9366,80,0,0,0.7416,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_bil,80,200,control,tree_dp,0.9098,0.9098,0.9934,60,20,0,0.8568,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_bil,80,200,control,dag,0.814,0.7978,0.9654,60,20,0,0.7846,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_bil,80,200,linear,tree_dp,0.8855,0.8568,0.9753,60,20,0,0.8568,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_bil,80,200,linear,dag,0.7846,0.7416,0.9535,60,20,0,0.7416,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_bil,80,100,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,807.0,"{""app_budget"": 80}",561.0,110.0,110.0
A0-r1b-exact-14125f10,bezier_bil,80,200,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,807.0,"{""app_budget"": 80}",561.0,210.0,210.0
A0-r1b-exact-14125f10,bezier_r1b,80,100,control,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_r1b,80,100,control,dag,0.8,0.7978,0.9366,80,0,0,0.7416,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_r1b,80,100,linear,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_r1b,80,100,linear,dag,0.8,0.7978,0.9366,80,0,0,0.7416,80,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,100.0,110.0
A0-r1b-exact-14125f10,bezier_r1b,80,200,control,tree_dp,0.9098,0.9098,0.9934,60,20,0,0.8568,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_r1b,80,200,control,dag,0.814,0.7978,0.9654,60,20,0,0.7846,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",522.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_r1b,80,200,linear,tree_dp,0.8855,0.8568,0.9753,60,20,0,0.8568,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_r1b,80,200,linear,dag,0.7846,0.7416,0.9535,60,20,0,0.7416,60,0,800.0,"{""app_budget"": 60, ""quiesced"": 20}",555.0,200.0,210.0
A0-r1b-exact-14125f10,bezier_r1b,80,100,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,807.0,"{""app_budget"": 80}",561.0,110.0,110.0
A0-r1b-exact-14125f10,bezier_r1b,80,200,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,807.0,"{""app_budget"": 80}",561.0,210.0,210.0
A0-r1b-exact-14125f10,dev,334,100,control,tree_dp,0.5655,0.0069,0.7012,321,4,9,0.5391,314,16,294.0,"{""app_budget"": 75, ""quiesced"": 259}",232.0,100.0,111.0
A0-r1b-exact-14125f10,dev,334,100,control,dag,0.6584,0.5658,0.7355,329,4,1,0.648,329,1,294.0,"{""app_budget"": 75, ""quiesced"": 259}",232.0,100.0,111.0
A0-r1b-exact-14125f10,dev,334,100,linear,tree_dp,0.5366,0.0041,0.6816,323,4,7,0.5366,317,13,293.0,"{""app_budget"": 78, ""quiesced"": 256}",225.5,100.0,111.0
A0-r1b-exact-14125f10,dev,334,100,linear,dag,0.6528,0.5658,0.7257,329,4,1,0.647,329,1,293.0,"{""app_budget"": 78, ""quiesced"": 256}",225.5,100.0,111.0
A0-r1b-exact-14125f10,dev,334,200,control,tree_dp,0.6991,0.5218,1.0,245,71,18,0.698,242,21,294.0,"{""app_budget"": 75, ""quiesced"": 259}",232.0,200.0,208.0
A0-r1b-exact-14125f10,dev,334,200,control,dag,0.7374,0.6505,1.0,244,68,22,0.7272,243,23,294.0,"{""app_budget"": 75, ""quiesced"": 259}",232.0,200.0,208.0
A0-r1b-exact-14125f10,dev,334,200,linear,tree_dp,0.6959,0.5102,1.0,245,71,18,0.6997,241,23,293.0,"{""app_budget"": 78, ""quiesced"": 256}",225.5,200.0,208.0
A0-r1b-exact-14125f10,dev,334,200,linear,dag,0.7307,0.6417,1.0,243,68,23,0.7271,243,23,293.0,"{""app_budget"": 78, ""quiesced"": 256}",225.5,200.0,208.0
A0-r1b-exact-14125f10,dev,334,100,unguided,-,1.0,1.0,1.0,0,334,0,0.7176,0,0,808.0,"{""app_budget"": 221, ""quiesced"": 113}",289.5,111.0,111.0
A0-r1b-exact-14125f10,dev,334,200,unguided,-,1.0,1.0,1.0,0,334,0,0.8284,0,0,808.0,"{""app_budget"": 221, ""quiesced"": 113}",289.5,208.0,208.0
A0-r1b-exact-14125f10,sh_bil,100,100,control,tree_dp,0.9064,0.8925,0.932,100,0,0,0.8928,100,0,800.0,"{""app_budget"": 99, ""quiesced"": 1}",500.5,100.0,123.5
A0-r1b-exact-14125f10,sh_bil,100,100,control,dag,1.0995,1.074,1.2194,4,0,96,1.1127,3,97,800.0,"{""app_budget"": 99, ""quiesced"": 1}",500.5,100.0,123.5
A0-r1b-exact-14125f10,sh_bil,100,100,linear,tree_dp,0.9047,0.8819,0.921,100,0,0,0.8927,100,0,800.0,"{""app_budget"": 99, ""quiesced"": 1}",516.0,100.0,123.5
A0-r1b-exact-14125f10,sh_bil,100,100,linear,dag,1.1062,1.0722,1.2314,0,0,100,1.111,10,90,800.0,"{""app_budget"": 99, ""quiesced"": 1}",516.0,100.0,123.5
A0-r1b-exact-14125f10,sh_bil,100,200,control,tree_dp,0.8974,0.8723,0.9182,100,0,0,0.8925,100,0,800.0,"{""app_budget"": 99, ""quiesced"": 1}",500.5,200.0,214.0
A0-r1b-exact-14125f10,sh_bil,100,200,control,dag,1.1197,1.081,1.2085,0,0,100,1.1244,1,99,800.0,"{""app_budget"": 99, ""quiesced"": 1}",500.5,200.0,214.0
A0-r1b-exact-14125f10,sh_bil,100,200,linear,tree_dp,0.9006,0.8739,0.9207,100,0,0,0.8925,100,0,800.0,"{""app_budget"": 99, ""quiesced"": 1}",516.0,200.0,214.0
A0-r1b-exact-14125f10,sh_bil,100,200,linear,dag,1.1197,1.0713,1.2178,0,0,100,1.1244,1,99,800.0,"{""app_budget"": 99, ""quiesced"": 1}",516.0,200.0,214.0
A0-r1b-exact-14125f10,sh_bil,100,100,unguided,-,1.0,1.0,1.0,0,100,0,0.9989,0,0,831.5,"{""app_budget"": 100}",538.0,123.5,123.5
A0-r1b-exact-14125f10,sh_bil,100,200,unguided,-,1.0,1.0,1.0,0,100,0,0.9996,0,0,831.5,"{""app_budget"": 100}",538.0,214.0,214.0
A0-r1b-exact-14125f10,sh_r1b,95,100,control,tree_dp,0.9028,0.8916,0.9222,95,0,0,0.8915,95,0,800,"{""app_budget"": 94, ""quiesced"": 1}",454,100,124
A0-r1b-exact-14125f10,sh_r1b,95,100,control,dag,1.098,1.0675,1.2772,4,0,91,1.132,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",454,100,124
A0-r1b-exact-14125f10,sh_r1b,95,100,linear,tree_dp,0.9039,0.8916,0.9184,95,0,0,0.8919,95,0,800,"{""app_budget"": 94, ""quiesced"": 1}",462,100,124
A0-r1b-exact-14125f10,sh_r1b,95,100,linear,dag,1.1138,1.0684,1.2774,0,0,95,1.1319,1,94,800,"{""app_budget"": 94, ""quiesced"": 1}",462,100,124
A0-r1b-exact-14125f10,sh_r1b,95,200,control,tree_dp,0.894,0.8782,0.9145,95,0,0,0.8913,95,0,800,"{""app_budget"": 94, ""quiesced"": 1}",454,200,216
A0-r1b-exact-14125f10,sh_r1b,95,200,control,dag,1.1334,1.0665,1.2857,0,0,95,1.1318,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",454,200,216
A0-r1b-exact-14125f10,sh_r1b,95,200,linear,tree_dp,0.8959,0.8818,0.9163,95,0,0,0.8913,95,0,800,"{""app_budget"": 94, ""quiesced"": 1}",462,200,216
A0-r1b-exact-14125f10,sh_r1b,95,200,linear,dag,1.1355,1.0691,1.2731,0,0,95,1.132,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",462,200,216
A0-r1b-exact-14125f10,sh_r1b,95,100,unguided,-,1.0,1.0,1.0,0,95,0,0.9988,0,0,847,"{""app_budget"": 95}",516,124,124
A0-r1b-exact-14125f10,sh_r1b,95,200,unguided,-,1.0,1.0,1.0,0,95,0,0.9979,0,0,847,"{""app_budget"": 95}",516,216,216
D-57decc0b-pre1120,bezier_bil,80,100,control,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.9098,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,100,control,dag,0.8,0.7978,0.9366,80,0,0,0.7988,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,100,control_label,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.7958,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,100,control_label,dag,0.7978,0.7978,0.9366,80,0,0,0.7921,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,100,linear,tree_dp,0.8568,0.8568,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,100,linear,dag,0.7978,0.7978,0.9366,80,0,0,0.814,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,200,control,tree_dp,0.9648,0.9608,0.9975,60,20,0,0.9608,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
D-57decc0b-pre1120,bezier_bil,80,200,control,dag,0.8669,0.8452,1.0,45,35,0,0.8452,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
D-57decc0b-pre1120,bezier_bil,80,200,control_label,tree_dp,0.9048,0.9048,1.0,41,20,19,0.8291,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
D-57decc0b-pre1120,bezier_bil,80,200,control_label,dag,0.7857,0.7857,0.9675,60,20,0,0.8231,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
D-57decc0b-pre1120,bezier_bil,80,200,linear,tree_dp,0.9048,0.9048,0.9969,60,20,0,0.9048,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
D-57decc0b-pre1120,bezier_bil,80,200,linear,dag,0.8701,0.7857,0.9808,60,20,0,0.8149,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
D-57decc0b-pre1120,bezier_bil,80,100,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,800.0,"{""app_budget"": 80}",518.0,100.0,100.0
D-57decc0b-pre1120,bezier_bil,80,200,unguided,-,1.0,1.0,1.0,0,80,0,1.0,0,0,800.0,"{""app_budget"": 80}",518.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,100,control,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.9098,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,100,control,dag,0.8,0.7978,0.9366,80,0,0,0.7988,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,100,control_label,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.7958,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,100,control_label,dag,0.7978,0.7978,0.9366,80,0,0,0.7921,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,100,linear,tree_dp,0.8568,0.8568,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,100,linear,dag,0.7978,0.7978,0.9366,80,0,0,0.814,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,200,control,tree_dp,0.9648,0.9608,0.9975,60,20,0,0.9608,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,200,control,dag,0.8669,0.8452,1.0,45,35,0,0.8452,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,200,control_label,tree_dp,0.9048,0.9048,1.0,41,20,19,0.8291,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,200,control_label,dag,0.7857,0.7857,0.9675,60,20,0,0.8231,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,200,linear,tree_dp,0.9048,0.9048,0.9969,60,20,0,0.9048,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,200,linear,dag,0.8701,0.7857,0.9808,60,20,0,0.8149,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
D-57decc0b-pre1120,bezier_r1b,80,100,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,800.0,"{""app_budget"": 80}",518.0,100.0,100.0
D-57decc0b-pre1120,bezier_r1b,80,200,unguided,-,1.0,1.0,1.0,0,80,0,1.0,0,0,800.0,"{""app_budget"": 80}",518.0,200.0,200.0
D-57decc0b-pre1120,dev,334,100,control,tree_dp,0.6223,0.5195,0.7103,325,7,2,0.6015,325,2,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,100.0,100.0
D-57decc0b-pre1120,dev,334,100,control,dag,0.6637,0.5735,0.7376,326,7,1,0.649,327,0,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,100.0,100.0
D-57decc0b-pre1120,dev,334,100,control_label,tree_dp,0.6221,0.5223,0.7049,326,7,1,0.599,325,2,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,100.0,100.0
D-57decc0b-pre1120,dev,334,100,control_label,dag,0.668,0.5726,0.7426,326,6,2,0.6487,327,1,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,100.0,100.0
D-57decc0b-pre1120,dev,334,100,linear,tree_dp,0.6084,0.5082,0.6986,326,7,1,0.6004,325,2,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,100.0,100.0
D-57decc0b-pre1120,dev,334,100,linear,dag,0.653,0.5662,0.7275,326,7,1,0.6481,327,0,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,100.0,100.0
D-57decc0b-pre1120,dev,334,200,control,tree_dp,0.7897,0.6414,1.0,231,95,8,0.7693,237,9,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,200.0,200.0
D-57decc0b-pre1120,dev,334,200,control,dag,0.8165,0.6916,1.0,237,85,12,0.8035,239,16,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,200.0,200.0
D-57decc0b-pre1120,dev,334,200,control_label,tree_dp,0.7863,0.6452,1.0,234,98,2,0.7708,236,3,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,200.0,200.0
D-57decc0b-pre1120,dev,334,200,control_label,dag,0.8061,0.6941,1.0,231,92,11,0.8047,231,13,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,200.0,200.0
D-57decc0b-pre1120,dev,334,200,linear,tree_dp,0.7855,0.6336,1.0,233,91,10,0.7666,236,8,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,200.0,200.0
D-57decc0b-pre1120,dev,334,200,linear,dag,0.8003,0.6724,1.0,241,80,13,0.7976,241,14,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,200.0,200.0
D-57decc0b-pre1120,dev,334,100,unguided,-,1.0,1.0,1.0,0,334,0,0.7896,0,0,800.0,"{""app_budget"": 216, ""quiesced"": 118}",282.5,100.0,100.0
D-57decc0b-pre1120,dev,334,200,unguided,-,1.0,1.0,1.0,0,334,0,0.9944,0,0,800.0,"{""app_budget"": 216, ""quiesced"": 118}",282.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,100,control,tree_dp,0.9095,0.8935,0.932,100,0,0,0.8928,100,0,800.0,"{""app_budget"": 100}",507.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,100,control,dag,1.0968,1.0274,1.2194,7,0,93,1.1195,4,96,800.0,"{""app_budget"": 100}",507.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,100,control_label,tree_dp,0.9093,0.8879,0.9511,100,0,0,0.8966,100,0,800.0,"{""app_budget"": 100}",465.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,100,control_label,dag,1.0978,1.0219,1.1928,17,0,83,1.093,14,86,800.0,"{""app_budget"": 100}",465.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,100,linear,tree_dp,0.9123,0.8922,0.9411,100,0,0,0.906,100,0,800.0,"{""app_budget"": 99, ""quiesced"": 1}",566.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,100,linear,dag,1.1063,1.0307,1.216,17,0,83,1.1256,0,100,800.0,"{""app_budget"": 99, ""quiesced"": 1}",566.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,200,control,tree_dp,0.9,0.8731,0.9209,100,0,0,0.8909,100,0,800.0,"{""app_budget"": 100}",507.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,200,control,dag,1.1197,1.0422,1.2085,2,1,97,1.1199,1,98,800.0,"{""app_budget"": 100}",507.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,200,control_label,tree_dp,0.9091,0.8883,0.9432,100,0,0,0.8936,100,0,800.0,"{""app_budget"": 100}",465.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,200,control_label,dag,1.0921,1.0165,1.1928,17,0,83,1.0921,9,87,800.0,"{""app_budget"": 100}",465.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,200,linear,tree_dp,0.9097,0.8925,0.9224,99,0,1,0.8997,99,1,800.0,"{""app_budget"": 99, ""quiesced"": 1}",566.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,200,linear,dag,1.1234,1.098,1.2401,0,0,100,1.1237,0,100,800.0,"{""app_budget"": 99, ""quiesced"": 1}",566.5,200.0,200.0
D-57decc0b-pre1120,sh_bil,100,100,unguided,-,1.0,1.0,1.0,0,100,0,0.9989,0,0,800.0,"{""app_budget"": 100}",454.5,100.0,100.0
D-57decc0b-pre1120,sh_bil,100,200,unguided,-,1.0,1.0,1.0,0,100,0,1.0,0,0,800.0,"{""app_budget"": 100}",454.5,200.0,200.0
D-57decc0b-pre1120,sh_r1b,95,100,control,tree_dp,0.9031,0.8916,0.9233,95,0,0,0.8919,95,0,800,"{""app_budget"": 95}",447,100,100
D-57decc0b-pre1120,sh_r1b,95,100,control,dag,1.0994,1.0652,1.2774,5,0,90,1.1336,0,95,800,"{""app_budget"": 95}",447,100,100
D-57decc0b-pre1120,sh_r1b,95,100,control_label,tree_dp,0.904,0.8856,0.9499,95,0,0,0.8946,95,0,800,"{""app_budget"": 95}",449,100,100
D-57decc0b-pre1120,sh_r1b,95,100,control_label,dag,1.0987,1.0587,1.2416,8,0,87,1.1007,3,92,800,"{""app_budget"": 95}",449,100,100
D-57decc0b-pre1120,sh_r1b,95,100,linear,tree_dp,0.8988,0.8885,0.9161,95,0,0,0.9037,95,0,800,"{""app_budget"": 94, ""quiesced"": 1}",537,100,100
D-57decc0b-pre1120,sh_r1b,95,100,linear,dag,1.1352,1.0819,1.3206,3,0,92,1.1316,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",537,100,100
D-57decc0b-pre1120,sh_r1b,95,200,control,tree_dp,0.8943,0.8782,0.9159,95,0,0,0.8887,95,0,800,"{""app_budget"": 95}",447,200,200
D-57decc0b-pre1120,sh_r1b,95,200,control,dag,1.1334,1.0672,1.2857,0,1,94,1.1271,1,93,800,"{""app_budget"": 95}",447,200,200
D-57decc0b-pre1120,sh_r1b,95,200,control_label,tree_dp,0.9037,0.8856,0.9295,95,0,0,0.894,95,0,800,"{""app_budget"": 95}",449,200,200
D-57decc0b-pre1120,sh_r1b,95,200,control_label,dag,1.0988,1.0599,1.2411,8,0,87,1.1015,2,92,800,"{""app_budget"": 95}",449,200,200
D-57decc0b-pre1120,sh_r1b,95,200,linear,tree_dp,0.8999,0.8885,0.9175,94,0,1,0.8996,94,1,800,"{""app_budget"": 94, ""quiesced"": 1}",537,200,200
D-57decc0b-pre1120,sh_r1b,95,200,linear,dag,1.1355,1.0914,1.3151,0,0,95,1.1295,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",537,200,200
D-57decc0b-pre1120,sh_r1b,95,100,unguided,-,1.0,1.0,1.0,0,95,0,0.9989,0,0,800,"{""app_budget"": 95}",422,100,100
D-57decc0b-pre1120,sh_r1b,95,200,unguided,-,1.0,1.0,1.0,0,95,0,1.0,0,0,800,"{""app_budget"": 95}",422,200,200
E-main-c06aa3f6,bezier_bil,80,100,control,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.9098,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,100,control,dag,0.8,0.7978,0.9366,80,0,0,0.7988,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,100,control_label,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.7958,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,100,control_label,dag,0.7978,0.7978,0.9366,80,0,0,0.7921,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,100,linear,tree_dp,0.8568,0.8568,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,100,linear,dag,0.7978,0.7978,0.9366,80,0,0,0.814,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,200,control,tree_dp,0.9648,0.9608,0.9975,60,20,0,0.9608,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
E-main-c06aa3f6,bezier_bil,80,200,control,dag,0.8669,0.8452,1.0,45,35,0,0.8452,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
E-main-c06aa3f6,bezier_bil,80,200,control_label,tree_dp,0.9048,0.9048,1.0,41,20,19,0.8291,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
E-main-c06aa3f6,bezier_bil,80,200,control_label,dag,0.7857,0.7857,0.9675,60,20,0,0.8231,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
E-main-c06aa3f6,bezier_bil,80,200,linear,tree_dp,0.9048,0.9048,0.9969,60,20,0,0.9048,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
E-main-c06aa3f6,bezier_bil,80,200,linear,dag,0.8701,0.7857,0.9808,60,20,0,0.8149,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
E-main-c06aa3f6,bezier_bil,80,100,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,800.0,"{""app_budget"": 80}",518.0,100.0,100.0
E-main-c06aa3f6,bezier_bil,80,200,unguided,-,1.0,1.0,1.0,0,80,0,1.0,0,0,800.0,"{""app_budget"": 80}",518.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,100,control,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.9098,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,100,control,dag,0.8,0.7978,0.9366,80,0,0,0.7988,80,0,800.0,"{""app_budget"": 80}",493.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,100,control_label,tree_dp,0.9098,0.9098,0.9803,80,0,0,0.7958,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,100,control_label,dag,0.7978,0.7978,0.9366,80,0,0,0.7921,80,0,800.0,"{""app_budget"": 80}",443.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,100,linear,tree_dp,0.8568,0.8568,0.9803,80,0,0,0.8568,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,100,linear,dag,0.7978,0.7978,0.9366,80,0,0,0.814,80,0,800.0,"{""app_budget"": 80}",407.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,200,control,tree_dp,0.9648,0.9608,0.9975,60,20,0,0.9608,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,200,control,dag,0.8669,0.8452,1.0,45,35,0,0.8452,60,0,800.0,"{""app_budget"": 80}",493.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,200,control_label,tree_dp,0.9048,0.9048,1.0,41,20,19,0.8291,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,200,control_label,dag,0.7857,0.7857,0.9675,60,20,0,0.8231,60,0,800.0,"{""app_budget"": 80}",443.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,200,linear,tree_dp,0.9048,0.9048,0.9969,60,20,0,0.9048,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,200,linear,dag,0.8701,0.7857,0.9808,60,20,0,0.8149,60,0,800.0,"{""app_budget"": 80}",407.0,200.0,200.0
E-main-c06aa3f6,bezier_r1b,80,100,unguided,-,1.0,1.0,1.0,0,80,0,0.9438,0,0,800.0,"{""app_budget"": 80}",518.0,100.0,100.0
E-main-c06aa3f6,bezier_r1b,80,200,unguided,-,1.0,1.0,1.0,0,80,0,1.0,0,0,800.0,"{""app_budget"": 80}",518.0,200.0,200.0
