name,category,budget,node_count,classes,reachable_classes,free_classes,branch_product_log10,stop,greedy_dag,greedy_tree,greedy_reported,treeopt_dag,treeopt_tree,exact_status,exact_dag,exact_lower_bound,exact_expansions,exact_ms,ratio,loss_dp,loss_sharing,cycle_priced_used_by_exact,cycle_priced_total,reported_matches_returned,reported_delta,dominated_candidates,dp_loss_frac,objective_miss_frac
glyph32:U+0038,glyph,production,9774,5000,4420,261,78.569,ClassCap,18500,299657,299657,18500,299657,UNSOLVED,18500,336,10692608,4000.4,NaN,0,0,0,0,true,0,316,0.000000,0.000000
glyph32:U+0039,glyph,production,8267,5000,3774,222,66.829,ClassCap,15698,255187,255187,15698,255187,UNSOLVED,15698,312,10024960,4000.1,NaN,0,0,0,0,true,0,1000,0.000000,0.000000
glyph32:U+003A,glyph,production,3655,4854,2312,535,273.781,ClassCap,6228,43501,18446744073709551615,6072,43061,UNSOLVED,6072,173,5615616,4001.4,NaN,156,0,11,11,false,-43502,1163,0.025048,0.010115
glyph32:U+003B,glyph,production,3494,4855,2307,530,275.033,ClassCap,6080,42403,18446744073709551615,5896,41911,UNSOLVED,5896,173,9095168,4000.8,NaN,184,0,12,12,false,-42404,1143,0.030263,0.011603
glyph32:U+003C,glyph,production,295,2695,415,174,103.157,ClassCap,514,790,13835058055282164275,514,790,UNSOLVED,514,81,9631744,4000.6,NaN,0,0,31,31,false,-4611686018427388131,824,0.000000,0.000000
glyph32:U+003D,glyph,production,183,1512,170,73,44.156,Quiesced,231,405,405,231,405,UNSOLVED,231,57,9072640,4000.9,NaN,0,0,0,0,true,0,535,0.000000,0.000000
glyph32:U+003E,glyph,production,295,2709,416,174,103.157,ClassCap,519,795,18446744073709551615,519,795,UNSOLVED,519,81,10176512,4000.2,NaN,0,0,48,48,false,-796,828,0.000000,0.000000
glyph32:U+003F,glyph,production,6716,5000,3176,302,101.903,ClassCap,12176,128907,18446744073709551615,12176,128907,UNSOLVED,12176,284,8290304,4000.8,NaN,0,0,9,9,false,-128908,1441,0.000000,0.000000
glyph32:U+0040,glyph,production,12056,5226,5226,0,0.000,ClassCap,23527,409366,409366,23527,409366,OPTIMAL,23527,23527,5218,5.3,1.000000,0,0,0,0,true,0,0,0.000000,0.000000
glyph32:U+0041,glyph,production,1605,4509,1340,337,186.573,ClassCap,2672,10844,10844,2672,10844,UNSOLVED,2672,152,5914624,4000.8,NaN,0,0,8,8,true,0,1673,0.000000,0.000000
glyph32:U+0042,glyph,production,4470,4975,2650,577,231.534,ClassCap,7970,57563,18446744073709551615,7957,48774,UNSOLVED,7957,189,7092224,4000.4,NaN,13,0,14,14,false,-57564,1328,0.001631,0.152685
glyph32:U+0043,glyph,production,5129,4996,2830,529,191.401,ClassCap,9459,66750,18446744073709551615,9423,63950,UNSOLVED,9423,196,10389504,4000.1,NaN,36,0,12,12,false,-66751,1408,0.003806,0.041948
glyph32:U+0044,glyph,production,2606,4367,1933,563,291.951,ClassCap,4506,31079,18446744073709551615,4497,28180,UNSOLVED,4497,169,7342080,4000.1,NaN,9,0,13,13,false,-31080,931,0.001997,0.093278
glyph32:U+0045,glyph,production,247,2779,368,197,104.586,ClassCap,335,553,4611686018427388403,335,553,UNSOLVED,329,56,10098688,4000.1,NaN,0,0,5,18,false,4611686018427387850,919,0.000000,0.000000
glyph32:U+0046,glyph,production,215,2534,329,178,93.965,ClassCap,285,471,4611686018427388321,285,471,UNSOLVED,279,56,11804672,4000.2,NaN,0,0,5,20,false,4611686018427387850,818,0.000000,0.000000
glyph32:U+0047,glyph,production,4563,4983,2695,573,223.899,ClassCap,8262,54984,18446744073709551615,8222,54732,UNSOLVED,8222,190,9127936,4000.8,NaN,40,0,12,12,false,-54985,1350,0.004841,0.004583
glyph32:U+0048,glyph,production,247,2792,367,199,105.631,ClassCap,314,562,13835058055282164111,314,562,UNSOLVED,307,60,9156608,4000.2,NaN,0,0,17,52,false,-4611686018427388067,917,0.000000,0.000000
glyph32:U+0049,glyph,production,391,3418,563,221,125.651,ClassCap,626,1041,18446744073709551615,626,1041,UNSOLVED,626,81,10588160,4000.6,NaN,0,0,73,73,false,-1042,1107,0.000000,0.000000
glyph32:U+004A,glyph,production,2425,4282,1868,608,302.260,ClassCap,4339,28910,18446744073709551615,4191,28522,UNSOLVED,4191,166,6782976,4001.0,NaN,148,0,12,12,false,-28911,890,0.034109,0.013421
glyph32:U+004B,glyph,production,617,4578,921,377,195.133,ClassCap,1047,2835,18446744073709551615,1047,2835,UNSOLVED,1047,143,15001600,3518.2,NaN,0,0,69,69,false,-2836,1743,0.000000,0.000000
glyph32:U+004C,glyph,production,151,3360,420,233,128.630,ClassCap,185,307,4611686018427388157,185,307,UNSOLVED,169,52,8007680,4000.1,NaN,0,0,6,41,false,4611686018427387850,1031,0.000000,0.000000
glyph32:U+004D,glyph,production,2345,4914,1703,453,231.732,ClassCap,4133,17380,17380,4133,17380,UNSOLVED,4133,161,9840640,4000.3,NaN,0,0,14,14,true,0,1601,0.000000,0.000000
glyph32:U+004E,glyph,production,1399,4653,1325,386,205.333,ClassCap,2457,8960,8960,2457,8960,UNSOLVED,2457,161,9433088,4000.8,NaN,0,0,6,6,true,0,1799,0.000000,0.000000
glyph32:U+004F,glyph,production,5945,5000,3006,450,156.874,ClassCap,10769,94867,18446744073709551615,10753,93361,UNSOLVED,10753,232,9152512,4000.3,NaN,16,0,10,10,false,-94868,1394,0.001486,0.015875
glyph32:U+0050,glyph,production,2409,4880,1714,487,250.557,ClassCap,3990,21912,21912,3990,21912,UNSOLVED,3990,161,8349696,4000.3,NaN,0,0,4,4,true,0,1583,0.000000,0.000000
glyph32:U+0051,glyph,production,6053,5000,3029,436,152.732,ClassCap,10749,96355,18446744073709551615,10741,95477,UNSOLVED,10741,240,10342400,4000.2,NaN,8,0,11,11,false,-96356,1382,0.000744,0.009112
glyph32:U+0052,glyph,production,2710,4509,2000,589,300.520,ClassCap,4725,31606,18446744073709551615,4716,28650,UNSOLVED,4716,173,12580864,4000.4,NaN,9,0,15,15,false,-31607,968,0.001905,0.093527
glyph32:U+0053,glyph,production,7616,5000,3414,207,62.313,ClassCap,14066,151765,18446744073709551615,14066,151765,UNSOLVED,14066,304,12431360,4000.1,NaN,0,0,6,6,false,-151766,1367,0.000000,0.000000
glyph32:U+0054,glyph,production,183,3520,466,232,128.532,ClassCap,227,394,9223372036854776093,227,394,UNSOLVED,214,56,7444480,4000.3,NaN,0,0,12,60,false,9223372036854775699,1097,0.000000,0.000000
glyph32:U+0055,glyph,production,2899,4686,2079,629,312.855,ClassCap,5170,34067,18446744073709551615,5006,33627,UNSOLVED,5006,173,5380096,4001.0,NaN,164,0,13,13,false,-34068,1035,0.031721,0.012916
glyph32:U+0056,glyph,production,1573,4614,1319,365,195.305,ClassCap,2647,11054,11054,2647,11054,UNSOLVED,2647,153,5144576,4001.0,NaN,0,0,8,8,true,0,1867,0.000000,0.000000
glyph32:U+0057,glyph,production,7232,5000,3271,217,65.500,ClassCap,13499,140483,18446744073709551615,13494,129208,UNSOLVED,13494,316,15001600,3902.6,NaN,5,0,11,11,false,-140484,1485,0.000370,0.080259
glyph32:U+0058,glyph,production,343,3607,623,243,133.018,ClassCap,652,963,18446744073709551615,652,963,UNSOLVED,652,85,12431360,4000.3,NaN,0,0,49,49,false,-964,1133,0.000000,0.000000
glyph32:U+0059,glyph,production,263,2684,411,177,102.108,ClassCap,437,687,13835058055282164173,437,687,UNSOLVED,437,77,14772224,4000.4,NaN,0,0,37,37,false,-4611686018427388130,782,0.000000,0.000000
glyph32:U+005A,glyph,production,255,3357,457,237,122.788,ClassCap,393,611,13835058055282164135,393,611,UNSOLVED,393,72,9039872,4000.8,NaN,0,0,45,45,false,-4611686018427388092,1091,0.000000,0.000000
glyph32:U+005B,glyph,production,183,1518,174,73,44.156,Quiesced,234,400,400,234,400,UNSOLVED,234,56,9222144,4000.0,NaN,0,0,0,0,true,0,534,0.000000,0.000000
glyph32:U+005C,glyph,production,127,3444,446,204,108.704,ClassCap,166,266,4611686018427388097,172,263,UNSOLVED,166,63,14512128,4000.3,NaN,-6,0,42,42,false,4611686018427387831,1176,-0.036145,0.011278
glyph32:U+005D,glyph,production,183,1516,176,73,44.156,Quiesced,244,410,410,244,410,UNSOLVED,244,57,9844736,4000.3,NaN,0,0,0,0,true,0,536,0.000000,0.000000
glyph32:U+005E,glyph,production,199,2889,416,214,119.648,ClassCap,319,501,501,319,501,UNSOLVED,319,72,15001600,3655.3,NaN,0,0,0,0,true,0,926,0.000000,0.000000
glyph32:U+005F,glyph,production,119,2992,318,152,83.824,ClassCap,129,216,9223372036854775938,129,216,OPTIMAL,129,129,55789,17.8,1.000000,0,0,19,19,false,9223372036854775722,944,0.000000,0.000000
glyph32:U+0060,glyph,production,1722,4689,1342,383,202.119,ClassCap,2827,13614,13614,2827,13614,UNSOLVED,2827,154,10293248,4000.6,NaN,0,0,3,3,true,0,1984,0.000000,0.000000
glyph32:U+0061,glyph,production,5743,5000,3007,437,154.591,ClassCap,10612,88199,18446744073709551615,10600,86901,UNSOLVED,10600,252,6098944,4001.1,NaN,12,0,12,12,false,-88200,1391,0.001131,0.014717
glyph32:U+0062,glyph,production,5129,4995,2824,528,191.805,ClassCap,9434,65528,18446744073709551615,9394,62530,UNSOLVED,9394,194,9594880,4000.7,NaN,40,0,12,12,false,-65529,1408,0.004240,0.045751
glyph32:U+0063,glyph,production,4671,4984,2700,565,219.110,ClassCap,8419,57148,18446744073709551615,8383,56908,UNSOLVED,8383,186,7106560,4000.1,NaN,36,0,12,12,false,-57149,1369,0.004276,0.004200
glyph32:U+0064,glyph,production,5864,5000,3022,436,151.825,ClassCap,10763,92357,18446744073709551615,10755,91483,UNSOLVED,10755,248,11649024,4000.5,NaN,8,0,11,11,false,-92358,1393,0.000743,0.009463
glyph32:U+0065,glyph,production,4872,4989,2751,539,204.543,ClassCap,8766,59599,18446744073709551615,8738,59367,UNSOLVED,8738,190,9101312,4000.3,NaN,28,0,12,12,false,-59600,1400,0.003194,0.003893
glyph32:U+0066,glyph,production,2364,4880,1682,480,247.414,ClassCap,3955,20783,20783,3955,20783,UNSOLVED,3955,161,5853184,4000.7,NaN,0,0,4,4,true,0,1590,0.000000,0.000000
glyph32:U+0067,glyph,production,7009,5000,3208,240,76.422,ClassCap,12799,135627,18446744073709551615,12799,135627,UNSOLVED,12799,304,15001600,3745.9,NaN,0,0,9,9,false,-135628,1511,0.000000,0.000000
glyph32:U+0068,glyph,production,2931,4717,2082,634,314.661,ClassCap,5045,34505,18446744073709551615,5036,31276,UNSOLVED,5036,173,4984832,4000.5,NaN,9,0,15,15,false,-34506,1040,0.001784,0.093581
glyph32:U+0069,glyph,production,2123,4727,1455,414,217.069,ClassCap,3510,16899,16899,3510,16899,UNSOLVED,3510,153,4540416,4001.6,NaN,0,0,4,4,true,0,1774,0.000000,0.000000
glyph32:U+006A,glyph,production,4293,4971,2597,611,254.510,ClassCap,7523,50935,18446744073709551615,7463,50651,UNSOLVED,7463,189,7811072,4000.1,NaN,60,0,11,11,false,-50936,1267,0.007976,0.005576
glyph32:U+006B,glyph,production,1460,4460,1306,316,180.326,ClassCap,2517,9653,9653,2517,9653,UNSOLVED,2517,157,5926912,4001.3,NaN,0,0,8,8,true,0,1627,0.000000,0.000000
glyph32:U+006C,glyph,production,323,3007,465,201,114.683,ClassCap,522,844,18446744073709551615,522,844,UNSOLVED,522,81,12939264,4000.3,NaN,0,0,73,73,false,-845,887,0.000000,0.000000
glyph32:U+006D,glyph,production,5289,4998,2856,513,182.469,ClassCap,9624,72339,18446744073709551615,9611,61210,UNSOLVED,9611,216,10422272,4000.3,NaN,13,0,15,15,false,-72340,1413,0.001351,0.153845
glyph32:U+006E,glyph,production,2264,4826,1631,462,239.490,ClassCap,3759,20193,20193,3759,20193,UNSOLVED,3759,161,5986304,4000.4,NaN,0,0,4,4,true,0,1643,0.000000,0.000000
glyph32:U+006F,glyph,production,5716,5000,2947,486,170.120,ClassCap,10262,81341,18446744073709551615,10226,77949,UNSOLVED,10226,216,7370752,4000.4,NaN,36,0,10,10,false,-81342,1399,0.003508,0.041701
glyph32:U+0070,glyph,production,5406,4999,2901,497,176.562,ClassCap,9922,74045,18446744073709551615,9882,70061,UNSOLVED,9882,212,14790656,4000.2,NaN,40,0,13,13,false,-74046,1405,0.004031,0.053805
glyph32:U+0071,glyph,production,5046,4992,2802,540,199.975,ClassCap,9172,60785,18446744073709551615,9160,59789,UNSOLVED,9160,196,10338304,4000.7,NaN,12,0,11,11,false,-60786,1392,0.001308,0.016386
glyph32:U+0072,glyph,production,2456,4912,1804,543,270.398,ClassCap,4180,21630,21630,4180,21630,UNSOLVED,4180,161,9017344,4000.5,NaN,0,0,5,5,true,0,1403,0.000000,0.000000
glyph32:U+0073,glyph,production,6929,5000,3201,252,81.540,ClassCap,12680,135729,18446744073709551615,12680,135729,UNSOLVED,12680,292,8947712,4000.2,NaN,0,0,9,9,false,-135730,1497,0.000000,0.000000
glyph32:U+0074,glyph,production,2421,4905,1796,539,269.031,ClassCap,4109,21246,21246,4109,21246,UNSOLVED,4109,170,9986048,4000.8,NaN,0,0,3,3,true,0,1447,0.000000,0.000000
glyph32:U+0075,glyph,production,2493,4898,1809,549,273.951,ClassCap,4153,22609,22609,4153,22609,UNSOLVED,4153,166,5492736,4000.8,NaN,0,0,3,3,true,0,1432,0.000000,0.000000
glyph32:U+0076,glyph,production,1115,4236,1182,425,222.645,ClassCap,1760,7420,7420,1760,7420,UNSOLVED,1760,145,4542464,4002.3,NaN,0,0,6,6,true,0,1302,0.000000,0.000000
glyph32:U+0077,glyph,production,3663,4937,2492,592,270.069,ClassCap,6602,46916,18446744073709551615,6589,39718,UNSOLVED,6589,189,8271872,4000.5,NaN,13,0,16,16,false,-46917,1167,0.001969,0.153423
glyph32:U+0078,glyph,production,343,3590,616,244,133.408,ClassCap,639,963,18446744073709551615,639,963,UNSOLVED,639,85,13957120,4000.4,NaN,0,0,48,48,false,-964,1127,0.000000,0.000000
glyph32:U+0079,glyph,production,3530,4915,2436,558,273.551,ClassCap,6403,42411,18446744073709551615,6283,42031,UNSOLVED,6283,185,5629952,4000.8,NaN,120,0,13,13,false,-42412,1136,0.018741,0.008960
glyph32:U+007A,glyph,production,255,3358,458,237,122.788,ClassCap,393,611,13835058055282164135,393,611,UNSOLVED,393,72,9568256,4000.1,NaN,0,0,45,45,false,-4611686018427388092,1091,0.000000,0.000000
glyph32:U+007B,glyph,production,4598,4984,2694,570,224.262,ClassCap,8205,53436,18446744073709551615,8169,53180,UNSOLVED,8169,198,7360512,4000.1,NaN,36,0,15,15,false,-53437,1344,0.004388,0.004791
glyph32:U+007C,glyph,production,119,1043,111,44,26.156,Quiesced,133,232,4611686018427388081,133,232,OPTIMAL,133,133,633264,322.6,1.000000,0,0,15,15,false,4611686018427387849,346,0.000000,0.000000
glyph32:U+007D,glyph,production,4598,4983,2688,570,224.734,ClassCap,8215,53436,18446744073709551615,8175,53172,UNSOLVED,8175,198,7264256,4000.4,NaN,40,0,13,13,false,-53437,1345,0.004869,0.004940
glyph32:U+007E,glyph,production,5093,4996,2812,535,194.095,ClassCap,9370,67223,18446744073709551615,9338,65033,UNSOLVED,9338,192,9431040,4000.5,NaN,32,0,10,10,false,-67224,1415,0.003415,0.032578
psychedelic,psychedelic,production,102,4847,946,395,213.052,ClassCap,766,4059,4059,766,4059,UNSOLVED,766,196,15001600,3838.0,NaN,0,0,127,127,true,0,2150,0.000000,0.000000
shader:cosine_palette,shader,production,40,1767,474,315,154.186,ClassCap,296,406,406,296,406,UNSOLVED,296,123,6506496,4001.8,NaN,0,0,109,109,true,0,277,0.000000,0.000000
shader:domain_warp_fbm,shader,production,84,4577,1240,538,293.590,ClassCap,444,2206,2206,444,2206,UNSOLVED,444,207,12263424,4000.2,NaN,0,0,4,4,true,0,1269,0.000000,0.000000
shader:gyroid_slice,shader,production,44,779,104,64,51.223,Quiesced,938,1007,1007,938,1007,OPTIMAL,938,938,2414398,384.5,1.000000,0,0,0,0,true,0,266,0.000000,0.000000
shader:julia_set,shader,production,122,4533,819,400,251.886,ClassCap,716,14151801,18446744073709551615,676,10360711,UNSOLVED,676,384,5646336,4001.4,NaN,40,0,179,179,false,-14151802,1617,0.055866,0.267887
shader:kaleidoscope_fold,shader,production,46,131,57,13,5.845,Quiesced,554,1819,1819,554,1819,OPTIMAL,554,554,5496,0.8,1.000000,0,0,0,0,true,0,49,0.000000,0.000000
shader:mandelbrot_distance,shader,production,152,3678,415,171,95.801,ClassCap,576,910369,18446744073709551615,527,775353,UNSOLVED,527,219,1572864,4003.5,NaN,49,0,284,284,false,-910370,1459,0.085069,0.148309
shader:metaballs,shader,production,62,2584,286,161,89.868,ClassCap,158,415,4611686018427387903,135,395,UNSOLVED,135,55,12066816,4000.9,NaN,23,0,39,39,false,4611686018427387488,842,0.145570,0.048193
shader:plasma,shader,production,41,1822,336,245,134.771,ClassCap,363,417,417,363,417,OPTIMAL,363,363,10296294,2325.1,1.000000,0,0,0,0,true,0,590,0.000000,0.000000
shader:smooth_min_scene,shader,production,43,1219,160,85,53.894,ClassCap,136,438,438,126,428,OPTIMAL,126,126,68650,26.7,1.079365,10,0,7,7,true,0,411,0.073529,0.022831
shader:smoothstep_vignette,shader,production,64,283,82,26,13.609,Quiesced,161,691,691,161,691,OPTIMAL,161,161,648664,127.4,1.000000,0,0,0,0,true,0,115,0.000000,0.000000
shader:star_sdf,shader,production,66,3828,632,421,253.353,ClassCap,169,2357,2357,169,2357,UNSOLVED,169,101,9703424,4000.0,NaN,0,0,0,0,true,0,1092,0.000000,0.000000
shader:torus_slice,shader,production,42,1291,166,121,78.687,ClassCap,141,297,297,141,297,UNSOLVED,131,62,13737984,4000.0,NaN,0,0,0,2,true,0,551,0.000000,0.000000
synth_d2_s0,synthetic,production,16,25,15,3,0.903,Quiesced,103,103,103,103,103,OPTIMAL,103,103,12,0.0,1.000000,0,0,0,0,true,0,7,0.000000,0.000000
synth_d2_s1,synthetic,production,14,17,8,2,0.778,Quiesced,204,204,204,204,204,OPTIMAL,204,204,0,0.0,1.000000,0,0,0,0,true,0,6,0.000000,0.000000
synth_d2_s2,synthetic,production,11,13,9,2,0.602,Quiesced,348,348,348,348,348,OPTIMAL,348,348,9,0.0,1.000000,0,0,0,1,true,0,2,0.000000,0.000000
synth_d2_s3,synthetic,production,24,60,22,8,3.362,Quiesced,169,169,169,169,169,OPTIMAL,169,169,53,0.0,1.000000,0,0,0,1,true,0,23,0.000000,0.000000
synth_d2_s4,synthetic,production,21,40,17,2,0.778,Quiesced,54,54,54,54,54,OPTIMAL,54,54,17,0.0,1.000000,0,0,0,1,true,0,19,0.000000,0.000000
synth_d2_s5,synthetic,production,14,19,10,3,1.079,Quiesced,31,31,31,31,31,OPTIMAL,31,31,0,0.0,1.000000,0,0,0,0,true,0,5,0.000000,0.000000
synth_d2_s6,synthetic,production,20,27,12,2,0.602,Quiesced,279,279,279,279,279,OPTIMAL,279,279,9,0.0,1.000000,0,0,0,1,true,0,12,0.000000,0.000000
synth_d2_s7,synthetic,production,23,27,15,4,1.204,Quiesced,424,424,424,424,424,OPTIMAL,424,424,17,0.0,1.000000,0,0,0,3,true,0,8,0.000000,0.000000
synth_d2_s8,synthetic,production,8,10,6,1,0.301,Quiesced,105,105,105,105,105,OPTIMAL,105,105,0,0.0,1.000000,0,0,1,1,true,0,3,0.000000,0.000000
synth_d2_s9,synthetic,production,8,13,5,0,0.000,Quiesced,92,92,92,92,92,OPTIMAL,92,92,0,0.0,1.000000,0,0,0,0,true,0,7,0.000000,0.000000
synth_d2_s10,synthetic,production,12,15,7,2,0.778,Quiesced,21,21,21,21,21,OPTIMAL,21,21,0,0.0,1.000000,0,0,1,1,true,0,5,0.000000,0.000000
synth_d2_s11,synthetic,production,7,8,5,2,0.602,Quiesced,154,154,154,154,154,OPTIMAL,154,154,0,0.0,1.000000,0,0,1,1,true,0,1,0.000000,0.000000
synth_d3_s0,synthetic,production,19,37,17,6,2.107,Quiesced,163,163,163,163,163,OPTIMAL,163,163,45,0.0,1.000000,0,0,0,0,true,0,12,0.000000,0.000000
synth_d3_s1,synthetic,production,30,35,18,3,0.903,Quiesced,361,368,368,361,368,OPTIMAL,361,361,22,0.0,1.000000,0,0,0,1,true,0,12,0.000000,0.000000
synth_d3_s2,synthetic,production,14,18,12,1,0.301,Quiesced,318,318,318,318,318,OPTIMAL,318,318,12,0.0,1.000000,0,0,0,0,true,0,5,0.000000,0.000000
synth_d3_s3,synthetic,production,30,39,22,4,1.380,Quiesced,325,325,325,325,325,OPTIMAL,325,325,36,0.0,1.000000,0,0,0,3,true,0,12,0.000000,0.000000
synth_d3_s4,synthetic,production,24,64,31,7,3.158,Quiesced,188,188,188,188,188,OPTIMAL,188,188,66,0.0,1.000000,0,0,0,1,true,0,19,0.000000,0.000000
synth_d3_s5,synthetic,production,18,45,18,5,2.350,Quiesced,40,40,40,40,40,OPTIMAL,40,40,12,0.0,1.000000,0,0,0,1,true,0,15,0.000000,0.000000
synth_d3_s6,synthetic,production,42,461,78,47,31.670,Quiesced,240,411,411,240,411,OPTIMAL,240,240,323255,56.3,1.000000,0,0,0,1,true,0,160,0.000000,0.000000
synth_d3_s7,synthetic,production,6,7,5,2,0.602,Quiesced,219,219,219,219,219,OPTIMAL,219,219,0,0.0,1.000000,0,0,0,0,true,0,0,0.000000,0.000000
synth_d3_s8,synthetic,production,9,12,8,2,0.602,Quiesced,98,98,98,98,98,OPTIMAL,98,98,0,0.0,1.000000,0,0,0,0,true,0,2,0.000000,0.000000
synth_d3_s9,synthetic,production,14,19,12,1,0.301,Quiesced,33,33,33,33,33,OPTIMAL,33,33,11,0.0,1.000000,0,0,0,0,true,0,6,0.000000,0.000000
synth_d3_s10,synthetic,production,20,43,20,8,2.885,Quiesced,90,90,90,90,90,OPTIMAL,90,90,0,0.0,1.000000,0,0,0,0,true,0,11,0.000000,0.000000
synth_d3_s11,synthetic,production,16,67,22,9,4.266,Quiesced,232,232,232,232,232,OPTIMAL,232,232,56,0.0,1.000000,0,0,0,0,true,0,25,0.000000,0.000000
synth_d4_s0,synthetic,production,48,283,68,33,18.483,Quiesced,416,416,416,416,416,OPTIMAL,416,416,53136,8.5,1.000000,0,0,0,2,true,0,105,0.000000,0.000000
synth_d4_s1,synthetic,production,38,64,32,5,1.857,Quiesced,209,209,209,209,209,OPTIMAL,209,209,42,0.0,1.000000,0,0,0,2,true,0,25,0.000000,0.000000
synth_d4_s2,synthetic,production,19,34,19,4,1.380,Quiesced,129,129,129,129,129,OPTIMAL,129,129,21,0.0,1.000000,0,0,0,0,true,0,10,0.000000,0.000000
synth_d4_s3,synthetic,production,57,104,48,12,4.743,Quiesced,476,479,479,476,479,OPTIMAL,476,476,2327,0.3,1.000000,0,0,0,0,true,0,35,0.000000,0.000000
synth_d4_s4,synthetic,production,22,25,16,4,1.204,Quiesced,401,401,401,401,401,OPTIMAL,401,401,37,0.0,1.000000,0,0,0,2,true,0,5,0.000000,0.000000
synth_d4_s5,synthetic,production,29,36,17,7,2.107,Quiesced,245,245,245,245,245,OPTIMAL,245,245,0,0.0,1.000000,0,0,1,1,true,0,12,0.000000,0.000000
synth_d4_s6,synthetic,production,62,184,58,22,11.603,Quiesced,556,559,559,556,559,OPTIMAL,556,556,27460,4.0,1.000000,0,0,3,3,true,0,58,0.000000,0.000000
synth_d4_s7,synthetic,production,71,118,53,16,6.014,Quiesced,614,689,689,614,689,OPTIMAL,609,609,12299,1.7,1.008210,0,5,0,1,true,0,38,0.000000,0.000000
synth_d4_s8,synthetic,production,23,29,17,6,1.806,Quiesced,286,286,286,286,286,OPTIMAL,286,286,0,0.0,1.000000,0,0,1,1,true,0,6,0.000000,0.000000
synth_d4_s9,synthetic,production,48,119,45,15,6.771,Quiesced,502,624,624,502,624,OPTIMAL,502,502,2447,0.4,1.000000,0,0,0,3,true,0,40,0.000000,0.000000
synth_d4_s10,synthetic,production,23,42,23,2,0.954,Quiesced,244,322,322,244,322,OPTIMAL,244,244,49,0.0,1.000000,0,0,0,0,true,0,14,0.000000,0.000000
synth_d4_s11,synthetic,production,38,214,48,23,14.161,Quiesced,349,356,356,349,356,OPTIMAL,349,349,2336,0.4,1.000000,0,0,0,0,true,0,73,0.000000,0.000000
synth_d5_s0,synthetic,production,22,34,21,8,2.408,Quiesced,603,603,603,603,603,OPTIMAL,603,603,100,0.0,1.000000,0,0,0,1,true,0,5,0.000000,0.000000
synth_d5_s1,synthetic,production,58,705,105,66,45.795,Quiesced,441,448,448,441,448,OPTIMAL,441,441,1490690,240.0,1.000000,0,0,0,2,true,0,275,0.000000,0.000000
synth_d5_s2,synthetic,production,50,96,42,14,5.345,Quiesced,532,532,532,532,532,OPTIMAL,532,532,605,0.1,1.000000,0,0,0,2,true,0,28,0.000000,0.000000
synth_d5_s3,synthetic,production,84,1123,177,109,72.635,Quiesced,959,1202,1202,959,1202,UNSOLVED,959,241,15001600,2137.6,NaN,0,0,0,0,true,0,469,0.000000,0.000000
synth_d5_s4,synthetic,production,63,314,74,34,19.894,Quiesced,388,751,751,388,751,OPTIMAL,388,388,170448,26.9,1.000000,0,0,0,1,true,0,115,0.000000,0.000000
synth_d5_s5,synthetic,production,6,7,6,0,0.000,Quiesced,242,242,242,242,242,OPTIMAL,242,242,7,0.0,1.000000,0,0,0,0,true,0,1,0.000000,0.000000
synth_d5_s6,synthetic,production,55,85,40,9,3.362,Quiesced,394,472,472,394,472,OPTIMAL,394,394,623,0.1,1.000000,0,0,3,3,true,0,32,0.000000,0.000000
synth_d5_s7,synthetic,production,51,356,74,43,25.079,Quiesced,906,1392,1392,906,1392,OPTIMAL,906,906,3776950,605.9,1.000000,0,0,0,0,true,0,122,0.000000,0.000000
synth_d5_s8,synthetic,production,71,293,81,38,19.191,Quiesced,652,652,4611686018427388555,652,652,OPTIMAL,652,652,1697975,216.6,1.000000,0,0,1,1,false,4611686018427387903,111,0.000000,0.000000
synth_d5_s9,synthetic,production,52,62,32,10,3.362,Quiesced,631,634,634,631,634,OPTIMAL,631,631,53,0.0,1.000000,0,0,3,3,true,0,18,0.000000,0.000000
synth_d5_s10,synthetic,production,40,170,46,19,10.395,Quiesced,336,336,336,336,336,OPTIMAL,336,336,5345,0.9,1.000000,0,0,0,3,true,0,68,0.000000,0.000000
synth_d5_s11,synthetic,production,81,3656,363,286,220.689,ClassCap,851,854,854,851,854,UNSOLVED,851,250,15001600,2109.3,NaN,0,0,1,1,true,0,1412,0.000000,0.000000
synth_d6_s0,synthetic,production,94,124,66,15,5.266,Quiesced,1707,1721,1721,1707,1721,OPTIMAL,1707,1707,19550,2.7,1.000000,0,0,3,3,true,0,37,0.000000,0.000000
synth_d6_s1,synthetic,production,82,163,70,22,8.707,Quiesced,786,786,4611686018427388689,786,786,OPTIMAL,786,786,11469,1.7,1.000000,0,0,1,2,false,4611686018427387903,55,0.000000,0.000000
synth_d6_s2,synthetic,production,92,370,113,42,22.423,Quiesced,1402,1402,1402,1402,1402,OPTIMAL,1402,1402,13214677,1927.2,1.000000,0,0,0,0,true,0,131,0.000000,0.000000
synth_d6_s3,synthetic,production,70,3527,521,401,251.116,ClassCap,663,670,670,663,670,UNSOLVED,663,440,9910272,4000.4,NaN,0,0,3,3,true,0,1203,0.000000,0.000000
synth_d6_s4,synthetic,production,64,709,117,68,45.556,Quiesced,844,931,931,844,931,OPTIMAL,844,844,3033068,470.6,1.000000,0,0,0,1,true,0,271,0.000000,0.000000
synth_d6_s5,synthetic,production,75,130,59,15,5.919,Quiesced,1012,1012,1012,1012,1012,OPTIMAL,1012,1012,11621,1.9,1.000000,0,0,0,4,true,0,44,0.000000,0.000000
