expr_name,tier,node_count,curve,frac,iteration,rules_allowed,applications,classes,nodes,cost,regret_pct
band9_depth18_s13,classical,1067,oracle,0.25,14,33,163631,12006,12006,47976,0.0000
band9_depth18_s13,classical,1067,oracle,0.5,14,33,163631,12006,12006,47976,0.0000
band9_depth18_s13,classical,1067,oracle,1,14,33,163631,12006,12006,47976,0.0000
band9_depth18_s13,classical,1067,oracle,2,14,33,163631,12006,12006,47976,0.0000
band9_depth18_s13,classical,1067,oracle,3,14,33,163631,12006,12006,47976,0.0000
band9_depth18_s14,classical,2737,unguided,0.25,8,62,59689,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,unguided,0.5,8,62,59689,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,unguided,1,8,62,59689,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,unguided,2,8,62,59689,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,unguided,3,8,62,59689,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,oracle,0.25,8,38,59681,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,oracle,0.5,8,38,59681,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,oracle,1,8,38,59681,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,oracle,2,8,38,59681,13732,13732,10046699,0.0000
band9_depth18_s14,classical,2737,oracle,3,8,38,59681,13732,13732,10046699,0.0000
band9_depth18_s15,classical,6997,unguided,0.25,6,62,43561,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,unguided,0.5,6,62,43561,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,unguided,1,6,62,43561,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,unguided,2,6,62,43561,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,unguided,3,6,62,43561,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,oracle,0.25,6,40,43531,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,oracle,0.5,6,40,43531,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,oracle,1,6,40,43531,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,oracle,2,6,40,43531,14182,14182,7171422,0.0000
band9_depth18_s15,classical,6997,oracle,3,6,40,43531,14182,14182,7171422,0.0000
band9_depth18_s16,classical,8511,unguided,0.25,4,62,17938,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,unguided,0.5,4,62,17938,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,unguided,1,4,62,17938,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,unguided,2,4,62,17938,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,unguided,3,4,62,17938,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,oracle,0.25,4,46,17930,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,oracle,0.5,4,46,17930,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,oracle,1,4,46,17930,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,oracle,2,4,46,17930,14998,14998,12138109,0.0000
band9_depth18_s16,classical,8511,oracle,3,4,46,17930,14998,14998,12138109,0.0000
band9_depth18_s17,classical,474,unguided,0.25,8,62,49251,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,unguided,0.5,8,62,49251,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,unguided,1,8,62,49251,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,unguided,2,8,62,49251,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,unguided,3,8,62,49251,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,oracle,0.25,8,28,49223,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,oracle,0.5,8,28,49223,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,oracle,1,8,28,49223,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,oracle,2,8,28,49223,13891,13891,10121,0.0000
band9_depth18_s17,classical,474,oracle,3,8,28,49223,13891,13891,10121,0.0000
band9_depth18_s18,classical,1554,unguided,0.25,9,62,83604,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,unguided,0.5,9,62,83604,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,unguided,1,9,62,83604,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,unguided,2,9,62,83604,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,unguided,3,9,62,83604,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,oracle,0.25,9,31,83595,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,oracle,0.5,9,31,83595,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,oracle,1,9,31,83595,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,oracle,2,9,31,83595,13101,13101,39466,0.0000
band9_depth18_s18,classical,1554,oracle,3,9,31,83595,13101,13101,39466,0.0000
band9_depth18_s19,classical,832,unguided,0.25,25,62,275832,14070,14070,1000178,0.0000
band9_depth18_s19,classical,832,unguided,0.5,50,62,532054,14220,14220,1000178,0.0000
band9_depth18_s19,classical,832,unguided,1,90,62,909159,14335,14335,1000178,0.0000
band9_depth18_s19,classical,832,unguided,2,90,62,909159,14335,14335,1000178,0.0000
band9_depth18_s19,classical,832,unguided,3,90,62,909159,14335,14335,1000178,0.0000
band9_depth18_s19,classical,832,oracle,0.25,25,43,275443,14070,14070,1000178,0.0000
band9_depth18_s19,classical,832,oracle,0.5,50,43,531165,14220,14220,1000178,0.0000
band9_depth18_s19,classical,832,oracle,1,90,43,907470,14335,14335,1000178,0.0000
band9_depth18_s19,classical,832,oracle,2,90,43,907470,14335,14335,1000178,0.0000
band9_depth18_s19,classical,832,oracle,3,90,43,907470,14335,14335,1000178,0.0000
band9_depth18_s20,classical,220,unguided,0.25,6,62,2917,532,532,4602,0.0000
band9_depth18_s20,classical,220,unguided,0.5,6,62,2917,532,532,4602,0.0000
band9_depth18_s20,classical,220,unguided,1,6,62,2917,532,532,4602,0.0000
band9_depth18_s20,classical,220,unguided,2,6,62,2917,532,532,4602,0.0000
band9_depth18_s20,classical,220,unguided,3,6,62,2917,532,532,4602,0.0000
band9_depth18_s20,classical,220,oracle,0.25,6,24,2880,532,532,4602,0.0000
band9_depth18_s20,classical,220,oracle,0.5,6,24,2880,532,532,4602,0.0000
band9_depth18_s20,classical,220,oracle,1,6,24,2880,532,532,4602,0.0000
band9_depth18_s20,classical,220,oracle,2,6,24,2880,532,532,4602,0.0000
band9_depth18_s20,classical,220,oracle,3,6,24,2880,532,532,4602,0.0000
band9_depth18_s21,classical,967,unguided,0.25,13,62,123484,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,unguided,0.5,13,62,123484,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,unguided,1,13,62,123484,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,unguided,2,13,62,123484,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,unguided,3,13,62,123484,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,oracle,0.25,13,30,123121,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,oracle,0.5,13,30,123121,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,oracle,1,13,30,123121,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,oracle,2,13,30,123121,8925,8925,20796,0.0000
band9_depth18_s21,classical,967,oracle,3,13,30,123121,8925,8925,20796,0.0000
shader_swirl,rapid,15,unguided,0.25,2,62,20,19,19,105,0.0000
shader_swirl,rapid,15,unguided,0.5,2,62,20,19,19,105,0.0000
shader_swirl,rapid,15,unguided,1,2,62,20,19,19,105,0.0000
shader_swirl,rapid,15,unguided,2,2,62,20,19,19,105,0.0000
shader_swirl,rapid,15,unguided,3,2,62,20,19,19,105,0.0000
shader_swirl,rapid,15,oracle,0.25,2,3,20,19,19,105,0.0000
shader_swirl,rapid,15,oracle,0.5,2,3,20,19,19,105,0.0000
shader_swirl,rapid,15,oracle,1,2,3,20,19,19,105,0.0000
shader_swirl,rapid,15,oracle,2,2,3,20,19,19,105,0.0000
shader_swirl,rapid,15,oracle,3,2,3,20,19,19,105,0.0000
shader_circle_sdf,rapid,18,unguided,0.25,13,62,47580,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,unguided,0.5,13,62,47580,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,unguided,1,13,62,47580,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,unguided,2,13,62,47580,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,unguided,3,13,62,47580,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,oracle,0.25,13,11,47351,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,oracle,0.5,13,11,47351,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,oracle,1,13,11,47351,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,oracle,2,13,11,47351,2579,2579,41,0.0000
shader_circle_sdf,rapid,18,oracle,3,13,11,47351,2579,2579,41,0.0000
shader_poly,rapid,11,unguided,0.25,4,62,406,84,84,10,0.0000
shader_poly,rapid,11,unguided,0.5,4,62,406,84,84,10,0.0000
shader_poly,rapid,11,unguided,1,4,62,406,84,84,10,0.0000
shader_poly,rapid,11,unguided,2,4,62,406,84,84,10,0.0000
shader_poly,rapid,11,unguided,3,4,62,406,84,84,10,0.0000
shader_poly,rapid,11,oracle,0.25,4,10,392,84,84,10,0.0000
shader_poly,rapid,11,oracle,0.5,4,10,392,84,84,10,0.0000
shader_poly,rapid,11,oracle,1,4,10,392,84,84,10,0.0000
shader_poly,rapid,11,oracle,2,4,10,392,84,84,10,0.0000
shader_poly,rapid,11,oracle,3,4,10,392,84,84,10,0.0000
shader_redundant,rapid,13,unguided,0.25,13,62,35942,1826,1826,17,0.0000
shader_redundant,rapid,13,unguided,0.5,14,62,39987,1826,1826,17,0.0000
shader_redundant,rapid,13,unguided,1,14,62,39987,1826,1826,17,0.0000
shader_redundant,rapid,13,unguided,2,14,62,39987,1826,1826,17,0.0000
shader_redundant,rapid,13,unguided,3,14,62,39987,1826,1826,17,0.0000
shader_redundant,rapid,13,oracle,0.25,13,10,35912,1826,1826,17,0.0000
shader_redundant,rapid,13,oracle,0.5,14,10,39954,1826,1826,17,0.0000
shader_redundant,rapid,13,oracle,1,14,10,39954,1826,1826,17,0.0000
shader_redundant,rapid,13,oracle,2,14,10,39954,1826,1826,17,0.0000
shader_redundant,rapid,13,oracle,3,14,10,39954,1826,1826,17,0.0000
shader_normalize,blitz,10,unguided,0.25,2,62,14,14,14,36,0.0000
shader_normalize,blitz,10,unguided,0.5,2,62,14,14,14,36,0.0000
shader_normalize,blitz,10,unguided,1,2,62,14,14,14,36,0.0000
shader_normalize,blitz,10,unguided,2,2,62,14,14,14,36,0.0000
shader_normalize,blitz,10,unguided,3,2,62,14,14,14,36,0.0000
shader_normalize,blitz,10,oracle,0.25,2,5,14,14,14,36,0.0000
shader_normalize,blitz,10,oracle,0.5,2,5,14,14,14,36,0.0000
shader_normalize,blitz,10,oracle,1,2,5,14,14,14,36,0.0000
shader_normalize,blitz,10,oracle,2,2,5,14,14,14,36,0.0000
shader_normalize,blitz,10,oracle,3,2,5,14,14,14,36,0.0000
