expr_name,tier,node_count,curve,frac,iteration,rules_allowed,applications,classes,nodes,cost,regret_pct
band0_depth2_s0,rapid,11,unguided,0.25,2,62,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,unguided,0.5,2,62,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,unguided,1,2,62,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,unguided,2,2,62,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,unguided,3,2,62,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,oracle,0.25,2,4,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,oracle,0.5,2,4,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,oracle,1,2,4,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,oracle,2,2,4,15,15,15,31,0.0000
band0_depth2_s0,rapid,11,oracle,3,2,4,15,15,15,31,0.0000
band0_depth2_s1,blitz,9,unguided,0.25,2,62,15,11,11,7,0.0000
band0_depth2_s1,blitz,9,unguided,0.5,2,62,15,11,11,7,0.0000
band0_depth2_s1,blitz,9,unguided,1,2,62,15,11,11,7,0.0000
band0_depth2_s1,blitz,9,unguided,2,2,62,15,11,11,7,0.0000
band0_depth2_s1,blitz,9,unguided,3,2,62,15,11,11,7,0.0000
band0_depth2_s1,blitz,9,oracle,0.25,2,4,13,11,11,7,0.0000
band0_depth2_s1,blitz,9,oracle,0.5,2,4,13,11,11,7,0.0000
band0_depth2_s1,blitz,9,oracle,1,2,4,13,11,11,7,0.0000
band0_depth2_s1,blitz,9,oracle,2,2,4,13,11,11,7,0.0000
band0_depth2_s1,blitz,9,oracle,3,2,4,13,11,11,7,0.0000
band0_depth2_s2,rapid,11,unguided,0.25,3,62,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,unguided,0.5,3,62,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,unguided,1,3,62,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,unguided,2,3,62,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,unguided,3,3,62,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,oracle,0.25,3,4,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,oracle,0.5,3,4,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,oracle,1,3,4,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,oracle,2,3,4,34,16,16,204,0.0000
band0_depth2_s2,rapid,11,oracle,3,3,4,34,16,16,204,0.0000
band0_depth2_s3,rapid,23,unguided,0.25,3,62,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,unguided,0.5,3,62,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,unguided,1,3,62,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,unguided,2,3,62,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,unguided,3,3,62,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,oracle,0.25,3,8,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,oracle,0.5,3,8,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,oracle,1,3,8,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,oracle,2,3,8,80,33,33,52,0.0000
band0_depth2_s3,rapid,23,oracle,3,3,8,80,33,33,52,0.0000
band0_depth2_s4,blitz,6,unguided,0.25,2,62,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,unguided,0.5,2,62,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,unguided,1,2,62,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,unguided,2,2,62,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,unguided,3,2,62,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,oracle,0.25,2,2,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,oracle,0.5,2,2,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,oracle,1,2,2,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,oracle,2,2,2,7,7,7,8,0.0000
band0_depth2_s4,blitz,6,oracle,3,2,2,7,7,7,8,0.0000
band0_depth2_s5,rapid,13,unguided,0.25,2,62,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,unguided,0.5,2,62,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,unguided,1,2,62,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,unguided,2,2,62,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,unguided,3,2,62,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,oracle,0.25,2,5,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,oracle,0.5,2,5,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,oracle,1,2,5,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,oracle,2,2,5,18,17,17,115,0.0000
band0_depth2_s5,rapid,13,oracle,3,2,5,18,17,17,115,0.0000
band0_depth2_s6,rapid,12,unguided,0.25,3,62,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,unguided,0.5,3,62,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,unguided,1,3,62,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,unguided,2,3,62,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,unguided,3,3,62,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,oracle,0.25,3,6,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,oracle,0.5,3,6,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,oracle,1,3,6,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,oracle,2,3,6,52,24,24,209,0.0000
band0_depth2_s6,rapid,12,oracle,3,3,6,52,24,24,209,0.0000
band0_depth2_s7,rapid,21,unguided,0.25,2,62,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,unguided,0.5,2,62,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,unguided,1,2,62,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,unguided,2,2,62,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,unguided,3,2,62,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,oracle,0.25,2,6,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,oracle,0.5,2,6,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,oracle,1,2,6,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,oracle,2,2,6,38,30,30,337,0.0000
band0_depth2_s7,rapid,21,oracle,3,2,6,38,30,30,337,0.0000
band0_depth2_s8,blitz,7,unguided,0.25,5,62,374,88,88,0,0.0000
band0_depth2_s8,blitz,7,unguided,0.5,10,62,2159,242,242,0,0.0000
band0_depth2_s8,blitz,7,unguided,1,20,62,12758,585,585,0,0.0000
band0_depth2_s8,blitz,7,unguided,2,40,62,40168,825,825,0,0.0000
band0_depth2_s8,blitz,7,unguided,3,60,62,68559,1011,1011,0,0.0000
band0_depth2_s8,blitz,7,oracle,0.25,5,8,349,88,88,0,0.0000
band0_depth2_s8,blitz,7,oracle,0.5,10,8,2059,242,242,0,0.0000
band0_depth2_s8,blitz,7,oracle,1,20,8,12358,585,585,0,0.0000
band0_depth2_s8,blitz,7,oracle,2,40,8,38568,825,825,0,0.0000
band0_depth2_s8,blitz,7,oracle,3,60,8,64959,1011,1011,0,0.0000
band0_depth2_s9,blitz,8,unguided,0.25,4,62,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,unguided,0.5,4,62,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,unguided,1,4,62,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,unguided,2,4,62,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,unguided,3,4,62,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,oracle,0.25,4,4,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,oracle,0.5,4,4,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,oracle,1,4,4,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,oracle,2,4,4,29,14,14,73,0.0000
band0_depth2_s9,blitz,8,oracle,3,4,4,29,14,14,73,0.0000
band0_depth2_s10,blitz,6,unguided,0.25,2,62,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,unguided,0.5,2,62,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,unguided,1,2,62,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,unguided,2,2,62,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,unguided,3,2,62,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,oracle,0.25,2,2,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,oracle,0.5,2,2,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,oracle,1,2,2,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,oracle,2,2,2,8,8,8,6,0.0000
band0_depth2_s10,blitz,6,oracle,3,2,2,8,8,8,6,0.0000
band0_depth2_s11,blitz,10,unguided,0.25,5,62,1204,243,243,128,0.0000
band0_depth2_s11,blitz,10,unguided,0.5,10,62,9268,953,953,128,0.0000
band0_depth2_s11,blitz,10,unguided,1,17,62,20746,1354,1354,128,0.0000
band0_depth2_s11,blitz,10,unguided,2,17,62,20746,1354,1354,128,0.0000
band0_depth2_s11,blitz,10,unguided,3,17,62,20746,1354,1354,128,0.0000
band0_depth2_s11,blitz,10,oracle,0.25,5,16,1186,243,243,128,0.0000
band0_depth2_s11,blitz,10,oracle,0.5,10,16,9166,953,953,128,0.0000
band0_depth2_s11,blitz,10,oracle,1,17,16,20286,1354,1354,128,0.0000
band0_depth2_s11,blitz,10,oracle,2,17,16,20286,1354,1354,128,0.0000
band0_depth2_s11,blitz,10,oracle,3,17,16,20286,1354,1354,128,0.0000
band0_depth2_s12,rapid,20,unguided,0.25,2,62,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,unguided,0.5,2,62,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,unguided,1,2,62,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,unguided,2,2,62,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,unguided,3,2,62,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,oracle,0.25,2,7,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,oracle,0.5,2,7,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,oracle,1,2,7,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,oracle,2,2,7,32,27,27,56,0.0000
band0_depth2_s12,rapid,20,oracle,3,2,7,32,27,27,56,0.0000
band0_depth2_s13,blitz,10,unguided,0.25,2,62,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,unguided,0.5,2,62,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,unguided,1,2,62,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,unguided,2,2,62,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,unguided,3,2,62,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,oracle,0.25,2,3,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,oracle,0.5,2,3,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,oracle,1,2,3,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,oracle,2,2,3,13,12,12,204,0.0000
band0_depth2_s13,blitz,10,oracle,3,2,3,13,12,12,204,0.0000
band0_depth2_s14,blitz,10,unguided,0.25,2,62,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,unguided,0.5,2,62,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,unguided,1,2,62,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,unguided,2,2,62,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,unguided,3,2,62,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,oracle,0.25,2,5,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,oracle,0.5,2,5,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,oracle,1,2,5,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,oracle,2,2,5,14,14,14,33,0.0000
band0_depth2_s14,blitz,10,oracle,3,2,5,14,14,14,33,0.0000
band0_depth2_s15,blitz,6,unguided,0.25,2,62,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,unguided,0.5,2,62,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,unguided,1,2,62,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,unguided,2,2,62,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,unguided,3,2,62,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,oracle,0.25,2,3,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,oracle,0.5,2,3,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,oracle,1,2,3,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,oracle,2,2,3,10,8,8,74,0.0000
band0_depth2_s15,blitz,6,oracle,3,2,3,10,8,8,74,0.0000
band0_depth2_s16,blitz,7,unguided,0.25,2,62,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,unguided,0.5,2,62,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,unguided,1,2,62,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,unguided,2,2,62,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,unguided,3,2,62,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,oracle,0.25,2,2,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,oracle,0.5,2,2,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,oracle,1,2,2,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,oracle,2,2,2,10,8,8,162,0.0000
band0_depth2_s16,blitz,7,oracle,3,2,2,10,8,8,162,0.0000
band0_depth2_s17,blitz,7,unguided,0.25,2,62,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,unguided,0.5,2,62,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,unguided,1,2,62,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,unguided,2,2,62,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,unguided,3,2,62,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,oracle,0.25,2,3,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,oracle,0.5,2,3,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,oracle,1,2,3,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,oracle,2,2,3,8,10,10,94,0.0000
band0_depth2_s17,blitz,7,oracle,3,2,3,8,10,10,94,0.0000
band0_depth2_s18,rapid,15,unguided,0.25,2,62,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,unguided,0.5,2,62,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,unguided,1,2,62,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,unguided,2,2,62,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,unguided,3,2,62,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,oracle,0.25,2,7,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,oracle,0.5,2,7,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,oracle,1,2,7,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,oracle,2,2,7,21,24,24,48,0.0000
band0_depth2_s18,rapid,15,oracle,3,2,7,21,24,24,48,0.0000
band0_depth2_s19,blitz,9,unguided,0.25,2,62,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,unguided,0.5,2,62,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,unguided,1,2,62,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,unguided,2,2,62,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,unguided,3,2,62,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,oracle,0.25,2,4,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,oracle,0.5,2,4,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,oracle,1,2,4,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,oracle,2,2,4,15,12,12,7,0.0000
band0_depth2_s19,blitz,9,oracle,3,2,4,15,12,12,7,0.0000
band0_depth2_s20,rapid,13,unguided,0.25,2,62,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,unguided,0.5,2,62,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,unguided,1,2,62,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,unguided,2,2,62,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,unguided,3,2,62,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,oracle,0.25,2,5,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,oracle,0.5,2,5,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,oracle,1,2,5,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,oracle,2,2,5,20,17,17,28,0.0000
band0_depth2_s20,rapid,13,oracle,3,2,5,20,17,17,28,0.0000
band0_depth2_s21,rapid,13,unguided,0.25,3,62,122,43,43,88,0.0000
band0_depth2_s21,rapid,13,unguided,0.5,3,62,122,43,43,88,0.0000
band0_depth2_s21,rapid,13,unguided,1,3,62,122,43,43,88,0.0000
band0_depth2_s21,rapid,13,unguided,2,3,62,122,43,43,88,0.0000
band0_depth2_s21,rapid,13,unguided,3,3,62,122,43,43,88,0.0000
band0_depth2_s21,rapid,13,oracle,0.25,3,10,113,43,43,88,0.0000
band0_depth2_s21,rapid,13,oracle,0.5,3,10,113,43,43,88,0.0000
band0_depth2_s21,rapid,13,oracle,1,3,10,113,43,43,88,0.0000
band0_depth2_s21,rapid,13,oracle,2,3,10,113,43,43,88,0.0000
band0_depth2_s21,rapid,13,oracle,3,3,10,113,43,43,88,0.0000
band1_depth3_s0,rapid,21,unguided,0.25,3,62,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,unguided,0.5,3,62,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,unguided,1,3,62,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,unguided,2,3,62,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,unguided,3,3,62,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,oracle,0.25,3,8,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,oracle,0.5,3,8,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,oracle,1,3,8,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,oracle,2,3,8,84,37,37,206,0.0000
band1_depth3_s0,rapid,21,oracle,3,3,8,84,37,37,206,0.0000
band1_depth3_s1,blitz,7,unguided,0.25,2,62,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,unguided,0.5,2,62,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,unguided,1,2,62,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,unguided,2,2,62,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,unguided,3,2,62,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,oracle,0.25,2,1,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,oracle,0.5,2,1,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,oracle,1,2,1,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,oracle,2,2,1,6,8,8,160,0.0000
band1_depth3_s1,blitz,7,oracle,3,2,1,6,8,8,160,0.0000
band1_depth3_s2,rapid,31,unguided,0.25,4,62,220,57,57,189,0.0000
band1_depth3_s2,rapid,31,unguided,0.5,4,62,220,57,57,189,0.0000
band1_depth3_s2,rapid,31,unguided,1,4,62,220,57,57,189,0.0000
band1_depth3_s2,rapid,31,unguided,2,4,62,220,57,57,189,0.0000
band1_depth3_s2,rapid,31,unguided,3,4,62,220,57,57,189,0.0000
band1_depth3_s2,rapid,31,oracle,0.25,4,11,212,57,57,189,0.0000
band1_depth3_s2,rapid,31,oracle,0.5,4,11,212,57,57,189,0.0000
band1_depth3_s2,rapid,31,oracle,1,4,11,212,57,57,189,0.0000
band1_depth3_s2,rapid,31,oracle,2,4,11,212,57,57,189,0.0000
band1_depth3_s2,rapid,31,oracle,3,4,11,212,57,57,189,0.0000
band1_depth3_s3,rapid,27,unguided,0.25,7,62,2462,277,277,290,0.0000
band1_depth3_s3,rapid,27,unguided,0.5,7,62,2462,277,277,290,0.0000
band1_depth3_s3,rapid,27,unguided,1,7,62,2462,277,277,290,0.0000
band1_depth3_s3,rapid,27,unguided,2,7,62,2462,277,277,290,0.0000
band1_depth3_s3,rapid,27,unguided,3,7,62,2462,277,277,290,0.0000
band1_depth3_s3,rapid,27,oracle,0.25,7,11,2438,277,277,290,0.0000
band1_depth3_s3,rapid,27,oracle,0.5,7,11,2438,277,277,290,0.0000
band1_depth3_s3,rapid,27,oracle,1,7,11,2438,277,277,290,0.0000
band1_depth3_s3,rapid,27,oracle,2,7,11,2438,277,277,290,0.0000
band1_depth3_s3,rapid,27,oracle,3,7,11,2438,277,277,290,0.0000
band1_depth3_s4,rapid,30,unguided,0.25,5,62,822,152,152,179,0.0000
band1_depth3_s4,rapid,30,unguided,0.5,5,62,822,152,152,179,0.0000
band1_depth3_s4,rapid,30,unguided,1,5,62,822,152,152,179,0.0000
band1_depth3_s4,rapid,30,unguided,2,5,62,822,152,152,179,0.0000
band1_depth3_s4,rapid,30,unguided,3,5,62,822,152,152,179,0.0000
band1_depth3_s4,rapid,30,oracle,0.25,5,13,790,152,152,179,0.0000
band1_depth3_s4,rapid,30,oracle,0.5,5,13,790,152,152,179,0.0000
band1_depth3_s4,rapid,30,oracle,1,5,13,790,152,152,179,0.0000
band1_depth3_s4,rapid,30,oracle,2,5,13,790,152,152,179,0.0000
band1_depth3_s4,rapid,30,oracle,3,5,13,790,152,152,179,0.0000
band1_depth3_s5,rapid,18,unguided,0.25,3,62,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,unguided,0.5,3,62,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,unguided,1,3,62,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,unguided,2,3,62,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,unguided,3,3,62,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,oracle,0.25,3,7,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,oracle,0.5,3,7,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,oracle,1,3,7,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,oracle,2,3,7,67,31,31,54,0.0000
band1_depth3_s5,rapid,18,oracle,3,3,7,67,31,31,54,0.0000
band1_depth3_s6,rapid,21,unguided,0.25,2,62,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,unguided,0.5,2,62,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,unguided,1,2,62,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,unguided,2,2,62,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,unguided,3,2,62,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,oracle,0.25,2,7,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,oracle,0.5,2,7,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,oracle,1,2,7,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,oracle,2,2,7,31,26,26,355,0.0000
band1_depth3_s6,rapid,21,oracle,3,2,7,31,26,26,355,0.0000
band1_depth3_s7,rapid,28,unguided,0.25,4,62,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,unguided,0.5,4,62,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,unguided,1,4,62,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,unguided,2,4,62,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,unguided,3,4,62,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,oracle,0.25,4,16,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,oracle,0.5,4,16,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,oracle,1,4,16,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,oracle,2,4,16,1098,199,199,189,0.0000
band1_depth3_s7,rapid,28,oracle,3,4,16,1098,199,199,189,0.0000
band1_depth3_s8,rapid,21,unguided,0.25,2,62,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,unguided,0.5,2,62,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,unguided,1,2,62,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,unguided,2,2,62,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,unguided,3,2,62,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,oracle,0.25,2,6,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,oracle,0.5,2,6,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,oracle,1,2,6,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,oracle,2,2,6,32,27,27,234,0.0000
band1_depth3_s8,rapid,21,oracle,3,2,6,32,27,27,234,0.0000
band1_depth3_s9,blitz,9,unguided,0.25,2,62,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,unguided,0.5,2,62,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,unguided,1,2,62,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,unguided,2,2,62,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,unguided,3,2,62,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,oracle,0.25,2,3,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,oracle,0.5,2,3,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,oracle,1,2,3,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,oracle,2,2,3,11,11,11,216,0.0000
band1_depth3_s9,blitz,9,oracle,3,2,3,11,11,11,216,0.0000
band1_depth3_s10,rapid,22,unguided,0.25,3,62,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,unguided,0.5,3,62,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,unguided,1,3,62,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,unguided,2,3,62,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,unguided,3,3,62,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,oracle,0.25,3,8,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,oracle,0.5,3,8,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,oracle,1,3,8,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,oracle,2,3,8,94,39,39,164,0.0000
band1_depth3_s10,rapid,22,oracle,3,3,8,94,39,39,164,0.0000
band1_depth3_s11,rapid,31,unguided,0.25,2,62,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,unguided,0.5,2,62,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,unguided,1,2,62,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,unguided,2,2,62,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,unguided,3,2,62,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,oracle,0.25,2,8,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,oracle,0.5,2,8,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,oracle,1,2,8,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,oracle,2,2,8,43,34,34,197,0.0000
band1_depth3_s11,rapid,31,oracle,3,2,8,43,34,34,197,0.0000
band1_depth3_s12,rapid,23,unguided,0.25,3,62,127,45,45,219,0.0000
band1_depth3_s12,rapid,23,unguided,0.5,3,62,127,45,45,219,0.0000
band1_depth3_s12,rapid,23,unguided,1,3,62,127,45,45,219,0.0000
band1_depth3_s12,rapid,23,unguided,2,3,62,127,45,45,219,0.0000
band1_depth3_s12,rapid,23,unguided,3,3,62,127,45,45,219,0.0000
band1_depth3_s12,rapid,23,oracle,0.25,3,10,117,45,45,219,0.0000
band1_depth3_s12,rapid,23,oracle,0.5,3,10,117,45,45,219,0.0000
band1_depth3_s12,rapid,23,oracle,1,3,10,117,45,45,219,0.0000
band1_depth3_s12,rapid,23,oracle,2,3,10,117,45,45,219,0.0000
