family,b_label,arm,rho,model,n,dag_median,dag_p10,dag_p90,bytes_median,bytes_p10,bytes_p90,guarded_sum_arm,guarded_sum_identity,applications_median,classes_median,iterations_median,keep_rate,macs_sum,filter_ms_sum,wall_ms_sum,identity_wall_ms_sum,set
shader,B/8,per_rule,0.25,heldout,12,1.0956,1.0215,1.1649,1.0000,0.9403,1.0345,654,658,93.0,88.5,2.0,0.7134,0,0.0,6.6,22.1,dev
shader,B/8,per_rule,0.5,heldout,12,1.0499,1.0000,1.1134,1.0048,0.9500,1.0588,620,658,299.5,184.0,4.5,0.6685,0,0.0,24.8,22.1,dev
shader,B/8,uniform,0.25,-,12,1.0358,0.9549,1.1570,0.9825,0.9000,1.0000,625,658,28.5,69.0,4.5,0.2643,0,0.0,35.6,22.1,dev
shader,B/8,uniform,0.5,-,12,1.0281,1.0000,1.0672,1.0000,0.9500,1.0096,635,658,573.5,254.5,5.0,0.4995,0,0.0,40.9,22.1,dev
shader,B/8,uniform_matched,0.25,all,12,1.0702,0.9593,1.1649,0.9961,0.9118,1.0345,654,658,0.0,46.5,1.0,0.0000,0,0.0,3.2,22.1,dev
shader,B/8,uniform_matched,0.25,heldout,12,1.0702,0.9593,1.1649,0.9961,0.9118,1.0345,654,658,0.0,46.5,1.0,0.0000,0,0.0,3.2,22.1,dev
shader,B/8,uniform_matched,0.5,all,12,1.0321,0.9925,1.1185,1.0000,0.9643,1.0000,638,658,252.0,162.5,7.0,0.3835,0,0.0,38.3,22.1,dev
shader,B/8,uniform_matched,0.5,heldout,12,1.0150,0.9925,1.0988,1.0000,0.9500,1.0294,630,658,258.5,194.0,7.5,0.3529,0,0.0,51.5,22.1,dev
bold_bench,B,bilinear,0.25,all,3,1.0051,0.9681,1.2277,1.0124,1.0048,1.0505,13505,9154,1470.0,4997.0,1.0,0.4549,89598176,6.0,62.0,56.3,held_out
bold_bench,B,bilinear,0.5,all,3,1.0000,1.0000,1.0150,1.0000,0.9956,1.0000,9154,9154,2200.0,5000.0,1.0,0.7896,81901248,6.2,54.7,56.3,held_out
bold_bench,B,identity,0,-,3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9154,9154,2218.0,5000.0,1.0,1.0000,0,0.0,56.3,56.3,held_out
bold_bench,B,uniform,0.25,-,3,1.0011,0.9687,1.1242,1.0019,0.9846,1.0046,13327,9154,1078.0,4142.0,1.0,0.2534,0,0.0,65.1,56.3,held_out
bold_bench,B,uniform,0.5,-,3,0.9970,0.9724,1.0638,1.0024,0.9974,1.0110,12500,9154,1791.0,4570.0,1.0,0.5066,0,0.0,60.7,56.3,held_out
bold_bench,B,uniform_matched,0.25,all,3,1.0022,0.9579,1.1159,1.0024,0.9802,1.0046,13301,9154,2174.0,5000.0,1.0,0.2971,0,0.0,92.9,56.3,held_out
bold_bench,B,uniform_matched,0.5,all,3,1.0002,1.0000,1.1107,1.0000,1.0000,1.0242,9825,9154,2216.0,5000.0,1.0,0.7824,0,0.0,46.1,56.3,held_out
bold_bench,B/2,bilinear,0.25,all,3,1.0000,1.0000,1.0802,1.0000,1.0000,1.0236,13703,12692,1109.0,4020.0,1.0,0.3628,72198560,4.8,32.9,19.2,held_out
bold_bench,B/2,bilinear,0.5,all,3,1.0000,0.9584,1.0000,1.0000,0.9893,1.0000,12689,12692,1109.0,4020.0,1.0,0.9602,41036192,2.7,23.9,19.2,held_out
bold_bench,B/2,identity,0,-,3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,12692,12692,1109.0,4020.0,1.0,1.0000,0,0.0,19.2,19.2,held_out
bold_bench,B/2,uniform,0.25,-,3,0.9988,0.9881,1.0101,0.9924,0.9486,1.0024,13676,12692,434.0,3211.0,1.0,0.2495,0,0.0,33.4,19.2,held_out
bold_bench,B/2,uniform,0.5,-,3,0.9920,0.9871,1.0079,0.9968,0.9743,1.0034,13690,12692,766.0,3554.0,1.0,0.5116,0,0.0,20.3,19.2,held_out
bold_bench,B/2,uniform_matched,0.25,all,3,1.0000,0.9990,1.0000,1.0000,0.9615,1.0000,13591,12692,1109.0,4020.0,1.0,0.3075,0,0.0,43.8,19.2,held_out
bold_bench,B/2,uniform_matched,0.5,all,3,1.0000,0.9782,1.0000,1.0000,0.9593,1.0000,12680,12692,1109.0,4020.0,1.0,0.9598,0,0.0,20.6,19.2,held_out
bold_bench,B/4,bilinear,0.25,all,3,1.0000,0.9584,1.0000,1.0000,0.9715,1.0000,13731,12783,554.0,3497.0,1.0,0.4081,42482368,2.9,22.4,12.5,held_out
bold_bench,B/4,bilinear,0.5,all,3,1.0000,0.9924,1.0000,1.0000,0.9959,1.0000,12783,12783,554.0,3497.0,1.0,0.9273,23147168,1.4,13.1,12.5,held_out
bold_bench,B/4,identity,0,-,3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,12783,12783,554.0,3497.0,1.0,1.0000,0,0.0,12.5,12.5,held_out
bold_bench,B/4,uniform,0.25,-,3,1.0101,0.8753,1.0110,0.9968,0.8943,1.0024,13778,12783,163.0,2992.0,1.0,0.2439,0,0.0,23.1,12.5,held_out
bold_bench,B/4,uniform,0.5,-,3,1.0079,0.8659,1.0079,1.0032,0.9167,1.0034,13748,12783,321.0,3186.0,1.0,0.5112,0,0.0,15.4,12.5,held_out
bold_bench,B/4,uniform_matched,0.25,all,3,1.0000,0.8899,1.0000,1.0000,0.9431,1.0000,13626,12783,554.0,3497.0,1.0,0.4229,0,0.0,20.6,12.5,held_out
bold_bench,B/4,uniform_matched,0.5,all,3,1.0000,1.0000,1.0009,1.0000,1.0000,1.0041,12780,12783,554.0,3497.0,1.0,0.9241,0,0.0,13.1,12.5,held_out
bold_bench,B/8,bilinear,0.25,all,3,1.0000,1.0000,1.0146,1.0000,0.9935,1.0000,13904,12950,277.0,3220.0,1.0,0.7319,14399552,0.9,9.8,8.6,held_out
bold_bench,B/8,bilinear,0.5,all,3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,12950,12950,277.0,3220.0,1.0,0.9857,11724736,0.7,9.9,8.6,held_out
bold_bench,B/8,identity,0,-,3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,12950,12950,277.0,3220.0,1.0,1.0000,0,0.0,8.6,8.6,held_out
bold_bench,B/8,uniform,0.25,-,3,0.9946,0.9567,1.0110,0.9968,0.9695,1.0102,13820,12950,97.0,2926.0,1.0,0.2477,0,0.0,14.5,8.6,held_out
bold_bench,B/8,uniform,0.5,-,3,0.9963,0.9679,1.0079,1.0032,0.9826,1.0150,13993,12950,189.0,3054.0,1.0,0.5008,0,0.0,13.4,8.6,held_out
bold_bench,B/8,uniform_matched,0.25,all,3,1.0000,0.9888,1.0000,1.0000,1.0000,1.0109,13959,12950,277.0,3220.0,1.0,0.7371,0,0.0,9.8,8.6,held_out
bold_bench,B/8,uniform_matched,0.5,all,3,1.0000,0.9969,1.0000,1.0000,0.9978,1.0000,12950,12950,277.0,3220.0,1.0,0.9816,0,0.0,8.7,8.6,held_out
bold_bench_wide,B,bilinear,0.25,all,1,0.9681,0.9681,0.9681,1.0124,1.0124,1.0124,5052,1742,2122.0,4997.0,1.0,0.9654,22948192,1.3,17.2,15.7,held_out
bold_bench_wide,B,bilinear,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1742,1742,2200.0,5000.0,1.0,0.9892,23022048,1.5,18.5,15.7,held_out
bold_bench_wide,B,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1742,1742,2218.0,5000.0,1.0,1.0000,0,0.0,15.7,15.7,held_out
bold_bench_wide,B,uniform,0.25,-,1,0.9687,0.9687,0.9687,1.0046,1.0046,1.0046,5032,1742,1078.0,4152.0,1.0,0.2460,0,0.0,17.8,15.7,held_out
bold_bench_wide,B,uniform,0.5,-,1,0.9724,0.9724,0.9724,0.9974,0.9974,0.9974,5054,1742,1791.0,4897.0,1.0,0.5071,0,0.0,18.6,15.7,held_out
bold_bench_wide,B,uniform_matched,0.25,all,1,0.9579,0.9579,0.9579,1.0046,1.0046,1.0046,5014,1742,2174.0,5000.0,1.0,0.9701,0,0.0,16.9,15.7,held_out
bold_bench_wide,B,uniform_matched,0.5,all,1,1.0002,1.0002,1.0002,1.0000,1.0000,1.0000,1742,1742,2216.0,5000.0,1.0,0.9884,0,0.0,17.4,15.7,held_out
bold_bench_wide,B/2,bilinear,0.25,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5250,5250,1109.0,4020.0,1.0,1.0000,11745792,0.7,5.6,4.2,held_out
bold_bench_wide,B/2,bilinear,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5250,5250,1109.0,4020.0,1.0,1.0000,11745792,0.8,5.5,4.2,held_out
bold_bench_wide,B/2,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5250,5250,1109.0,4020.0,1.0,1.0000,0,0.0,4.2,4.2,held_out
bold_bench_wide,B/2,uniform,0.25,-,1,0.9988,0.9988,0.9988,0.9924,0.9924,0.9924,5283,5250,434.0,3211.0,1.0,0.2449,0,0.0,4.0,4.2,held_out
bold_bench_wide,B/2,uniform,0.5,-,1,0.9920,0.9920,0.9920,0.9968,0.9968,0.9968,5278,5250,766.0,3554.0,1.0,0.4863,0,0.0,4.3,4.2,held_out
bold_bench_wide,B/2,uniform_matched,0.25,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5250,5250,1109.0,4020.0,1.0,1.0000,0,0.0,5.2,4.2,held_out
bold_bench_wide,B/2,uniform_matched,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5250,5250,1109.0,4020.0,1.0,1.0000,0,0.0,4.3,4.2,held_out
bold_bench_wide,B/4,bilinear,0.25,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,554.0,3497.0,1.0,1.0000,5866112,0.3,4.8,4.1,held_out
bold_bench_wide,B/4,bilinear,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,554.0,3497.0,1.0,1.0000,5866112,0.3,4.1,4.1,held_out
bold_bench_wide,B/4,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,554.0,3497.0,1.0,1.0000,0,0.0,4.1,4.1,held_out
bold_bench_wide,B/4,uniform,0.25,-,1,1.0110,1.0110,1.0110,0.9968,0.9968,0.9968,5384,5278,163.0,2992.0,1.0,0.2306,0,0.0,3.5,4.1,held_out
bold_bench_wide,B/4,uniform,0.5,-,1,1.0079,1.0079,1.0079,1.0032,1.0032,1.0032,5385,5278,321.0,3186.0,1.0,0.4842,0,0.0,3.8,4.1,held_out
bold_bench_wide,B/4,uniform_matched,0.25,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,554.0,3497.0,1.0,1.0000,0,0.0,3.8,4.1,held_out
bold_bench_wide,B/4,uniform_matched,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,554.0,3497.0,1.0,1.0000,0,0.0,3.7,4.1,held_out
bold_bench_wide,B/8,bilinear,0.25,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,277.0,3220.0,1.0,1.0000,2932320,0.2,3.8,3.5,held_out
bold_bench_wide,B/8,bilinear,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,277.0,3220.0,1.0,1.0000,2932320,0.2,3.6,3.5,held_out
bold_bench_wide,B/8,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,277.0,3220.0,1.0,1.0000,0,0.0,3.5,3.5,held_out
bold_bench_wide,B/8,uniform,0.25,-,1,1.0110,1.0110,1.0110,0.9968,0.9968,0.9968,5384,5278,97.0,2926.0,1.0,0.2256,0,0.0,3.4,3.5,held_out
bold_bench_wide,B/8,uniform,0.5,-,1,1.0079,1.0079,1.0079,1.0032,1.0032,1.0032,5385,5278,189.0,3054.0,1.0,0.4896,0,0.0,3.4,3.5,held_out
bold_bench_wide,B/8,uniform_matched,0.25,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,277.0,3220.0,1.0,1.0000,0,0.0,3.5,3.5,held_out
bold_bench_wide,B/8,uniform_matched,0.5,all,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5278,5278,277.0,3220.0,1.0,1.0000,0,0.0,3.6,3.5,held_out
bold_glyph16,B,bilinear,0.25,all,93,1.0067,0.9667,1.9355,1.0564,1.0000,1.4286,256793,134840,1597.0,3739.0,1.0,0.4138,2572670464,179.2,1428.4,4139.6,held_out
bold_glyph16,B,bilinear,0.5,all,93,1.0005,0.9842,1.1714,1.0000,0.9864,1.1884,135318,134840,2447.0,4932.0,1.0,0.5287,3558268064,377.8,2504.9,4139.6,held_out
bold_glyph16,B,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,134840,134840,3555.0,4930.0,1.0,1.0000,0,0.0,4139.6,4139.6,held_out
bold_glyph16,B,uniform,0.25,-,93,0.9896,0.9370,1.1898,1.0270,0.9538,1.1684,219405,134840,2696.0,3562.0,4.0,0.2505,0,0.0,11018.4,4139.6,held_out
bold_glyph16,B,uniform,0.5,-,93,0.9893,0.9256,1.1292,1.0209,0.9623,1.1549,190597,134840,3394.0,4163.0,2.0,0.4995,0,0.0,6015.5,4139.6,held_out
bold_glyph16,B,uniform_matched,0.25,all,93,1.0106,0.9395,1.9355,1.0147,0.9698,1.4286,174421,134840,2193.0,3816.0,1.0,0.3399,0,0.0,2088.3,4139.6,held_out
bold_glyph16,B,uniform_matched,0.5,all,93,1.0007,0.9436,1.2114,1.0049,0.9565,1.1408,151297,134840,3435.0,4809.0,1.0,0.3852,0,0.0,9658.2,4139.6,held_out
bold_glyph16,B/2,bilinear,0.25,all,93,1.0000,0.9708,1.8605,1.0426,1.0000,1.3684,260662,205446,1106.0,3091.0,1.0,0.5270,1272815200,89.5,583.5,1049.6,held_out
bold_glyph16,B/2,bilinear,0.5,all,93,1.0000,0.9973,1.1740,1.0000,1.0000,1.2273,205857,205446,1587.0,3436.0,1.0,0.4699,2680724320,304.5,1606.8,1049.6,held_out
bold_glyph16,B/2,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,205446,205446,1777.0,3210.0,1.0,1.0000,0,0.0,1049.6,1049.6,held_out
bold_glyph16,B/2,uniform,0.25,-,93,1.0029,0.9298,1.1788,1.0167,0.9624,1.1579,238208,205446,1376.0,2596.0,3.0,0.2527,0,0.0,3955.5,1049.6,held_out
bold_glyph16,B/2,uniform,0.5,-,93,1.0012,0.9008,1.1250,1.0178,0.9666,1.1750,230336,205446,1554.0,2988.0,2.0,0.5002,0,0.0,2050.5,1049.6,held_out
bold_glyph16,B/2,uniform_matched,0.25,all,93,1.0000,0.9216,1.8605,1.0167,1.0000,1.3684,238773,205446,1126.0,2987.0,1.0,0.4009,0,0.0,856.3,1049.6,held_out
bold_glyph16,B/2,uniform_matched,0.5,all,93,1.0000,0.9944,1.1839,1.0057,1.0000,1.1860,211508,205446,1702.0,3235.0,1.0,0.3902,0,0.0,3323.8,1049.6,held_out
bold_glyph16,B/4,bilinear,0.25,all,93,1.0000,0.9846,1.7647,1.0000,1.0000,1.3421,262189,238079,554.0,2092.0,1.0,0.6486,617836576,43.9,351.7,529.4,held_out
bold_glyph16,B/4,bilinear,0.5,all,93,1.0000,1.0000,1.1104,1.0000,1.0000,1.1224,238214,238079,823.0,2235.0,1.0,0.4754,1449494048,157.6,860.2,529.4,held_out
bold_glyph16,B/4,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,238079,238079,888.0,2176.0,1.0,1.0000,0,0.0,529.4,529.4,held_out
bold_glyph16,B/4,uniform,0.25,-,93,1.0100,0.9652,1.1613,1.0027,0.9762,1.1493,251996,238079,596.0,1861.0,2.0,0.2531,0,0.0,1482.5,529.4,held_out
bold_glyph16,B/4,uniform,0.5,-,93,1.0083,0.9684,1.0824,1.0020,0.9645,1.1312,243495,238079,803.0,2163.0,1.0,0.5014,0,0.0,891.0,529.4,held_out
bold_glyph16,B/4,uniform_matched,0.25,all,93,1.0000,0.9983,1.7647,1.0000,0.9811,1.3421,242175,238079,563.0,2097.0,1.0,0.4711,0,0.0,445.6,529.4,held_out
bold_glyph16,B/4,uniform_matched,0.5,all,93,1.0000,1.0000,1.1745,1.0000,1.0000,1.1478,241386,238079,869.0,2176.0,1.0,0.4235,0,0.0,1122.2,529.4,held_out
bold_glyph16,B/8,bilinear,0.25,all,93,1.0000,1.0000,1.6327,1.0000,1.0000,1.2679,264180,254946,277.0,1678.0,1.0,0.6942,323903104,21.7,242.5,299.3,held_out
bold_glyph16,B/8,bilinear,0.5,all,93,1.0000,1.0000,1.1106,1.0000,1.0000,1.0942,255102,254946,444.0,1680.0,1.0,0.4994,764574592,80.5,500.8,299.3,held_out
bold_glyph16,B/8,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,254946,254946,444.0,1680.0,1.0,1.0000,0,0.0,299.3,299.3,held_out
bold_glyph16,B/8,uniform,0.25,-,93,1.0101,0.9912,1.2222,1.0000,0.9836,1.1333,261323,254946,189.0,1464.0,1.0,0.2569,0,0.0,653.5,299.3,held_out
bold_glyph16,B/8,uniform,0.5,-,93,1.0062,0.9804,1.1726,1.0000,0.9809,1.1435,257044,254946,323.0,1527.0,1.0,0.4971,0,0.0,465.2,299.3,held_out
bold_glyph16,B/8,uniform_matched,0.25,all,93,1.0000,0.9987,1.6327,1.0000,1.0000,1.2679,261059,254946,281.0,1680.0,1.0,0.5207,0,0.0,279.7,299.3,held_out
bold_glyph16,B/8,uniform_matched,0.5,all,93,1.0000,1.0000,1.1565,1.0000,1.0000,1.1379,255719,254946,434.0,1680.0,1.0,0.4829,0,0.0,468.7,299.3,held_out
bold_glyph32,B,bilinear,0.25,all,93,1.0067,0.9667,1.9355,1.0564,1.0000,1.4286,256793,134840,1597.0,3739.0,1.0,0.4138,2572670464,177.3,1433.9,4285.9,held_out
bold_glyph32,B,bilinear,0.5,all,93,1.0005,0.9842,1.1714,1.0000,0.9864,1.1884,135318,134840,2447.0,4932.0,1.0,0.5287,3558268064,392.1,2559.6,4285.9,held_out
bold_glyph32,B,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,134840,134840,3555.0,4930.0,1.0,1.0000,0,0.0,4285.9,4285.9,held_out
bold_glyph32,B,uniform,0.25,-,93,0.9896,0.9370,1.1898,1.0270,0.9538,1.1553,219404,134840,2696.0,3562.0,4.0,0.2509,0,0.0,10983.2,4285.9,held_out
bold_glyph32,B,uniform,0.5,-,93,0.9893,0.9256,1.1292,1.0209,0.9584,1.1549,190572,134840,3394.0,4163.0,2.0,0.4996,0,0.0,6227.5,4285.9,held_out
bold_glyph32,B,uniform_matched,0.25,all,93,1.0106,0.9395,1.9355,1.0147,0.9698,1.4286,174421,134840,2193.0,3816.0,1.0,0.3399,0,0.0,2124.0,4285.9,held_out
bold_glyph32,B,uniform_matched,0.5,all,93,1.0003,0.9462,1.2114,1.0056,0.9565,1.1408,151294,134840,3435.0,4809.0,1.0,0.3837,0,0.0,10345.1,4285.9,held_out
bold_glyph32,B/2,bilinear,0.25,all,93,1.0000,0.9708,1.8605,1.0426,1.0000,1.3684,260662,205446,1106.0,3091.0,1.0,0.5270,1272815200,88.5,569.5,1076.7,held_out
bold_glyph32,B/2,bilinear,0.5,all,93,1.0000,0.9973,1.1740,1.0000,1.0000,1.2273,205857,205446,1587.0,3436.0,1.0,0.4699,2680724320,301.1,1629.6,1076.7,held_out
bold_glyph32,B/2,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,205446,205446,1777.0,3210.0,1.0,1.0000,0,0.0,1076.7,1076.7,held_out
bold_glyph32,B/2,uniform,0.25,-,93,1.0029,0.9298,1.1788,1.0167,0.9624,1.1579,238208,205446,1376.0,2596.0,3.0,0.2527,0,0.0,4133.0,1076.7,held_out
bold_glyph32,B/2,uniform,0.5,-,93,1.0012,0.9008,1.1250,1.0178,0.9666,1.1750,230331,205446,1554.0,2988.0,2.0,0.4996,0,0.0,2273.5,1076.7,held_out
bold_glyph32,B/2,uniform_matched,0.25,all,93,1.0000,0.9216,1.8605,1.0167,1.0000,1.3684,238773,205446,1126.0,2987.0,1.0,0.4009,0,0.0,932.8,1076.7,held_out
bold_glyph32,B/2,uniform_matched,0.5,all,93,1.0000,0.9944,1.1864,1.0057,1.0000,1.1860,211491,205446,1702.0,3235.0,1.0,0.3890,0,0.0,3549.1,1076.7,held_out
bold_glyph32,B/4,bilinear,0.25,all,93,1.0000,0.9846,1.7647,1.0000,1.0000,1.3421,262189,238079,554.0,2092.0,1.0,0.6486,617836576,42.7,337.2,536.1,held_out
bold_glyph32,B/4,bilinear,0.5,all,93,1.0000,1.0000,1.1104,1.0000,1.0000,1.1224,238214,238079,823.0,2235.0,1.0,0.4754,1449494048,162.5,864.4,536.1,held_out
bold_glyph32,B/4,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,238079,238079,888.0,2176.0,1.0,1.0000,0,0.0,536.1,536.1,held_out
bold_glyph32,B/4,uniform,0.25,-,93,1.0100,0.9652,1.1613,1.0027,0.9762,1.1493,251996,238079,596.0,1861.0,2.0,0.2531,0,0.0,1528.9,536.1,held_out
bold_glyph32,B/4,uniform,0.5,-,93,1.0083,0.9684,1.0824,1.0020,0.9645,1.1312,243495,238079,803.0,2163.0,1.0,0.5002,0,0.0,981.1,536.1,held_out
bold_glyph32,B/4,uniform_matched,0.25,all,93,1.0000,0.9983,1.7647,1.0000,0.9811,1.3421,242175,238079,563.0,2097.0,1.0,0.4711,0,0.0,456.0,536.1,held_out
bold_glyph32,B/4,uniform_matched,0.5,all,93,1.0000,1.0000,1.1745,1.0000,1.0000,1.1478,241386,238079,869.0,2176.0,1.0,0.4235,0,0.0,1169.7,536.1,held_out
bold_glyph32,B/8,bilinear,0.25,all,93,1.0000,1.0000,1.6327,1.0000,1.0000,1.2679,264180,254946,277.0,1678.0,1.0,0.6942,323903104,22.4,243.7,311.7,held_out
bold_glyph32,B/8,bilinear,0.5,all,93,1.0000,1.0000,1.1106,1.0000,1.0000,1.0942,255102,254946,444.0,1680.0,1.0,0.4994,764586240,82.5,507.4,311.7,held_out
bold_glyph32,B/8,identity,0,-,93,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,254946,254946,444.0,1680.0,1.0,1.0000,0,0.0,311.7,311.7,held_out
bold_glyph32,B/8,uniform,0.25,-,93,1.0101,0.9912,1.2222,1.0000,0.9836,1.1333,261323,254946,189.0,1464.0,1.0,0.2569,0,0.0,671.6,311.7,held_out
bold_glyph32,B/8,uniform,0.5,-,93,1.0062,0.9804,1.1726,1.0000,0.9811,1.1435,257050,254946,323.0,1527.0,1.0,0.4963,0,0.0,493.2,311.7,held_out
bold_glyph32,B/8,uniform_matched,0.25,all,93,1.0000,0.9987,1.6327,1.0000,1.0000,1.2679,261059,254946,281.0,1680.0,1.0,0.5207,0,0.0,283.4,311.7,held_out
bold_glyph32,B/8,uniform_matched,0.5,all,93,1.0000,1.0000,1.1565,1.0000,1.0000,1.1379,255718,254946,434.0,1680.0,1.0,0.4817,0,0.0,495.5,311.7,held_out
chrome,B,bilinear,0.25,all,1,1.1643,1.1643,1.1643,0.9953,0.9953,0.9953,705,614,3824.0,3828.0,2.0,0.4985,48595904,3.5,19.6,22.0,held_out
chrome,B,bilinear,0.5,all,1,1.0072,1.0072,1.0072,1.0000,1.0000,1.0000,617,614,5361.0,4921.0,2.0,0.9573,36208288,3.1,24.2,22.0,held_out
chrome,B,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,614,614,5502.0,4944.0,2.0,1.0000,0,0.0,22.0,22.0,held_out
chrome,B,uniform,0.25,-,1,1.1205,1.1205,1.1205,1.1355,1.1355,1.1355,668,614,3866.0,3437.0,6.0,0.2533,0,0.0,32.9,22.0,held_out
chrome,B,uniform,0.5,-,1,1.0845,1.0845,1.0845,1.1636,1.1636,1.1636,636,614,5037.0,4146.0,3.0,0.5121,0,0.0,25.2,22.0,held_out
chrome,B,uniform_matched,0.25,all,1,1.1025,1.1025,1.1025,1.1402,1.1402,1.1402,654,614,5011.0,4086.0,3.0,0.5060,0,0.0,23.5,22.0,held_out
chrome,B,uniform_matched,0.5,all,1,1.0108,1.0108,1.0108,1.0187,1.0187,1.0187,618,614,5466.0,4928.0,2.0,0.9569,0,0.0,21.8,22.0,held_out
chrome,B/2,bilinear,0.25,all,1,1.1560,1.1560,1.1560,0.9953,0.9953,0.9953,705,606,2546.0,2817.0,2.0,0.6184,30752192,2.2,10.6,10.3,held_out
chrome,B/2,bilinear,0.5,all,1,1.0048,1.0048,1.0048,1.0047,1.0047,1.0047,607,606,2751.0,3424.0,2.0,0.9659,21144256,1.5,11.5,10.3,held_out
chrome,B/2,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,606,606,2751.0,3412.0,2.0,1.0000,0,0.0,10.3,10.3,held_out
chrome,B/2,uniform,0.25,-,1,1.1214,1.1214,1.1214,1.1028,1.1028,1.1028,672,606,2435.0,2476.0,5.0,0.2542,0,0.0,23.9,10.3,held_out
chrome,B/2,uniform,0.5,-,1,1.0661,1.0661,1.0661,1.0794,1.0794,1.0794,641,606,2585.0,2600.0,3.0,0.5025,0,0.0,13.4,10.3,held_out
chrome,B/2,uniform_matched,0.25,all,1,1.1554,1.1554,1.1554,1.1449,1.1449,1.1449,702,606,2495.0,2878.0,2.0,0.6118,0,0.0,8.5,10.3,held_out
chrome,B/2,uniform_matched,0.5,all,1,1.0077,1.0077,1.0077,1.0047,1.0047,1.0047,612,606,2730.0,3265.0,2.0,0.9657,0,0.0,10.1,10.3,held_out
chrome,B/4,bilinear,0.25,all,1,1.0000,1.0000,1.0000,0.9643,0.9643,0.9643,705,702,833.0,1617.0,1.0,0.4107,15865024,1.0,6.3,2.9,held_out
chrome,B/4,bilinear,0.5,all,1,1.0026,1.0026,1.0026,0.9866,0.9866,0.9866,704,702,1375.0,2228.0,1.0,0.9341,11779520,0.8,3.8,2.9,held_out
chrome,B/4,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,702,702,1375.0,2151.0,1.0,1.0000,0,0.0,2.9,2.9,held_out
chrome,B/4,uniform,0.25,-,1,0.9499,0.9499,0.9499,1.0045,1.0045,1.0045,664,702,1085.0,1409.0,4.0,0.2645,0,0.0,10.8,2.9,held_out
chrome,B/4,uniform,0.5,-,1,0.9387,0.9387,0.9387,0.9866,0.9866,0.9866,657,702,1290.0,1713.0,2.0,0.4851,0,0.0,6.3,2.9,held_out
chrome,B/4,uniform_matched,0.25,all,1,0.9443,0.9443,0.9443,1.0670,1.0670,1.0670,645,702,1185.0,1729.0,2.0,0.4142,0,0.0,9.4,2.9,held_out
chrome,B/4,uniform_matched,0.5,all,1,1.0020,1.0020,1.0020,0.9866,0.9866,0.9866,703,702,1362.0,2100.0,1.0,0.9426,0,0.0,2.9,2.9,held_out
chrome,B/8,bilinear,0.25,all,1,1.0088,1.0088,1.0088,1.0093,1.0093,1.0093,705,704,598.0,1337.0,1.0,0.7302,7978432,0.5,2.5,1.9,held_out
chrome,B/8,bilinear,0.5,all,1,1.0062,1.0062,1.0062,1.0234,1.0234,1.0234,704,704,687.0,1438.0,1.0,0.8763,7663936,0.5,2.6,1.9,held_out
chrome,B/8,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,704,704,687.0,1268.0,1.0,1.0000,0,0.0,1.9,1.9,held_out
