family,b_label,arm,rho,model,n,dag_median,dag_p10,dag_p90,bytes_median,bytes_p10,bytes_p90,guarded_sum_arm,guarded_sum_identity,applications_median,classes_median,iterations_median,keep_rate,macs_sum,filter_ms_sum,wall_ms_sum,identity_wall_ms_sum,set
chrome,B/8,uniform,0.25,-,1,0.9814,0.9814,0.9814,1.0514,1.0514,1.0514,674,704,562.0,1027.0,3.0,0.2670,0,0.0,6.9,1.9,held_out
chrome,B/8,uniform,0.5,-,1,0.9361,0.9361,0.9361,1.0047,1.0047,1.0047,652,704,616.0,1177.0,2.0,0.4805,0,0.0,5.8,1.9,held_out
chrome,B/8,uniform_matched,0.25,all,1,1.0180,1.0180,1.0180,1.0280,1.0280,1.0280,705,704,681.0,1323.0,1.0,0.7229,0,0.0,2.3,1.9,held_out
chrome,B/8,uniform_matched,0.5,all,1,1.0165,1.0165,1.0165,1.0234,1.0234,1.0234,707,704,678.0,1345.0,1.0,0.8817,0,0.0,2.0,1.9,held_out
chrome_channel,B,bilinear,0.25,all,1,1.1622,1.1622,1.1622,0.9818,0.9818,0.9818,505,433,3520.0,3505.0,2.0,0.4651,45726688,3.6,18.3,20.5,held_out
chrome_channel,B,bilinear,0.5,all,1,0.9915,0.9915,0.9915,0.9758,0.9758,0.9758,425,433,5344.0,4876.0,2.0,0.9442,36454944,3.2,23.0,20.5,held_out
chrome_channel,B,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,433,433,5626.0,4903.0,2.0,1.0000,0,0.0,20.5,20.5,held_out
chrome_channel,B,uniform,0.25,-,1,1.0769,1.0769,1.0769,1.0848,1.0848,1.0848,440,433,4329.0,3399.0,6.0,0.2609,0,0.0,36.3,20.5,held_out
chrome_channel,B,uniform,0.5,-,1,1.0430,1.0430,1.0430,1.0364,1.0364,1.0364,429,433,4387.0,3971.0,3.0,0.4965,0,0.0,20.9,20.5,held_out
chrome_channel,B,uniform_matched,0.25,all,1,1.0719,1.0719,1.0719,1.0909,1.0909,1.0909,447,433,5545.0,4179.0,4.0,0.4686,0,0.0,25.1,20.5,held_out
chrome_channel,B,uniform_matched,0.5,all,1,0.9951,0.9951,0.9951,1.0121,1.0121,1.0121,426,433,5340.0,4860.0,2.0,0.9420,0,0.0,21.8,20.5,held_out
chrome_channel,B/2,bilinear,0.25,all,1,1.1780,1.1780,1.1780,1.0000,1.0000,1.0000,505,414,2813.0,3033.0,2.0,0.6409,30297664,2.3,10.6,9.0,held_out
chrome_channel,B/2,bilinear,0.5,all,1,1.0057,1.0057,1.0057,1.0062,1.0062,1.0062,415,414,2813.0,3205.0,2.0,0.9727,20514816,1.7,10.9,9.0,held_out
chrome_channel,B/2,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,414,414,2813.0,3146.0,2.0,1.0000,0,0.0,9.0,9.0,held_out
chrome_channel,B/2,uniform,0.25,-,1,1.0951,1.0951,1.0951,1.0926,1.0926,1.0926,446,414,2534.0,2371.0,5.0,0.2585,0,0.0,19.9,9.0,held_out
chrome_channel,B/2,uniform,0.5,-,1,1.1187,1.1187,1.1187,1.1481,1.1481,1.1481,458,414,2335.0,2349.0,3.0,0.4973,0,0.0,10.6,9.0,held_out
chrome_channel,B/2,uniform_matched,0.25,all,1,1.1508,1.1508,1.1508,1.1111,1.1111,1.1111,481,414,2582.0,2751.0,2.0,0.6267,0,0.0,7.9,9.0,held_out
chrome_channel,B/2,uniform_matched,0.5,all,1,1.0050,1.0050,1.0050,1.0062,1.0062,1.0062,416,414,2813.0,3081.0,2.0,0.9761,0,0.0,8.4,9.0,held_out
chrome_channel,B/4,bilinear,0.25,all,1,0.9946,0.9946,0.9946,0.9643,0.9643,0.9643,505,502,1406.0,1740.0,2.0,0.5471,19002720,1.3,6.6,2.6,held_out
chrome_channel,B/4,bilinear,0.5,all,1,1.0030,1.0030,1.0030,1.0000,1.0000,1.0000,504,502,1406.0,2068.0,1.0,0.9468,11242528,0.8,3.5,2.6,held_out
chrome_channel,B/4,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,502,502,1406.0,2024.0,1.0,1.0000,0,0.0,2.6,2.6,held_out
chrome_channel,B/4,uniform,0.25,-,1,0.9662,0.9662,0.9662,1.0536,1.0536,1.0536,472,502,1085.0,1350.0,4.0,0.2547,0,0.0,10.2,2.6,held_out
chrome_channel,B/4,uniform,0.5,-,1,0.9348,0.9348,0.9348,1.0119,1.0119,1.0119,458,502,1282.0,1670.0,2.0,0.4961,0,0.0,5.5,2.6,held_out
chrome_channel,B/4,uniform_matched,0.25,all,1,0.9107,0.9107,0.9107,1.0179,1.0179,1.0179,444,502,1369.0,1771.0,2.0,0.5552,0,0.0,5.8,2.6,held_out
chrome_channel,B/4,uniform_matched,0.5,all,1,1.0121,1.0121,1.0121,1.0476,1.0476,1.0476,509,502,1383.0,1988.0,1.0,0.9486,0,0.0,2.7,2.6,held_out
chrome_channel,B/8,bilinear,0.25,all,1,1.0061,1.0061,1.0061,0.9819,0.9819,0.9819,505,502,505.0,1085.0,1.0,0.6189,7742752,0.5,2.1,1.7,held_out
chrome_channel,B/8,bilinear,0.5,all,1,1.0091,1.0091,1.0091,1.0301,1.0301,1.0301,504,502,703.0,1348.0,1.0,0.8990,7308160,0.5,2.3,1.7,held_out
chrome_channel,B/8,identity,0,-,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,502,502,703.0,1240.0,1.0,1.0000,0,0.0,1.7,1.7,held_out
chrome_channel,B/8,uniform,0.25,-,1,0.9721,0.9721,0.9721,1.0482,1.0482,1.0482,468,502,538.0,925.0,3.0,0.2555,0,0.0,5.6,1.7,held_out
chrome_channel,B/8,uniform,0.5,-,1,0.9332,0.9332,0.9332,0.9880,0.9880,0.9880,453,502,605.0,981.0,2.0,0.4805,0,0.0,3.7,1.7,held_out
chrome_channel,B/8,uniform_matched,0.25,all,1,0.9375,0.9375,0.9375,0.9880,0.9880,0.9880,446,502,632.0,1133.0,1.0,0.6377,0,0.0,3.7,1.7,held_out
chrome_channel,B/8,uniform_matched,0.5,all,1,1.0152,1.0152,1.0152,1.0301,1.0301,1.0301,505,502,686.0,1251.0,1.0,0.8956,0,0.0,1.8,1.7,held_out
